rank,candidate_id,risk_score,days_since_last_event,apply_30d,events_30d,reason_codes,suggested_lever,as_of_date,model_version
266,C102092,0.926,150,0,0,account age is higher than typical (z=2.7); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
267,C110507,0.926,76,0,0,account age is higher than typical (z=2.7); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
268,C106797,0.9259,39,0,0,activity in the last 90 days is lower than typical (z=-1.1); account age is higher than typical (z=1.7); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
269,C110521,0.9259,37,0,0,activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=1.3),Re-engagement push notification / email,2026-01-10,churn_model_v1
270,C104803,0.9258,44,0,0,account age is higher than typical (z=2.5); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
271,C110195,0.9257,75,0,0,activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=1.3),Re-engagement push notification / email,2026-01-10,churn_model_v1
272,C110381,0.9255,90,0,0,activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=1.0),Re-engagement push notification / email,2026-01-10,churn_model_v1
273,C104413,0.9255,37,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=1.9); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
274,C100985,0.9255,38,0,0,activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=1.4),Re-engagement push notification / email,2026-01-10,churn_model_v1
275,C108838,0.9255,39,0,0,activity in the last 90 days is lower than typical (z=-1.1); account age is higher than typical (z=1.6); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
276,C107167,0.9255,39,0,0,activity in the last 90 days is lower than typical (z=-1.1); account age is higher than typical (z=2.0); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
277,C104859,0.9254,35,0,0,account age is higher than typical (z=2.2); activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
278,C108828,0.9253,58,0,0,activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
279,C111876,0.9253,61,0,0,activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
280,C106343,0.9252,36,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=1.5); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
281,C109166,0.9252,36,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=2.1); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
282,C103817,0.9251,145,0,0,account age is higher than typical (z=2.6); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
283,C101993,0.925,37,0,0,activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
284,C108603,0.9249,31,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=1.9); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
285,C107466,0.9249,35,0,0,activity in the last 90 days is lower than typical (z=-1.1); account age is higher than typical (z=1.4); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
286,C100851,0.9249,155,0,0,account age is higher than typical (z=2.6); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
287,C109012,0.9249,93,0,0,activity in the last 90 days is lower than typical (z=-1.3); account age is higher than typical (z=2.6); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
288,C106244,0.9249,94,0,0,account age is higher than typical (z=2.6); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
289,C110461,0.9249,112,0,0,account age is higher than typical (z=2.6); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
290,C105616,0.9249,140,0,0,account age is higher than typical (z=2.6); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
291,C105065,0.9249,90,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=1.7); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
292,C110944,0.9249,71,0,0,activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=0.9),Re-engagement push notification / email,2026-01-10,churn_model_v1
293,C100265,0.9249,84,0,0,activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=0.7),Re-engagement push notification / email,2026-01-10,churn_model_v1
294,C100239,0.9248,56,0,0,activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=1.1),Re-engagement push notification / email,2026-01-10,churn_model_v1
295,C105213,0.9248,51,0,0,activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=1.0),Re-engagement push notification / email,2026-01-10,churn_model_v1
296,C101234,0.9248,88,0,0,activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
297,C109201,0.9248,56,0,0,activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=1.1),Re-engagement push notification / email,2026-01-10,churn_model_v1
298,C100600,0.9248,73,0,0,activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=1.0),Re-engagement push notification / email,2026-01-10,churn_model_v1
299,C106904,0.9248,61,0,0,activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
300,C107441,0.9248,86,0,0,activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
301,C102567,0.9248,58,0,0,activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
302,C104180,0.9247,58,0,0,activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=1.4),Re-engagement push notification / email,2026-01-10,churn_model_v1
303,C107570,0.9247,94,0,0,activity in the last 90 days is lower than typical (z=-1.3); account age is higher than typical (z=1.7); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
304,C103346,0.9247,58,0,0,activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=0.9),Re-engagement push notification / email,2026-01-10,churn_model_v1
305,C106871,0.9247,51,0,0,activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=0.6),Re-engagement push notification / email,2026-01-10,churn_model_v1
306,C107709,0.9247,65,0,0,activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=0.9),Re-engagement push notification / email,2026-01-10,churn_model_v1
307,C106548,0.9247,47,0,0,activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=0.6),Re-engagement push notification / email,2026-01-10,churn_model_v1
308,C101748,0.9245,210,0,0,account age is higher than typical (z=2.7); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
309,C111884,0.9245,97,0,0,account age is higher than typical (z=2.6); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
310,C106638,0.9245,53,0,0,account age is higher than typical (z=2.5); activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
311,C111191,0.9244,41,0,0,activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
312,C109864,0.9243,71,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=1.4); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
313,C106484,0.9243,67,0,0,activity in the last 90 days is lower than typical (z=-1.1); account age is higher than typical (z=1.9); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
314,C105181,0.9243,30,0,1,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=2.3); activity in the last 30 days is lower than typical (z=-1.0),Send curated job digest (browsing but not applying),2026-01-10,churn_model_v1
315,C101316,0.9243,30,0,1,activity in the last 90 days is lower than typical (z=-1.1); account age is higher than typical (z=1.8); activity in the last 30 days is lower than typical (z=-1.0),Send curated job digest (browsing but not applying),2026-01-10,churn_model_v1
316,C102529,0.9242,73,0,0,activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=0.7),Re-engagement push notification / email,2026-01-10,churn_model_v1
317,C109567,0.9242,61,0,0,activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=0.8),Re-engagement push notification / email,2026-01-10,churn_model_v1
318,C104927,0.9242,65,0,0,activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=0.8),Re-engagement push notification / email,2026-01-10,churn_model_v1
319,C111830,0.9242,70,0,0,activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=0.6),Re-engagement push notification / email,2026-01-10,churn_model_v1
320,C111831,0.9242,65,0,0,activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=0.9),Re-engagement push notification / email,2026-01-10,churn_model_v1
321,C105998,0.924,32,0,0,account age is higher than typical (z=2.2); activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
322,C108407,0.924,41,0,0,activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=1.0),Re-engagement push notification / email,2026-01-10,churn_model_v1
323,C107016,0.924,40,0,0,activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=1.0),Re-engagement push notification / email,2026-01-10,churn_model_v1
324,C108522,0.9238,32,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=2.0); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
325,C106269,0.9238,31,0,0,activity in the last 90 days is lower than typical (z=-1.1); account age is higher than typical (z=2.0); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
326,C101994,0.9238,32,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=2.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
327,C100059,0.9234,33,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=1.6); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
328,C104685,0.9234,33,0,0,activity in the last 90 days is lower than typical (z=-1.1); account age is higher than typical (z=2.0); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
329,C100661,0.9234,31,0,0,activity in the last 90 days is lower than typical (z=-1.1); account age is higher than typical (z=2.1); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
330,C104694,0.9234,33,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=1.8); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
331,C103751,0.9234,39,0,0,account age is higher than typical (z=2.6); activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
332,C102392,0.9234,33,0,0,activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=1.1),Re-engagement push notification / email,2026-01-10,churn_model_v1
333,C106002,0.9233,39,0,0,activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
334,C110687,0.9231,39,0,0,activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.2); account age is higher than typical (z=0.8),Re-engagement push notification / email,2026-01-10,churn_model_v1
335,C103382,0.923,231,0,0,account age is higher than typical (z=4.0); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
336,C105238,0.923,159,0,0,account age is higher than typical (z=3.6); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
337,C111484,0.923,209,0,0,account age is higher than typical (z=3.2); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
338,C101831,0.923,237,0,0,account age is higher than typical (z=3.9); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
339,C109762,0.923,239,0,0,account age is higher than typical (z=3.7); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
340,C106651,0.923,102,0,0,account age is higher than typical (z=3.0); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
341,C101388,0.923,87,0,0,account age is higher than typical (z=3.4); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
342,C102749,0.923,299,0,0,account age is higher than typical (z=4.1); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
343,C111031,0.923,63,0,0,account age is higher than typical (z=4.2); activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
344,C100005,0.923,54,0,0,account age is higher than typical (z=3.1); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
345,C102226,0.923,185,0,0,account age is higher than typical (z=3.3); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
346,C109509,0.923,52,0,0,account age is higher than typical (z=3.7); activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
347,C106390,0.9229,92,0,0,activity in the last 90 days is lower than typical (z=-1.3); account age is higher than typical (z=2.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
348,C101429,0.9229,70,0,0,account age is higher than typical (z=2.5); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
349,C106445,0.9229,104,0,0,activity in the last 90 days is lower than typical (z=-1.3); account age is higher than typical (z=2.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
350,C108693,0.9229,71,0,0,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=2.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
351,C109004,0.9229,199,0,0,activity in the last 90 days is lower than typical (z=-1.3); account age is higher than typical (z=2.4); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
352,C107507,0.9228,21,0,1,activity in the last 90 days is lower than typical (z=-1.2); account age is higher than typical (z=2.2); activity in the last 30 days is lower than typical (z=-1.0),Send curated job digest (browsing but not applying),2026-01-10,churn_model_v1
353,C105876,0.9228,70,0,0,account age is higher than typical (z=3.6); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
354,C103168,0.9228,138,0,0,account age is higher than typical (z=2.8); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
355,C111857,0.9228,96,0,0,account age is higher than typical (z=3.3); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
356,C105807,0.9228,52,0,0,account age is higher than typical (z=4.3); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
357,C101864,0.9228,73,0,0,account age is higher than typical (z=2.9); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
358,C111787,0.9228,100,0,0,account age is higher than typical (z=3.0); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
359,C104600,0.9228,183,0,0,account age is higher than typical (z=4.2); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
360,C108254,0.9228,124,0,0,account age is higher than typical (z=2.7); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
361,C108259,0.9228,126,0,0,account age is higher than typical (z=3.6); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
362,C104147,0.9228,125,0,0,account age is higher than typical (z=3.1); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
363,C108728,0.9228,115,0,0,account age is higher than typical (z=4.3); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
364,C101657,0.9228,66,0,0,account age is higher than typical (z=3.3); activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
365,C110554,0.9228,188,0,0,account age is higher than typical (z=3.7); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
366,C103378,0.9228,66,0,0,account age is higher than typical (z=3.1); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
367,C111050,0.9228,153,0,0,account age is higher than typical (z=3.1); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
368,C105093,0.9228,188,0,0,account age is higher than typical (z=4.1); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
369,C109469,0.9228,137,0,0,account age is higher than typical (z=3.6); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
370,C111051,0.9228,130,0,0,account age is higher than typical (z=3.6); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
371,C102674,0.9228,92,0,0,account age is higher than typical (z=3.7); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
372,C109500,0.9228,61,0,0,account age is higher than typical (z=3.6); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
373,C108634,0.9228,90,0,0,account age is higher than typical (z=2.7); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
374,C104476,0.9228,242,0,0,account age is higher than typical (z=3.8); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
375,C102600,0.9228,111,0,0,account age is higher than typical (z=3.2); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
376,C103644,0.9228,132,0,0,account age is higher than typical (z=4.0); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
377,C104265,0.9228,344,0,0,account age is higher than typical (z=4.2); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
378,C106541,0.9228,257,0,0,account age is higher than typical (z=4.0); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
379,C102962,0.9228,69,0,0,account age is higher than typical (z=4.1); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
380,C108074,0.9228,90,0,0,account age is higher than typical (z=2.8); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
381,C110931,0.9228,74,0,0,account age is higher than typical (z=2.7); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
382,C101333,0.9228,153,0,0,account age is higher than typical (z=2.7); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
383,C110779,0.9228,159,0,0,account age is higher than typical (z=3.7); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
384,C107129,0.9228,68,0,0,account age is higher than typical (z=4.1); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
385,C102470,0.9228,72,0,0,account age is higher than typical (z=3.4); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
386,C100589,0.9228,61,0,0,account age is higher than typical (z=3.0); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
387,C109246,0.9228,213,0,0,account age is higher than typical (z=3.7); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
388,C109293,0.9228,114,0,0,account age is higher than typical (z=3.6); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
389,C102578,0.9228,256,0,0,account age is higher than typical (z=4.1); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
390,C100420,0.9228,66,0,0,account age is higher than typical (z=3.7); activity in the last 90 days is lower than typical (z=-1.1); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
391,C102712,0.9228,54,0,0,account age is higher than typical (z=3.8); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
392,C110701,0.9228,149,0,0,account age is higher than typical (z=3.6); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
393,C108757,0.9228,68,0,0,account age is higher than typical (z=3.4); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
394,C108713,0.9228,163,0,0,account age is higher than typical (z=3.9); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
395,C107418,0.9228,59,0,0,account age is higher than typical (z=3.3); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
396,C105750,0.9228,173,0,0,account age is higher than typical (z=3.3); activity in the last 90 days is lower than typical (z=-1.3); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
397,C105813,0.9228,85,0,0,account age is higher than typical (z=4.1); activity in the last 90 days is lower than typical (z=-1.2); activity in the last 30 days is lower than typical (z=-1.2),Re-engagement push notification / email,2026-01-10,churn_model_v1
