student_id,years_experience,skills_json
S2_00182,3,"{""react"": 0.829, ""excel"": 0.745, ""data_structures"": 0.609, ""testing"": 0.614, ""sql"": 0.691, ""kubernetes"": 0.765, ""communication"": 0.715, ""jquery"": 0.701}"
S2_00183,3,"{""cloud_security"": 0.848, ""react"": 0.867, ""excel"": 0.69, ""jquery"": 0.961, ""communication"": 0.847, ""data_structures"": 0.726, ""spark"": 0.759, ""system_design"": 0.699, ""java"": 0.728, ""nlp"": 0.713}"
S2_00184,2,"{""react"": 0.46, ""node"": 0.981, ""nlp"": 0.579, ""jquery"": 0.733, ""testing"": 0.562, ""kubernetes"": 0.519}"
S2_00185,2,"{""excel"": 0.56, ""jquery"": 0.797, ""testing"": 0.785, ""spark"": 0.567, ""kubernetes"": 0.718, ""data_structures"": 0.844, ""git"": 0.589}"
S2_00186,5,"{""sql"": 0.777, ""kubernetes"": 0.653, ""testing"": 0.881, ""spark"": 0.631, ""ml_fundamentals"": 0.899, ""flask"": 0.918, ""docker"": 0.878, ""aws"": 0.693, ""excel"": 1.0, ""cloud_security"": 0.743, ""nlp"": 0.756, ""communication"": 0.717, ""jquery"": 0.551}"
S2_00187,6,"{""excel"": 0.703, ""communication"": 0.84, ""node"": 0.684, ""java"": 0.631, ""spark"": 0.675, ""python"": 0.902, ""sql"": 0.712}"
S2_00188,0,"{""docker"": 0.949, ""node"": 0.738, ""ml_fundamentals"": 0.845, ""flask"": 0.537, ""system_design"": 0.772}"
S2_00189,3,"{""node"": 0.486, ""java"": 0.835, ""react"": 0.739, ""spark"": 0.942, ""docker"": 0.54, ""data_structures"": 0.738, ""aws"": 0.721, ""communication"": 0.699, ""flask"": 0.663, ""sql"": 0.666, ""git"": 0.746, ""jquery"": 0.765}"
S2_00190,4,"{""node"": 0.817, ""docker"": 0.719, ""data_structures"": 0.796, ""system_design"": 0.646, ""python"": 0.855, ""kubernetes"": 0.644, ""ml_fundamentals"": 0.404, ""aws"": 0.767}"
S2_00191,2,"{""jquery"": 0.78, ""node"": 1.0, ""python"": 0.762, ""nlp"": 0.622, ""excel"": 0.632, ""communication"": 0.729, ""docker"": 0.414}"
S2_00192,2,"{""flask"": 0.678, ""data_structures"": 0.503, ""nlp"": 0.809, ""docker"": 0.93, ""jquery"": 0.659, ""node"": 0.954, ""spark"": 0.472, ""aws"": 0.54, ""java"": 0.698, ""kubernetes"": 0.664, ""testing"": 0.62, ""system_design"": 0.74, ""git"": 0.641}"
S2_00193,4,"{""jquery"": 0.378, ""git"": 0.666, ""flask"": 0.83, ""spark"": 0.549, ""testing"": 0.784, ""react"": 0.777, ""ml_fundamentals"": 0.502, ""java"": 0.733, ""nlp"": 0.627, ""cloud_security"": 0.782}"
S2_00194,2,"{""docker"": 0.671, ""aws"": 0.638, ""sql"": 0.667, ""ml_fundamentals"": 0.48, ""flask"": 0.491, ""data_structures"": 0.813, ""python"": 0.511, ""communication"": 0.559}"
S2_00195,0,"{""testing"": 0.615, ""kubernetes"": 0.64, ""cloud_security"": 0.819, ""excel"": 0.493, ""aws"": 0.869, ""jquery"": 0.479, ""ml_fundamentals"": 0.683, ""react"": 0.48, ""data_structures"": 0.562, ""git"": 0.915, ""flask"": 0.877, ""python"": 0.893, ""java"": 0.503}"
S2_00196,2,"{""java"": 0.895, ""docker"": 0.463, ""communication"": 0.704, ""ml_fundamentals"": 0.964, ""spark"": 0.825, ""cloud_security"": 0.783, ""aws"": 0.563, ""python"": 0.61, ""data_structures"": 0.922, ""nlp"": 0.791, ""system_design"": 0.854, ""jquery"": 0.731}"
S2_00197,2,"{""aws"": 0.76, ""flask"": 0.853, ""kubernetes"": 0.82, ""node"": 0.764, ""cloud_security"": 0.692, ""docker"": 1.0, ""java"": 0.61, ""jquery"": 0.832}"
S2_00198,3,"{""communication"": 0.648, ""cloud_security"": 0.834, ""python"": 0.809, ""ml_fundamentals"": 0.664, ""nlp"": 0.994, ""data_structures"": 0.608, ""flask"": 0.509, ""aws"": 0.848, ""git"": 0.398, ""spark"": 0.944, ""node"": 0.735, ""system_design"": 0.506, ""genai"": 0.578, ""jquery"": 0.475}"
S2_00199,3,"{""data_structures"": 0.656, ""jquery"": 0.657, ""react"": 0.764, ""testing"": 0.72, ""kubernetes"": 0.796, ""sql"": 0.704, ""nlp"": 0.633, ""spark"": 0.749, ""python"": 0.582, ""aws"": 0.805, ""genai"": 0.677}"
S3_00000,0,"{""react"": 0.575, ""nlp"": 0.625, ""jquery"": 0.601, ""java"": 0.639, ""excel"": 0.859, ""cloud_security"": 0.825, ""flask"": 0.656, ""system_design"": 0.809, ""python"": 0.769, ""node"": 0.715, ""kubernetes"": 0.892, ""docker"": 0.621, ""data_structures"": 0.728}"
S3_00001,2,"{""cloud_security"": 0.797, ""react"": 0.813, ""nlp"": 0.862, ""git"": 0.704, ""java"": 0.661, ""testing"": 0.965, ""ml_fundamentals"": 0.302, ""docker"": 0.729, ""system_design"": 0.785, ""communication"": 1.0, ""genai"": 0.471}"
S3_00002,0,"{""jquery"": 0.893, ""nlp"": 0.691, ""aws"": 0.882, ""kubernetes"": 0.538, ""git"": 0.818, ""data_structures"": 0.875, ""docker"": 0.86}"
S3_00003,3,"{""git"": 0.813, ""kubernetes"": 0.803, ""python"": 1.0, ""system_design"": 0.874, ""docker"": 0.77, ""sql"": 0.758, ""jquery"": 0.673}"
S3_00004,1,"{""java"": 0.633, ""nlp"": 0.688, ""cloud_security"": 0.83, ""ml_fundamentals"": 0.619, ""communication"": 0.687, ""aws"": 0.801, ""excel"": 0.68, ""node"": 1.0, ""git"": 0.757, ""kubernetes"": 0.534, ""jquery"": 0.594}"
S3_00005,3,"{""excel"": 0.89, ""jquery"": 0.852, ""cloud_security"": 0.766, ""spark"": 0.728, ""docker"": 0.998, ""communication"": 1.0, ""react"": 0.689, ""aws"": 0.744, ""git"": 0.637, ""ml_fundamentals"": 0.545, ""python"": 0.789, ""java"": 0.757, ""genai"": 0.478}"
S3_00006,5,"{""sql"": 0.751, ""aws"": 0.794, ""system_design"": 0.714, ""docker"": 0.768, ""python"": 0.729, ""git"": 0.627, ""excel"": 0.543, ""jquery"": 0.706, ""nlp"": 0.916}"
S3_00007,0,"{""cloud_security"": 0.566, ""python"": 0.761, ""nlp"": 1.0, ""sql"": 0.76, ""docker"": 0.602, ""flask"": 0.696, ""react"": 0.549, ""git"": 0.723, ""testing"": 0.823, ""genai"": 0.616}"
S3_00008,4,"{""nlp"": 0.679, ""spark"": 0.642, ""cloud_security"": 0.739, ""ml_fundamentals"": 0.698, ""aws"": 0.457, ""jquery"": 1.0}"
S3_00009,2,"{""flask"": 0.948, ""communication"": 0.643, ""excel"": 0.583, ""sql"": 0.461, ""ml_fundamentals"": 0.643, ""system_design"": 0.51, ""aws"": 0.864, ""react"": 0.706, ""nlp"": 0.861, ""genai"": 0.94, ""jquery"": 0.59}"
S3_00010,2,"{""node"": 0.873, ""cloud_security"": 0.615, ""git"": 0.468, ""sql"": 0.818, ""python"": 0.567, ""ml_fundamentals"": 0.552, ""java"": 0.91, ""data_structures"": 0.865}"
S3_00011,3,"{""react"": 0.768, ""communication"": 0.771, ""system_design"": 0.838, ""jquery"": 0.509, ""nlp"": 0.471, ""docker"": 0.663, ""node"": 0.567}"
S3_00012,1,"{""git"": 0.79, ""flask"": 0.799, ""communication"": 0.59, ""sql"": 0.688, ""ml_fundamentals"": 0.737, ""java"": 0.807, ""kubernetes"": 0.81, ""docker"": 0.745, ""jquery"": 0.637}"
S3_00013,2,"{""python"": 0.673, ""aws"": 0.707, ""git"": 0.894, ""system_design"": 0.796, ""nlp"": 0.634, ""docker"": 0.698, ""communication"": 0.96}"
S3_00014,2,"{""jquery"": 0.609, ""system_design"": 0.478, ""testing"": 0.523, ""node"": 0.67, ""data_structures"": 0.799, ""python"": 0.725, ""aws"": 0.682, ""ml_fundamentals"": 0.888, ""excel"": 0.72, ""cloud_security"": 0.762, ""genai"": 1.0}"
S3_00015,0,"{""system_design"": 0.558, ""node"": 0.642, ""testing"": 0.433, ""flask"": 0.399, ""sql"": 0.737, ""spark"": 0.541, ""react"": 0.966, ""docker"": 0.894, ""aws"": 0.679, ""git"": 0.671, ""java"": 0.943, ""cloud_security"": 0.977, ""kubernetes"": 0.58}"
S3_00016,2,"{""git"": 0.765, ""docker"": 0.674, ""jquery"": 0.688, ""system_design"": 0.667, ""node"": 0.683, ""testing"": 0.783, ""react"": 0.431, ""sql"": 0.763, ""nlp"": 0.59, ""flask"": 0.669, ""ml_fundamentals"": 0.486}"
S3_00017,0,"{""system_design"": 0.863, ""java"": 0.63, ""kubernetes"": 1.0, ""flask"": 0.767, ""react"": 0.529, ""python"": 0.913, ""nlp"": 0.532, ""spark"": 0.769, ""genai"": 0.581}"
S3_00018,1,"{""cloud_security"": 0.789, ""node"": 0.775, ""testing"": 0.868, ""aws"": 0.529, ""communication"": 0.588, ""nlp"": 0.683, ""spark"": 0.869, ""system_design"": 0.525, ""sql"": 0.71, ""flask"": 0.689, ""genai"": 0.484}"
S3_00019,3,"{""data_structures"": 0.788, ""system_design"": 0.799, ""python"": 0.476, ""react"": 0.73, ""communication"": 0.492, ""node"": 0.441, ""docker"": 0.631, ""excel"": 1.0, ""nlp"": 0.836, ""java"": 0.929, ""jquery"": 0.811}"
S3_00020,6,"{""testing"": 0.543, ""docker"": 0.599, ""ml_fundamentals"": 0.576, ""java"": 0.707, ""kubernetes"": 0.529, ""aws"": 0.914, ""python"": 0.737, ""jquery"": 0.731, ""communication"": 0.545, ""react"": 0.605, ""genai"": 0.387}"
S3_00021,4,"{""react"": 0.783, ""docker"": 0.896, ""sql"": 0.533, ""nlp"": 0.611, ""cloud_security"": 0.779, ""aws"": 0.578, ""excel"": 0.367, ""system_design"": 0.75}"
S3_00022,6,"{""git"": 0.609, ""aws"": 0.635, ""node"": 0.694, ""ml_fundamentals"": 0.917, ""kubernetes"": 0.57, ""excel"": 0.561, ""java"": 0.827, ""system_design"": 0.468, ""flask"": 0.583, ""spark"": 0.707, ""python"": 0.715, ""docker"": 0.515, ""communication"": 0.773, ""genai"": 0.803, ""jquery"": 0.621}"
S3_00023,4,"{""python"": 0.645, ""excel"": 0.881, ""testing"": 0.531, ""ml_fundamentals"": 0.714, ""kubernetes"": 0.733, ""spark"": 0.701, ""git"": 0.865, ""system_design"": 0.494}"
S3_00024,0,"{""aws"": 0.633, ""testing"": 1.0, ""system_design"": 0.648, ""data_structures"": 0.713, ""node"": 0.63, ""communication"": 0.755, ""cloud_security"": 0.927, ""excel"": 0.737, ""react"": 0.687, ""ml_fundamentals"": 0.559, ""python"": 0.901, ""kubernetes"": 0.698, ""docker"": 0.692}"
S3_00025,1,"{""data_structures"": 0.925, ""sql"": 0.962, ""docker"": 0.636, ""nlp"": 0.565, ""excel"": 0.397, ""communication"": 0.777}"
S3_00026,1,"{""excel"": 0.73, ""java"": 0.646, ""testing"": 0.812, ""cloud_security"": 0.725, ""jquery"": 0.849, ""python"": 0.961, ""ml_fundamentals"": 0.611, ""kubernetes"": 0.812, ""nlp"": 0.808, ""aws"": 0.789, ""react"": 0.655, ""git"": 0.658}"
S3_00027,0,"{""nlp"": 0.679, ""kubernetes"": 0.73, ""jquery"": 0.683, ""react"": 0.837, ""cloud_security"": 0.654, ""genai"": 0.776}"
S3_00028,8,"{""data_structures"": 0.553, ""java"": 0.842, ""spark"": 0.657, ""nlp"": 0.679, ""cloud_security"": 0.9, ""git"": 0.813, ""excel"": 0.533, ""communication"": 0.555, ""genai"": 0.452}"
S3_00029,0,"{""react"": 0.842, ""system_design"": 0.631, ""excel"": 0.504, ""spark"": 0.54, ""ml_fundamentals"": 0.378, ""sql"": 0.679, ""genai"": 0.718}"
S3_00030,0,"{""python"": 0.733, ""sql"": 0.693, ""spark"": 1.0, ""git"": 0.744, ""excel"": 0.697, ""nlp"": 0.795, ""aws"": 1.0, ""ml_fundamentals"": 0.758, ""java"": 0.386, ""node"": 0.785, ""genai"": 0.588}"
S3_00031,6,"{""data_structures"": 0.72, ""git"": 0.979, ""java"": 0.523, ""sql"": 0.849, ""ml_fundamentals"": 0.703, ""jquery"": 0.552, ""node"": 1.0, ""python"": 1.0, ""testing"": 0.689, ""react"": 0.787, ""docker"": 0.649, ""nlp"": 0.673, ""cloud_security"": 0.55, ""genai"": 0.528}"
S3_00032,3,"{""communication"": 0.543, ""system_design"": 0.413, ""ml_fundamentals"": 0.586, ""flask"": 0.651, ""docker"": 0.867, ""excel"": 0.687, ""data_structures"": 0.658}"
S3_00033,3,"{""aws"": 0.482, ""sql"": 0.657, ""system_design"": 0.485, ""jquery"": 0.834, ""java"": 0.717, ""communication"": 0.721, ""data_structures"": 0.594, ""ml_fundamentals"": 0.673, ""react"": 0.838, ""excel"": 0.878, ""git"": 0.847, ""spark"": 0.487, ""genai"": 0.692}"
S3_00034,3,"{""nlp"": 0.728, ""python"": 0.528, ""docker"": 0.791, ""aws"": 0.618, ""excel"": 0.626, ""react"": 0.797, ""kubernetes"": 0.659, ""data_structures"": 0.667, ""flask"": 0.895, ""java"": 0.574}"
S3_00035,3,"{""testing"": 1.0, ""cloud_security"": 0.736, ""spark"": 0.859, ""excel"": 0.957, ""communication"": 1.0, ""data_structures"": 0.757, ""sql"": 0.908, ""jquery"": 0.602}"
S3_00036,4,"{""aws"": 0.759, ""jquery"": 0.658, ""python"": 0.736, ""sql"": 0.855, ""react"": 0.834, ""git"": 0.826}"
S3_00037,4,"{""spark"": 0.521, ""node"": 0.914, ""nlp"": 0.731, ""git"": 0.741, ""aws"": 0.844, ""kubernetes"": 0.532, ""ml_fundamentals"": 0.628, ""flask"": 0.746, ""java"": 0.456, ""react"": 0.472, ""testing"": 0.597, ""cloud_security"": 0.549, ""jquery"": 0.668}"
S3_00038,0,"{""sql"": 0.798, ""spark"": 0.947, ""docker"": 0.724, ""jquery"": 0.628, ""ml_fundamentals"": 0.653, ""git"": 0.704, ""nlp"": 0.557, ""genai"": 0.628}"
S3_00039,0,"{""sql"": 0.62, ""system_design"": 0.763, ""node"": 0.718, ""flask"": 0.6, ""aws"": 0.646, ""genai"": 0.649, ""jquery"": 0.497}"
S3_00040,2,"{""node"": 0.89, ""nlp"": 0.814, ""kubernetes"": 0.76, ""testing"": 0.733, ""sql"": 0.583, ""aws"": 0.824, ""ml_fundamentals"": 0.815}"
S3_00041,0,"{""jquery"": 0.722, ""ml_fundamentals"": 0.883, ""node"": 0.792, ""spark"": 0.643, ""system_design"": 0.614, ""excel"": 0.607, ""java"": 1.0, ""git"": 0.73, ""python"": 0.75, ""genai"": 0.403}"
S3_00042,6,"{""jquery"": 0.749, ""react"": 0.802, ""python"": 0.73, ""ml_fundamentals"": 0.828, ""testing"": 0.394, ""nlp"": 0.632, ""docker"": 0.854, ""kubernetes"": 0.59, ""aws"": 0.57, ""git"": 0.701, ""flask"": 0.717, ""spark"": 0.64}"
S3_00043,3,"{""node"": 0.888, ""spark"": 0.361, ""excel"": 0.54, ""python"": 0.875, ""nlp"": 0.945, ""sql"": 0.535, ""flask"": 0.447}"
S3_00044,6,"{""cloud_security"": 0.692, ""spark"": 0.645, ""python"": 0.647, ""system_design"": 0.794, ""java"": 0.798, ""ml_fundamentals"": 0.881, ""flask"": 0.878, ""jquery"": 0.694, ""excel"": 1.0}"
S3_00045,5,"{""excel"": 0.672, ""testing"": 0.544, ""kubernetes"": 0.673, ""node"": 0.599, ""aws"": 0.783, ""docker"": 0.472, ""spark"": 0.741, ""react"": 0.82, ""communication"": 0.942, ""sql"": 0.822}"
S3_00046,0,"{""sql"": 0.735, ""react"": 0.647, ""jquery"": 0.88, ""docker"": 0.891, ""ml_fundamentals"": 0.674, ""communication"": 1.0, ""excel"": 0.605, ""aws"": 0.871, ""python"": 0.577, ""testing"": 0.836, ""genai"": 0.824}"
S3_00047,2,"{""system_design"": 0.722, ""jquery"": 0.886, ""sql"": 0.755, ""communication"": 0.73, ""spark"": 0.776, ""nlp"": 0.572, ""genai"": 0.954}"
S3_00048,2,"{""testing"": 0.858, ""cloud_security"": 0.529, ""communication"": 0.759, ""ml_fundamentals"": 0.84, ""flask"": 0.813, ""genai"": 0.384}"
S3_00049,2,"{""aws"": 1.0, ""cloud_security"": 0.763, ""communication"": 0.705, ""node"": 0.688, ""docker"": 0.769, ""flask"": 0.304, ""jquery"": 0.72, ""ml_fundamentals"": 0.754}"
S3_00050,3,"{""ml_fundamentals"": 0.531, ""flask"": 0.71, ""cloud_security"": 0.52, ""python"": 0.862, ""java"": 0.881, ""node"": 0.57, ""nlp"": 0.613, ""communication"": 0.657, ""system_design"": 0.715, ""docker"": 0.759, ""aws"": 0.789}"
S3_00051,5,"{""testing"": 0.785, ""jquery"": 0.664, ""cloud_security"": 0.878, ""flask"": 0.641, ""ml_fundamentals"": 0.585, ""docker"": 0.466, ""excel"": 0.684}"
S3_00052,5,"{""communication"": 0.546, ""testing"": 0.712, ""spark"": 0.843, ""ml_fundamentals"": 0.708, ""react"": 0.643, ""git"": 0.389, ""node"": 0.62, ""flask"": 0.803, ""java"": 0.519}"
S3_00053,0,"{""python"": 0.915, ""kubernetes"": 0.721, ""testing"": 0.886, ""docker"": 0.813, ""flask"": 0.886, ""ml_fundamentals"": 0.635}"
S3_00054,3,"{""system_design"": 0.883, ""docker"": 0.865, ""ml_fundamentals"": 0.823, ""node"": 0.703, ""spark"": 0.826, ""jquery"": 0.887, ""communication"": 0.811}"
S3_00055,1,"{""nlp"": 0.872, ""node"": 0.799, ""ml_fundamentals"": 0.941, ""sql"": 0.596, ""java"": 0.819, ""jquery"": 0.674, ""git"": 0.754, ""data_structures"": 0.886, ""aws"": 0.466, ""communication"": 1.0, ""python"": 0.698, ""flask"": 0.479}"
S3_00056,1,"{""node"": 0.987, ""docker"": 0.672, ""excel"": 0.711, ""spark"": 0.65, ""sql"": 0.94, ""kubernetes"": 0.683, ""communication"": 0.532, ""aws"": 1.0, ""nlp"": 0.514, ""jquery"": 0.705, ""data_structures"": 0.594, ""python"": 0.615, ""system_design"": 0.561}"
S3_00057,2,"{""ml_fundamentals"": 0.829, ""git"": 0.608, ""system_design"": 0.844, ""aws"": 0.628, ""react"": 0.826, ""docker"": 0.488, ""kubernetes"": 0.466}"
S3_00058,1,"{""excel"": 0.71, ""sql"": 0.682, ""java"": 0.614, ""spark"": 0.699, ""communication"": 0.743, ""aws"": 0.555, ""python"": 0.783, ""flask"": 0.646, ""genai"": 0.75}"
S3_00059,0,"{""python"": 0.832, ""communication"": 0.616, ""node"": 0.677, ""ml_fundamentals"": 0.608, ""react"": 0.892, ""aws"": 0.591, ""excel"": 0.509, ""jquery"": 0.503, ""java"": 0.824, ""spark"": 0.835, ""sql"": 0.907}"
S3_00060,2,"{""java"": 0.628, ""cloud_security"": 0.632, ""python"": 0.676, ""kubernetes"": 0.61, ""git"": 0.535, ""genai"": 0.991}"
S3_00061,2,"{""react"": 0.343, ""kubernetes"": 0.665, ""docker"": 0.894, ""flask"": 0.721, ""nlp"": 0.81, ""ml_fundamentals"": 0.585, ""system_design"": 0.772, ""aws"": 0.721, ""excel"": 0.757, ""testing"": 1.0, ""git"": 0.916, ""cloud_security"": 0.839, ""communication"": 0.841, ""genai"": 0.584}"
S3_00062,0,"{""ml_fundamentals"": 0.55, ""docker"": 0.949, ""spark"": 0.521, ""nlp"": 0.888, ""communication"": 0.382, ""genai"": 0.699}"
S3_00063,2,"{""node"": 0.602, ""jquery"": 0.84, ""cloud_security"": 0.686, ""excel"": 0.563, ""aws"": 0.744, ""communication"": 0.732, ""kubernetes"": 0.806}"
S3_00064,1,"{""spark"": 0.554, ""excel"": 0.705, ""git"": 0.637, ""react"": 0.833, ""java"": 0.677, ""genai"": 0.765}"
S3_00065,3,"{""flask"": 0.713, ""communication"": 0.463, ""spark"": 0.658, ""aws"": 0.759, ""excel"": 0.483, ""system_design"": 0.653, ""react"": 0.764, ""jquery"": 0.74}"
S3_00066,2,"{""python"": 0.748, ""nlp"": 0.776, ""spark"": 0.908, ""git"": 0.663, ""ml_fundamentals"": 0.51, ""flask"": 0.481, ""react"": 0.82, ""jquery"": 0.753}"
S3_00067,1,"{""java"": 0.79, ""flask"": 0.856, ""system_design"": 0.868, ""aws"": 0.762, ""communication"": 0.918, ""git"": 0.988, ""docker"": 0.675, ""data_structures"": 0.787, ""ml_fundamentals"": 0.911}"
S3_00068,5,"{""nlp"": 0.944, ""flask"": 0.693, ""git"": 0.461, ""kubernetes"": 0.753, ""spark"": 0.822, ""sql"": 0.8, ""communication"": 0.697}"
S3_00069,3,"{""git"": 0.83, ""cloud_security"": 0.64, ""excel"": 0.955, ""system_design"": 0.633, ""kubernetes"": 0.858, ""java"": 0.864, ""jquery"": 0.745}"
S3_00070,0,"{""docker"": 0.835, ""nlp"": 0.444, ""sql"": 0.555, ""communication"": 0.531, ""testing"": 0.911, ""git"": 0.603, ""excel"": 0.627, ""jquery"": 0.721, ""flask"": 0.533, ""data_structures"": 0.777, ""node"": 0.4, ""cloud_security"": 0.543, ""kubernetes"": 0.75}"
S3_00071,4,"{""jquery"": 0.783, ""excel"": 0.894, ""sql"": 0.918, ""python"": 0.696, ""java"": 0.538, ""docker"": 0.442, ""testing"": 0.549, ""ml_fundamentals"": 0.631, ""kubernetes"": 0.946, ""node"": 0.948}"
S3_00072,5,"{""git"": 0.619, ""nlp"": 0.722, ""java"": 0.554, ""flask"": 0.883, ""spark"": 0.723, ""react"": 0.822, ""docker"": 0.538, ""node"": 0.746, ""sql"": 0.806, ""genai"": 0.413}"
S3_00073,7,"{""kubernetes"": 0.686, ""spark"": 0.81, ""testing"": 0.717, ""communication"": 0.936, ""git"": 0.868, ""nlp"": 0.601, ""flask"": 0.925, ""jquery"": 0.768, ""cloud_security"": 0.745, ""java"": 0.847, ""ml_fundamentals"": 0.564, ""react"": 0.513, ""node"": 0.724, ""genai"": 0.629}"
S3_00074,2,"{""ml_fundamentals"": 0.663, ""communication"": 0.623, ""excel"": 0.421, ""react"": 0.571, ""python"": 0.729, ""kubernetes"": 0.615, ""aws"": 0.549, ""data_structures"": 0.728, ""sql"": 0.921}"
S3_00075,6,"{""node"": 0.699, ""kubernetes"": 1.0, ""flask"": 0.587, ""system_design"": 0.524, ""excel"": 0.58, ""nlp"": 0.755, ""data_structures"": 0.794, ""sql"": 0.614, ""genai"": 0.723}"
S3_00076,0,"{""data_structures"": 0.692, ""excel"": 0.757, ""docker"": 0.759, ""testing"": 0.523, ""nlp"": 0.763, ""jquery"": 0.804, ""communication"": 0.48, ""react"": 0.939}"
S3_00077,1,"{""excel"": 0.644, ""java"": 0.668, ""testing"": 0.442, ""docker"": 0.845, ""system_design"": 0.765, ""git"": 0.374, ""flask"": 0.839, ""node"": 0.712, ""genai"": 0.579, ""jquery"": 0.566}"
S3_00078,3,"{""nlp"": 0.659, ""system_design"": 0.62, ""communication"": 0.882, ""spark"": 0.675, ""aws"": 0.769, ""data_structures"": 0.697, ""cloud_security"": 0.879, ""testing"": 0.422, ""git"": 0.765, ""sql"": 0.532, ""docker"": 0.779, ""node"": 0.698, ""ml_fundamentals"": 0.498, ""genai"": 0.771}"
S3_00079,1,"{""nlp"": 0.685, ""git"": 0.62, ""react"": 0.555, ""java"": 0.715, ""spark"": 0.601, ""flask"": 0.931, ""python"": 0.589}"
S3_00080,5,"{""excel"": 0.974, ""data_structures"": 0.827, ""testing"": 0.886, ""jquery"": 0.849, ""kubernetes"": 0.539, ""genai"": 0.714}"
S3_00081,0,"{""python"": 0.911, ""cloud_security"": 0.7, ""react"": 0.524, ""testing"": 0.584, ""sql"": 0.594, ""ml_fundamentals"": 0.651, ""docker"": 0.608, ""jquery"": 0.874, ""data_structures"": 0.678, ""aws"": 0.909}"
S3_00082,2,"{""nlp"": 0.828, ""node"": 0.823, ""python"": 0.761, ""data_structures"": 0.39, ""excel"": 0.9, ""aws"": 0.926, ""cloud_security"": 0.745, ""spark"": 0.754, ""react"": 0.795, ""docker"": 0.939, ""communication"": 0.758, ""git"": 0.691, ""genai"": 0.777}"
S3_00083,3,"{""testing"": 0.618, ""sql"": 0.67, ""git"": 0.579, ""system_design"": 0.522, ""node"": 0.79, ""docker"": 0.78, ""java"": 0.757, ""flask"": 0.773, ""spark"": 0.5, ""nlp"": 0.648, ""python"": 0.676}"
S3_00084,7,"{""node"": 0.909, ""spark"": 0.604, ""testing"": 0.46, ""aws"": 0.859, ""git"": 0.73, ""jquery"": 0.518, ""kubernetes"": 0.253, ""react"": 0.575, ""docker"": 0.651, ""system_design"": 0.547, ""cloud_security"": 0.824, ""nlp"": 0.598, ""genai"": 0.722}"
S3_00085,5,"{""data_structures"": 0.708, ""ml_fundamentals"": 0.907, ""nlp"": 0.748, ""aws"": 0.474, ""sql"": 0.97, ""communication"": 0.697, ""system_design"": 0.382, ""testing"": 0.48, ""jquery"": 0.889, ""genai"": 0.482}"
S3_00086,4,"{""docker"": 0.447, ""sql"": 0.86, ""aws"": 0.75, ""jquery"": 0.79, ""testing"": 0.327, ""node"": 0.551, ""ml_fundamentals"": 0.644}"
S3_00087,0,"{""flask"": 0.826, ""data_structures"": 0.551, ""excel"": 0.648, ""docker"": 0.713, ""ml_fundamentals"": 0.698, ""testing"": 0.451, ""kubernetes"": 0.575, ""git"": 0.717, ""spark"": 0.628, ""java"": 0.889, ""communication"": 0.915}"
S3_00088,0,"{""jquery"": 0.911, ""system_design"": 0.631, ""kubernetes"": 0.649, ""cloud_security"": 0.839, ""ml_fundamentals"": 0.735, ""genai"": 0.736}"
S3_00089,3,"{""nlp"": 0.679, ""sql"": 0.688, ""git"": 0.732, ""excel"": 0.835, ""docker"": 0.499, ""python"": 0.85}"
S3_00090,4,"{""communication"": 0.658, ""cloud_security"": 0.703, ""docker"": 1.0, ""git"": 0.466, ""node"": 0.77, ""data_structures"": 0.611, ""sql"": 0.753, ""react"": 0.637, ""jquery"": 0.875, ""system_design"": 0.874, ""nlp"": 0.703, ""genai"": 0.936}"
S3_00091,5,"{""data_structures"": 0.619, ""cloud_security"": 0.765, ""nlp"": 0.801, ""docker"": 0.569, ""ml_fundamentals"": 0.602, ""python"": 0.883, ""communication"": 0.976, ""jquery"": 0.908, ""system_design"": 0.473}"
S3_00092,7,"{""java"": 0.734, ""cloud_security"": 0.956, ""ml_fundamentals"": 0.311, ""kubernetes"": 0.628, ""system_design"": 0.491, ""python"": 0.515, ""excel"": 0.868, ""react"": 0.64, ""nlp"": 0.37, ""jquery"": 0.696}"
S3_00093,3,"{""flask"": 0.497, ""system_design"": 0.57, ""git"": 0.368, ""communication"": 0.809, ""node"": 0.791, ""docker"": 0.732, ""excel"": 0.702, ""jquery"": 0.924}"
S3_00094,0,"{""spark"": 0.839, ""node"": 0.659, ""docker"": 0.85, ""system_design"": 0.721, ""git"": 0.772, ""react"": 0.758, ""data_structures"": 0.403, ""testing"": 0.263, ""aws"": 0.754, ""genai"": 0.592}"
S3_00095,6,"{""system_design"": 0.702, ""docker"": 0.729, ""python"": 0.839, ""sql"": 0.608, ""java"": 0.883, ""kubernetes"": 0.805, ""jquery"": 0.72}"
S3_00096,5,"{""java"": 0.72, ""ml_fundamentals"": 0.727, ""excel"": 0.601, ""jquery"": 0.88, ""communication"": 0.592, ""git"": 0.455, ""kubernetes"": 0.552}"
S3_00097,4,"{""system_design"": 0.691, ""sql"": 0.495, ""data_structures"": 0.565, ""git"": 0.862, ""communication"": 0.775, ""docker"": 0.736, ""testing"": 0.909, ""excel"": 0.525}"
S3_00098,3,"{""nlp"": 0.675, ""aws"": 0.53, ""flask"": 0.839, ""sql"": 0.582, ""docker"": 0.917, ""python"": 0.877, ""testing"": 0.755}"
