student_id,skills,experience_years,verified_score
1104,"Statistics,Java,Node.js",10,69
1105,"Python,Machine Learning,Statistics,React,Docker,Git,Data Analysis",6,88
1106,"Scrum,C++,Machine Learning,React",0,72
1107,"Node.js,SQL,Communication,Statistics,Java,AWS,Kubernetes",0,63
1108,"Java,Scrum,Machine Learning,C++",2,61
1109,"Scrum,Communication,Project Management",9,95
1110,"C++,AWS,React,Node.js,NLP,Data Analysis,Docker",10,67
1111,"SQL,Machine Learning,Node.js,Agile",7,71
1112,"Agile,Communication,Project Management,Kubernetes,AWS,Git",5,91
1113,"Machine Learning,C++,NLP,Git,SQL,Scrum,Project Management",4,44
1114,"Java,Docker",1,84
1115,"Project Management,Data Analysis,C++",8,100
1116,"Python,Kubernetes,Deep Learning,Data Analysis,AWS,Java,C++",7,87
1117,"Python,Kubernetes,C++,Machine Learning,Git,Deep Learning,Statistics",3,93
1118,"React,Deep Learning,Git,Agile,AWS,Kubernetes",10,84
1119,"Scrum,NLP,Git,Kubernetes,Project Management,Machine Learning",4,50
1120,"AWS,Project Management,Node.js,Kubernetes",0,49
1121,"Kubernetes,NLP,Java,Agile",8,58
1122,"Java,Data Analysis,Git",3,47
1123,"React,Data Analysis",7,56
1124,"Java,C++,SQL,React",5,49
1125,"NLP,Scrum,Java,Kubernetes",1,98
1126,"Statistics,Project Management",2,100
1127,"React,Data Analysis,Python,Git,Project Management",4,70
1128,"Git,Data Analysis,NLP,React",1,86
1129,"SQL,Data Analysis,Communication,Kubernetes,Python",6,79
1130,"NLP,Node.js,Machine Learning",5,43
1131,"C++,Agile,AWS,Docker,Communication,Python",1,74
1132,"Machine Learning,Agile,Statistics,C++,AWS",5,78
1133,"Agile,SQL,Node.js,Statistics,Machine Learning,Git",6,63
1134,"Node.js,Python,Kubernetes,Git,Java",4,68
1135,"Machine Learning,C++,NLP,Deep Learning,Statistics,AWS",4,50
1136,"Deep Learning,Git,Data Analysis,Machine Learning,Project Management,Communication,Agile",7,95
1137,"React,Machine Learning,Statistics,Scrum,Python,C++",10,98
1138,"Deep Learning,Java,NLP,Data Analysis",3,51
1139,"Kubernetes,Scrum,Project Management,SQL,Deep Learning",4,93
1140,"Kubernetes,Project Management,NLP,AWS,Python,Statistics",0,49
1141,"Kubernetes,Project Management,Communication,Git",6,51
1142,"AWS,Python,Communication,Docker,Git",1,78
1143,"Node.js,Project Management,Deep Learning,Docker,React,NLP,AWS",1,63
1144,"Git,Python,Docker,Java,Kubernetes,Scrum",2,60
1145,"Data Analysis,Node.js,Java,SQL,Git",5,66
1146,"Node.js,SQL,Kubernetes,Agile,Docker,React,Scrum",8,52
1147,"Java,Communication,Git,React,Deep Learning,Agile,Project Management",4,57
1148,"Node.js,Communication,Git,Data Analysis,Python,Machine Learning,Docker",4,63
1149,"Deep Learning,React,Java,Communication,Project Management",2,72
1150,"C++,Scrum,Agile",8,85
1151,"Communication,Deep Learning,NLP,Machine Learning,SQL,Scrum",2,99
1152,"Project Management,Node.js",4,84
1153,"Data Analysis,NLP,Agile,React",2,85
1154,"Python,Communication,AWS,Data Analysis",2,84
1155,"Kubernetes,Data Analysis,C++",2,45
1156,"Communication,Machine Learning,Python,Project Management,Statistics",6,42
1157,"Communication,SQL,Agile",9,43
1158,"Communication,Docker,SQL,Machine Learning,Data Analysis",10,40
1159,"Communication,C++",9,97
1160,"Java,Node.js,Python",1,49
1161,"Docker,Node.js,Scrum,Java,Deep Learning,Git,Statistics",9,55
1162,"Git,Machine Learning,Communication,Python,Docker,Agile",3,58
1163,"Scrum,Python,Communication",3,98
1164,"Project Management,Node.js,Java,NLP,React,SQL",2,93
1165,"Statistics,Deep Learning,C++,AWS",6,47
1166,"Communication,NLP,Git,Data Analysis",7,88
1167,"Kubernetes,Scrum,SQL,Machine Learning",5,71
1168,"Statistics,Kubernetes",7,78
1169,"Kubernetes,NLP,AWS,Deep Learning,Data Analysis,Project Management,C++",3,94
1170,"Project Management,Node.js",2,40
1171,"Project Management,Communication,Statistics,NLP,Docker,React,Deep Learning",1,47
1172,"Statistics,Git,Communication",2,44
1173,"C++,React,Git,Statistics",1,54
1174,"Project Management,Docker,Scrum,Statistics,Java",7,82
1175,"Statistics,Project Management,Agile,Docker,Machine Learning,Git",7,46
1176,"Docker,Project Management",7,54
1177,"Data Analysis,Python,Communication,SQL,Deep Learning,Project Management,AWS",10,41
1178,"Statistics,React,Data Analysis",4,79
1179,"Communication,Machine Learning,Agile,Project Management,Statistics,AWS",3,58
1180,"Project Management,Git,Agile,Docker,Scrum,Java,Statistics",8,74
1181,"SQL,Deep Learning",1,64
1182,"React,Statistics,NLP,Agile,Python",0,51
1183,"Kubernetes,Java,Project Management,Deep Learning,Machine Learning,Data Analysis",6,71
1184,"Git,Project Management",10,75
1185,"Scrum,Project Management,Git,Java,Docker,Python,C++",4,71
1186,"Statistics,Node.js,Kubernetes,React,Python,NLP",9,42
1187,"Node.js,Git,Python",10,61
1188,"Communication,Deep Learning,Node.js,Agile,C++",5,43
1189,"AWS,Git,Scrum,Kubernetes,Project Management,SQL,Node.js",1,95
1190,"Communication,React,Java,Python",8,60
1191,"NLP,Deep Learning",9,72
1192,"Docker,Python,Project Management,Scrum,Java",6,76
1193,"React,Communication,Project Management,Scrum,Node.js",10,53
1194,"Project Management,Agile,React,Java",9,59
1195,"Deep Learning,C++,Project Management,Machine Learning",8,53
1196,"Docker,SQL,Kubernetes,Statistics",3,79
1197,"Machine Learning,Communication,React,Docker,SQL,Kubernetes,Statistics",8,70
1198,"C++,Node.js,Machine Learning,Kubernetes,Docker",4,67
1199,"Scrum,React,C++,Deep Learning,Agile,Data Analysis,Kubernetes",8,69
1200,"Scrum,Java,Python,Git,Kubernetes,AWS,Communication",10,92
1201,"NLP,Docker,Deep Learning,SQL,Scrum,Communication,Java",7,49
1202,"Data Analysis,Kubernetes,Deep Learning",6,60
1203,"C++,Deep Learning",4,92
1204,"Java,Docker,AWS,Statistics",3,47
1205,"C++,Python,AWS",4,69
1206,"Scrum,Deep Learning,Git,SQL,Communication",2,57
1207,"Python,Docker,Scrum",10,75
1208,"SQL,Project Management,Python",0,95
1209,"React,Kubernetes",1,97
1210,"Node.js,Machine Learning,Statistics,Data Analysis,Communication",1,76
1211,"Agile,Communication,Git,Docker,AWS,SQL,Scrum",9,47
1212,"React,Statistics,AWS,Deep Learning",3,49
1213,"Java,C++",4,68
1214,"Docker,SQL,Project Management,Node.js,Agile",1,60
1215,"Deep Learning,Project Management,AWS,Docker,NLP,Statistics",2,63
1216,"Node.js,Kubernetes,Python,SQL,Deep Learning",10,91
1217,"AWS,Docker",8,64
1218,"Node.js,Communication,AWS,NLP",6,40
1219,"Docker,Kubernetes,Machine Learning,AWS,Data Analysis",3,95
1220,"NLP,React,Deep Learning",0,57
1221,"Project Management,Git",6,99
1222,"Deep Learning,Communication,Java,Docker",8,44
1223,"Deep Learning,Scrum,React,NLP",0,88
1224,"Java,NLP",10,48
1225,"Statistics,C++",10,59
1226,"Git,Machine Learning,Communication,Java",3,73
1227,"Data Analysis,Deep Learning,React,NLP,AWS,Scrum,Node.js",2,56
1228,"Git,React,Kubernetes",3,45
1229,"Node.js,Java,Statistics,Agile,Deep Learning",9,54
1230,"Python,Scrum",10,79
1231,"AWS,Machine Learning,NLP,C++,Data Analysis,Node.js,Scrum",0,65
1232,"Deep Learning,Docker,Data Analysis,Machine Learning,Java,Project Management",9,47
1233,"Agile,Deep Learning",7,92
1234,"Project Management,Communication,AWS,C++,Scrum,Deep Learning,Statistics",4,58
1235,"Project Management,Statistics,Data Analysis,Deep Learning,Git,Communication,Kubernetes",3,92
1236,"C++,Deep Learning,Java,Scrum",2,41
1237,"Docker,AWS,NLP,Scrum",5,77
1238,"NLP,Machine Learning,Python,Project Management,Scrum,Deep Learning,Java",6,83
1239,"Statistics,Deep Learning,Docker",1,46
1240,"SQL,Git,React,AWS,Project Management,Java",9,100
1241,"SQL,Python,Docker,Statistics,Data Analysis,C++,React",5,48
1242,"SQL,Java,Docker,Scrum,Agile,AWS",5,96
1243,"Data Analysis,Machine Learning,React,Deep Learning,Scrum",4,47
1244,"SQL,Data Analysis,Project Management,Docker",5,99
1245,"Kubernetes,Docker,Scrum,React,C++",2,60
1246,"Project Management,Data Analysis,NLP,SQL,Communication,Machine Learning,Python",3,51
1247,"Project Management,Docker",2,85
1248,"Deep Learning,Communication,Project Management,SQL,AWS",5,85
1249,"Project Management,NLP,Git,Communication,Deep Learning,Node.js",2,47
1250,"Machine Learning,C++,Kubernetes,Java",2,87
1251,"Docker,C++,Python,Java,Scrum,SQL",3,89
1252,"Communication,React,Python,Kubernetes,Scrum",10,47
1253,"Node.js,Communication,React,Data Analysis,Python",1,69
1254,"Project Management,NLP,Docker,Python,Java,Git,React",9,100
1255,"React,Data Analysis,C++,SQL,Statistics",10,58
1256,"SQL,Machine Learning,Statistics,Scrum",6,56
1257,"AWS,Statistics,Machine Learning",0,94
1258,"Java,Statistics,Scrum",4,81
1259,"Data Analysis,Communication,Kubernetes,Project Management,Statistics,C++,Node.js",4,97
1260,"Data Analysis,Node.js,Communication,Scrum,Docker,Agile,AWS",7,96
1261,"Project Management,Docker,Deep Learning,Machine Learning,Statistics",6,91
1262,"Java,Deep Learning,Scrum,Machine Learning",0,72
1263,"NLP,AWS,Data Analysis,Project Management",8,80
1264,"Agile,Machine Learning,Kubernetes,NLP,C++,SQL,Statistics",7,59
1265,"Data Analysis,Kubernetes,AWS",8,67
1266,"Git,SQL,Machine Learning,Scrum",8,46
1267,"Deep Learning,Git,Communication,NLP,React,Node.js",9,92
1268,"Node.js,Docker,Machine Learning,Python",1,87
1269,"NLP,Java,Scrum,Statistics,Python,SQL,C++",4,60
1270,"NLP,Git,Docker,React,Scrum,Deep Learning",2,53
1271,"Machine Learning,Docker,Communication",6,74
1272,"Python,Statistics",1,40
1273,"Project Management,NLP,Statistics",10,87
1274,"Project Management,Kubernetes,Node.js,Statistics,Git,Data Analysis",1,48
1275,"Python,C++,Communication",0,84
1276,"Python,C++,Project Management",10,49
1277,"AWS,Deep Learning,C++,Machine Learning,Data Analysis,Statistics,Git",2,70
1278,"Python,Communication,Java,Data Analysis,Node.js",7,71
1279,"Python,NLP,AWS,C++,Data Analysis",9,93
1280,"SQL,React,Python,Communication,Scrum",6,66
1281,"Git,Scrum,Kubernetes,SQL,AWS",6,71
1282,"Git,Project Management,AWS,SQL,Docker,Python",6,76
1283,"Scrum,Machine Learning,Docker,Deep Learning",7,47
1284,"Node.js,NLP,Deep Learning,Python,Machine Learning",4,86
1285,"Project Management,Node.js,NLP",3,72
1286,"Git,React,NLP",2,96
1287,"Statistics,Deep Learning,Node.js,Project Management",2,79
1288,"Kubernetes,Machine Learning,Project Management",2,51
1289,"Java,Project Management,Communication",6,100
1290,"Kubernetes,AWS,C++,SQL,Python",5,96
1291,"Node.js,Java,Scrum,SQL",1,61
1292,"Communication,AWS,Git,Scrum,Project Management",4,61
1293,"SQL,Scrum,Docker,Data Analysis",8,78
1294,"Communication,SQL,NLP,Agile,Deep Learning,Statistics,Scrum",1,90
1295,"Communication,Scrum,SQL,Git,Machine Learning,React",1,95
1296,"Node.js,Java,Kubernetes",7,88
1297,"Project Management,Communication,Data Analysis,Node.js,Java,Deep Learning",2,47
1298,"NLP,Deep Learning,Python",3,93
1299,"React,Kubernetes,Agile,Java,SQL",4,63
1300,"Deep Learning,Node.js,AWS,Data Analysis,Statistics,NLP,Docker",6,90
1301,"Data Analysis,Deep Learning,Scrum",6,97
1302,"Agile,Node.js,Python,NLP,Machine Learning",0,85
1303,"Machine Learning,Git,React,Agile,C++,Statistics",2,67
1304,"Statistics,SQL",10,99
1305,"Data Analysis,SQL,Agile,Kubernetes,C++,NLP,React",8,95
1306,"React,Node.js,Python,Docker",8,79
1307,"Statistics,NLP,C++",8,79
1308,"NLP,Node.js,Statistics,C++,Git,Data Analysis",1,42
1309,"React,Statistics,Data Analysis,Kubernetes,Communication,SQL",8,75
1310,"Agile,React,Java,Python",0,96
1311,"Git,Docker,AWS,Kubernetes,Node.js,C++",8,47
1312,"SQL,Node.js,Docker,Scrum,Git,Python,Statistics",10,100
1313,"NLP,Kubernetes",9,87
1314,"NLP,React",3,91
1315,"Git,Scrum,AWS,Node.js,Data Analysis,NLP,React",9,83
1316,"Statistics,Agile,AWS",1,60
1317,"Git,C++,Node.js,NLP,SQL,Machine Learning",6,93
1318,"Machine Learning,Git,SQL,Deep Learning,NLP",2,70
1319,"NLP,Machine Learning,Node.js",10,73
1320,"Git,Scrum,Agile,Statistics,Deep Learning",4,77
1321,"Deep Learning,NLP,Project Management,Git,Agile",2,49
1322,"Data Analysis,Project Management,NLP,Git,Node.js,Docker",8,47
1323,"C++,NLP,Project Management,SQL,Node.js,Machine Learning,Docker",5,98
1324,"Deep Learning,Communication",1,63
1325,"Kubernetes,SQL,Agile,Data Analysis,Scrum,Java",4,63
1326,"Kubernetes,Project Management,Python,Data Analysis",2,90
1327,"Deep Learning,SQL,Kubernetes,Agile,Communication,Machine Learning",7,40
1328,"Scrum,Node.js",1,95
1329,"Deep Learning,Project Management",9,59
1330,"NLP,React,Statistics,Project Management,Deep Learning,Node.js",9,48
1331,"Agile,NLP,Scrum",10,68
1332,"React,Machine Learning,Deep Learning",6,54
1333,"React,Scrum,SQL,NLP,Node.js",4,81
1334,"Java,Python",9,80
1335,"Kubernetes,Scrum,Communication,Machine Learning,Agile,Git,Docker",9,88
1336,"Git,Agile",3,88
1337,"Agile,Python,Communication,Java,Scrum",4,90
1338,"AWS,NLP,Machine Learning",8,78
1339,"Statistics,SQL,Project Management,Python",5,67
1340,"Deep Learning,Python,Agile",5,64
1341,"Machine Learning,Communication,Scrum,Java",4,49
1342,"Docker,Machine Learning,Data Analysis",4,100
1343,"Java,SQL,React,Git,Python",0,59
1344,"Communication,React,Data Analysis,Deep Learning,NLP",5,56
1345,"Communication,SQL,C++,AWS,Statistics",9,77
1346,"Project Management,Agile,Scrum",6,100
1347,"Docker,SQL",5,69
1348,"Deep Learning,Machine Learning,Project Management,Python,C++,React",3,98
1349,"Docker,Scrum",9,83
1350,"AWS,Scrum",10,90
1351,"Kubernetes,Deep Learning,NLP",1,94
1352,"Agile,C++,Data Analysis,Node.js,Docker,Machine Learning,Statistics",3,74
1353,"Scrum,NLP,SQL,Python,Deep Learning",7,93
1354,"Kubernetes,Java,Python,SQL,NLP,AWS",4,78
1355,"Statistics,Node.js,C++,Kubernetes",0,50
1356,"Scrum,Machine Learning,Kubernetes,Git,C++,Node.js,SQL",2,86
1357,"Docker,Deep Learning,C++,React,NLP,Project Management",5,80
1358,"NLP,Docker,AWS,React",5,53
1359,"React,Python,Data Analysis,Scrum,Kubernetes",7,40
1360,"Java,Deep Learning",8,97
1361,"Project Management,Statistics,Machine Learning,Agile,Docker,Python,React",7,83
1362,"Node.js,Statistics",9,62
1363,"Java,Python,Communication,NLP,Git",3,68
1364,"AWS,Python",4,83
1365,"Node.js,C++,Machine Learning,Kubernetes,Statistics,Git,Communication",3,71
1366,"SQL,Docker,Project Management,C++",0,52
1367,"Statistics,Communication,Docker,Project Management,Machine Learning,Agile,Scrum",10,87
1368,"Git,Java,Machine Learning,Data Analysis,Node.js,SQL",2,56
1369,"AWS,Agile,Docker,C++,Deep Learning,React",0,84
1370,"Scrum,Docker,NLP,Python,C++,React,Deep Learning",10,43
1371,"Deep Learning,Git,Docker,Communication",10,73
1372,"Project Management,Node.js,Agile,SQL,NLP",3,43
1373,"Deep Learning,Scrum,NLP,React",0,65
1374,"React,Machine Learning,Python",3,84
1375,"Machine Learning,AWS,C++,Java,Project Management",4,44
1376,"Communication,Python,Project Management,Deep Learning,Statistics,Scrum,Kubernetes",10,99
1377,"Docker,AWS,Communication,Project Management",3,61
1378,"React,Agile",3,100
1379,"NLP,Communication",10,68
1380,"Communication,Machine Learning,SQL,Agile,C++,Java",1,90
1381,"SQL,NLP,Git",4,79
1382,"Deep Learning,Machine Learning,Communication,SQL,Docker,Python,Data Analysis",6,65
1383,"Deep Learning,AWS",9,90
1384,"Python,NLP,Statistics,Scrum,Agile,C++,Kubernetes",9,46
1385,"Python,NLP,Agile,React",9,52
1386,"Communication,Python",9,85
1387,"Git,C++",9,48
1388,"Agile,Docker,Node.js,Deep Learning,AWS,Git,Kubernetes",7,51
1389,"Data Analysis,SQL,Scrum",2,59
1390,"Deep Learning,Agile,Node.js,Kubernetes,Project Management,Docker",2,49
1391,"Kubernetes,React,Git,Node.js,Python",8,77
1392,"Data Analysis,SQL,AWS,Scrum,C++,Java,Communication",3,80
1393,"Machine Learning,React,C++",10,70
1394,"NLP,React,Scrum,Kubernetes,C++,Java,Machine Learning",1,69
1395,"Project Management,AWS",0,80
1396,"AWS,NLP,C++",3,70
1397,"React,Statistics,C++,Scrum,Machine Learning,Deep Learning,Python",5,40
1398,"Node.js,Python",8,47
1399,"Kubernetes,NLP,C++",10,77
1400,"SQL,Python,C++,Agile",4,51
1401,"Docker,Java,React",8,55
1402,"C++,Python,Java",4,98
1403,"Python,Data Analysis",6,81
1404,"React,C++",4,69
1405,"Node.js,Git,Java",8,91
1406,"Deep Learning,Machine Learning,Communication,Data Analysis,NLP,Scrum",3,52
1407,"Statistics,Node.js,React,Deep Learning,Agile,Communication",0,88
1408,"Git,C++,Kubernetes,Data Analysis,Java,Communication",0,80
1409,"Data Analysis,Agile,Project Management,C++",1,90
1410,"Machine Learning,Java,Agile,Statistics,Project Management",10,88
1411,"Node.js,Project Management,Agile,NLP,Machine Learning,Java",5,73
1412,"Project Management,Git,Scrum,Docker,Kubernetes,C++,React",9,81
1413,"C++,AWS",3,68
1414,"Statistics,C++,Kubernetes",6,96
1415,"Git,Java,Node.js,Docker,Project Management",1,48
1416,"Kubernetes,NLP",8,62
1417,"Git,SQL,NLP",8,79
1418,"Deep Learning,NLP,Scrum,Git",6,63
1419,"React,Docker,Statistics,Python,Machine Learning",7,54
1420,"Machine Learning,Node.js,Git,Kubernetes",8,72
1421,"Machine Learning,Docker,AWS,Communication,SQL,NLP",5,42
1422,"C++,React,Git,Scrum,Data Analysis,NLP",10,94
1423,"C++,Data Analysis,Docker,Python",4,58
1424,"Statistics,Git,Python,Project Management",10,72
1425,"Statistics,AWS,Scrum",3,70
1426,"Agile,Scrum,NLP",7,61
1427,"React,C++",6,89
1428,"Deep Learning,C++,NLP,Agile,Git,Docker,Python",5,48
1429,"Data Analysis,Kubernetes,Python,Project Management,Statistics,React",5,61
1430,"Deep Learning,Git,Statistics",8,59
1431,"Git,Python,SQL,Data Analysis",2,100
1432,"Git,Statistics,Scrum,C++",6,44
1433,"Statistics,C++,Project Management,Communication,Java,Kubernetes",7,80
1434,"Machine Learning,Java,Communication,Scrum",0,92
1435,"Project Management,Python,Java,C++,SQL,Git,Data Analysis",3,54
1436,"Agile,Machine Learning,NLP,SQL",5,73
1437,"Java,React",6,65
1438,"Communication,Data Analysis,Deep Learning",7,87
1439,"Statistics,C++",2,95
1440,"Kubernetes,Deep Learning,Project Management",2,78
1441,"Kubernetes,C++,Agile,NLP,Data Analysis,Communication",0,49
1442,"Machine Learning,Statistics,AWS,React,NLP",9,96
1443,"NLP,Git,SQL,Machine Learning,Data Analysis",10,96
1444,"Node.js,Kubernetes,Statistics,Java,C++",3,51
1445,"Deep Learning,NLP,Statistics,Java,Node.js,Kubernetes",1,65
1446,"SQL,AWS,Java,Docker,NLP,React,Project Management",4,82
1447,"C++,Project Management",6,88
1448,"Communication,Node.js,Machine Learning,Git,Docker,Statistics",5,66
1449,"Java,Docker,C++,SQL,AWS",0,44
1450,"NLP,Statistics,React,Scrum,Deep Learning,Communication,C++",0,40
1451,"Communication,Data Analysis,React,NLP",7,69
1452,"Machine Learning,Scrum",10,55
1453,"NLP,Data Analysis,Project Management,Docker,Deep Learning,Machine Learning,Git",0,78
1454,"Java,Kubernetes",1,74
1455,"Statistics,Java,Machine Learning,Python,React,Data Analysis,Agile",7,62
1456,"C++,SQL,Git",7,84
1457,"Agile,Communication",6,84
1458,"NLP,SQL,Python,Scrum",6,89
1459,"AWS,Node.js,Git",3,45
1460,"Deep Learning,Python",0,61
1461,"Machine Learning,AWS,Communication",10,50
1462,"Java,SQL,Deep Learning,Communication,Agile,Git,NLP",8,80
1463,"C++,Scrum,Statistics",6,47
1464,"C++,Communication,Node.js",5,51
1465,"Statistics,React",0,64
1466,"NLP,AWS,Machine Learning",10,92
1467,"Node.js,SQL,Machine Learning,C++",6,59
1468,"Project Management,Communication,Java,Docker,SQL,Kubernetes",5,80
1469,"Statistics,Data Analysis,React,Java,Agile,Git,Node.js",5,94
1470,"Project Management,Machine Learning,React,Python,Kubernetes,NLP,AWS",6,72
1471,"AWS,Agile,Python,Git,Scrum,Kubernetes,Statistics",1,59
1472,"Deep Learning,AWS,Machine Learning",0,48
1473,"Project Management,Kubernetes,C++,Data Analysis",6,53
1474,"SQL,AWS,NLP,React,Machine Learning,Data Analysis,Java",10,90
1475,"Agile,Deep Learning",10,92
1476,"Python,AWS,React,Agile",3,53
1477,"SQL,AWS,Scrum,Statistics,Docker,Java",2,68
1478,"Python,Machine Learning,Project Management,Scrum,Communication,Git,React",2,100
1479,"Data Analysis,Machine Learning,Java",9,75
1480,"AWS,Agile,Machine Learning",6,86
1481,"Kubernetes,Java,C++,AWS,Agile",2,78
1482,"Kubernetes,Git,NLP",10,52
1483,"Project Management,Machine Learning,Node.js,Statistics",6,50
1484,"NLP,Deep Learning,Agile,Scrum,Statistics",2,92
1485,"Python,Statistics,Deep Learning,Machine Learning,Scrum",4,78
1486,"Data Analysis,Scrum,Java,Docker,C++,AWS",4,69
1487,"Statistics,Scrum,Project Management,Machine Learning",5,48
1488,"Project Management,C++,Data Analysis,Scrum,Python,NLP,Docker",5,71
1489,"Deep Learning,Statistics,Node.js,Scrum,AWS",4,81
1490,"Machine Learning,Deep Learning,SQL,Communication,C++,Kubernetes",2,52
1491,"Docker,Node.js,Agile,Project Management,React",5,84
1492,"Statistics,Deep Learning",3,55
1493,"SQL,Node.js,Python,Data Analysis,Project Management",9,69
1494,"Data Analysis,Docker,AWS,Java,Python,SQL,Statistics",1,81
1495,"Statistics,Git,Machine Learning,C++,NLP,Project Management,Agile",6,56
1496,"Kubernetes,Agile,Statistics,Git,Node.js,C++,Scrum",1,46
1497,"Git,Node.js,Data Analysis,Docker,Scrum,Communication,NLP",6,84
1498,"Python,Java,Project Management,Git",1,44
1499,"Deep Learning,Agile,Git,Kubernetes,Node.js,C++,Machine Learning",2,63
1500,"Data Analysis,C++,Project Management",2,72
1501,"NLP,C++",2,52
1502,"Java,C++",4,97
1503,"NLP,Communication,Java,Machine Learning,Data Analysis",1,64
1504,"Docker,Machine Learning",5,41
1505,"AWS,Project Management,Scrum,Communication,Python,NLP",4,88
1506,"Git,SQL",1,53
1507,"Python,Statistics,Agile,Docker,NLP,AWS",7,88
1508,"Deep Learning,React,Node.js,Scrum",5,92
1509,"Node.js,Statistics,Scrum",9,43
1510,"React,Communication,Python,NLP",6,86
1511,"Python,Communication,Agile",4,100
1512,"AWS,Node.js,NLP,Project Management,Docker,C++,React",3,40
1513,"React,Python,Node.js,SQL,Statistics,Agile,Java",10,68
1514,"Project Management,Statistics,Machine Learning",5,67
1515,"Communication,Statistics,Kubernetes,C++,Node.js",2,95
1516,"Git,Agile,SQL,Data Analysis,AWS,Statistics",1,59
1517,"Scrum,NLP,Java,Git,SQL,AWS,React",8,55
1518,"C++,Java,Machine Learning",1,67
1519,"Python,Java,React,Statistics,Project Management,Data Analysis,Communication",4,82
1520,"Communication,Data Analysis,Project Management,Machine Learning,Statistics",5,95
1521,"Git,Machine Learning,React",6,98
1522,"Statistics,Scrum,Deep Learning,AWS,Communication,Data Analysis,SQL",4,45
1523,"Machine Learning,React",9,99
1524,"Communication,Node.js,Data Analysis",5,64
1525,"Python,Kubernetes,SQL,C++,Deep Learning,Project Management",6,60
1526,"Data Analysis,Agile,AWS,Communication",6,40
1527,"NLP,React,Data Analysis,Kubernetes,Deep Learning,Communication",7,83
1528,"Data Analysis,Kubernetes,Git,SQL,Scrum",5,59
1529,"Communication,Docker,Project Management,C++,AWS,Data Analysis",6,43
1530,"Data Analysis,C++,AWS,SQL",2,94
1531,"Statistics,Kubernetes,Java,Python,Docker",6,61
1532,"Project Management,Node.js,Statistics,Agile,SQL",8,86
1533,"Kubernetes,C++,Statistics,Communication",2,60
1534,"SQL,Kubernetes,NLP,Java,Scrum,Machine Learning",7,84
1535,"Kubernetes,Data Analysis,C++,Agile,Statistics",3,87
1536,"Python,Node.js,Communication,Data Analysis,C++,NLP,React",2,99
1537,"Communication,Node.js",7,51
1538,"Communication,Agile",10,61
1539,"Deep Learning,Data Analysis,Statistics,AWS,Python,SQL",3,65
1540,"Kubernetes,Java,Statistics,Machine Learning,Agile",7,95
1541,"Statistics,Docker,NLP,Node.js,Python,SQL,Deep Learning",1,47
1542,"Agile,AWS,Python,Project Management,Data Analysis",1,90
1543,"Java,Statistics,Project Management,Deep Learning,Data Analysis,Kubernetes",2,46
1544,"Machine Learning,Scrum,Java,Statistics",0,65
1545,"Scrum,Agile,Project Management,Machine Learning,Docker,Deep Learning",9,74
1546,"Communication,C++,Git,Java,Deep Learning,Kubernetes,Node.js",2,40
1547,"NLP,React,Communication,SQL,Machine Learning,Kubernetes",3,81
1548,"Machine Learning,Scrum,Docker",0,45
1549,"Agile,Kubernetes",5,74
1550,"Deep Learning,Python,AWS",4,42
1551,"Kubernetes,Scrum,NLP,Data Analysis,Git,AWS",5,73
1552,"Scrum,Agile,C++,Communication",10,92
1553,"AWS,SQL",3,49
1554,"C++,Data Analysis,Git,Node.js",4,48
1555,"Deep Learning,Machine Learning,Docker,Agile,C++,React,Scrum",6,69
1556,"Docker,Deep Learning",2,74
1557,"Machine Learning,Docker,C++",5,76
1558,"Agile,Java,Deep Learning,Data Analysis,Scrum,Statistics,C++",6,41
1559,"AWS,Machine Learning,Docker,Communication,Agile,SQL",10,75
1560,"Machine Learning,React,Git,Node.js,NLP",5,89
1561,"Data Analysis,AWS,Docker,Python",1,64
1562,"Statistics,Communication,Scrum",2,73
1563,"Kubernetes,Project Management,Communication,Node.js,Scrum,Git,Data Analysis",8,57
1564,"Communication,SQL,Java,React,Statistics,C++",2,62
1565,"Scrum,Git,Statistics,Project Management,Kubernetes,Machine Learning,Data Analysis",0,83
1566,"Data Analysis,Git,Scrum,Statistics,Kubernetes,Node.js",4,43
1567,"Node.js,AWS,Deep Learning,NLP,Machine Learning,Scrum,Java",7,72
1568,"Docker,Deep Learning,Agile,AWS",4,80
1569,"Kubernetes,Deep Learning",5,94
1570,"Machine Learning,Git",3,100
1571,"Java,SQL",1,87
1572,"Scrum,Project Management,Python,Deep Learning",10,72
1573,"Data Analysis,Project Management,Scrum,Communication,C++,Python,Kubernetes",3,98
1574,"Python,Deep Learning,Node.js,AWS,Agile,React,Docker",10,78
1575,"NLP,Java",10,99
1576,"AWS,Java,Machine Learning,Node.js,Deep Learning,Agile",8,62
1577,"Deep Learning,Project Management",6,50
1578,"Communication,React,AWS,Git",4,59
1579,"Kubernetes,Docker,C++,Python,Node.js",10,76
1580,"C++,Kubernetes,Agile,SQL,NLP",7,97
1581,"Project Management,SQL,Node.js,Python,Kubernetes,AWS",5,59
1582,"Communication,Python,Node.js,Java",6,62
1583,"Communication,Deep Learning",7,52
1584,"Agile,Git",2,66
1585,"Project Management,Python",2,89
1586,"Docker,AWS,Project Management,Statistics,Java,Data Analysis,NLP",6,97
1587,"Scrum,Docker,Communication",7,82
1588,"Java,Data Analysis,Node.js,Deep Learning,Python",5,96
1589,"C++,Communication,Git,Kubernetes,Python,Machine Learning,Agile",6,87
