student_id,assessment_id,subject,difficulty_level,student_skill_level,time_spent_minutes,study_sessions_count,study_hours_mean,study_hours_variance,days_since_last_study,previous_scores_avg,previous_scores_trend,questions_attempted,questions_correct,assessment_score,passed
8358,230,Computer Science,4,2,49.8,8,1.884,0.1253,0.7,43.82,-0.8213,29,12,60.1,1
5628,731,Science,2,1,100.1,6,1.962,0.1909,0.2,43.77,-0.0385,37,10,50.7,0
7370,542,Mathematics,2,5,24.5,5,1.996,0.0994,2.0,57.85,1.5144,10,5,71.3,1
1948,937,Computer Science,5,6,77.1,7,2.183,0.5016,11.1,65.06,-1.03,16,7,52.9,0
9179,858,Mathematics,3,6,81.8,8,2.5,0.2765,0.8,62.01,-3.4828,47,20,71.8,1
7115,531,Computer Science,3,2,41.5,4,1.48,0.194,7.8,45.31,-2.1297,39,15,41.7,0
1459,803,Computer Science,5,7,75.2,7,2.148,0.0844,2.7,68.52,2.4375,16,8,77.6,1
8568,596,English,4,6,55.8,4,1.746,0.0541,8.1,67.08,2.9718,29,16,59.5,0
5646,502,History,1,8,80.4,6,2.175,0.127,10.4,70.32,-8.1806,32,23,84.3,1
1392,422,History,1,6,35.8,4,2.33,0.2149,30.6,66.29,-0.674,25,19,68.3,1
2787,309,Mathematics,4,9,66.7,6,2.346,0.4393,0.4,75.38,-0.2924,30,19,100.0,1
8374,714,History,5,10,61.8,3,2.502,0.6032,8.0,82.09,8.6003,10,5,82.1,1
2138,428,Mathematics,2,2,,2,1.619,0.4054,0.4,45.02,0.2273,26,14,50.9,0
5741,471,Computer Science,3,7,10.0,4,2.614,0.0125,1.9,65.59,2.3423,45,30,82.1,1
8418,559,English,2,5,42.0,7,1.72,0.2814,5.2,58.44,-3.0308,11,5,74.6,1
7362,232,English,3,1,74.6,6,1.411,0.0451,3.0,41.85,-2.9441,32,7,46.9,0
3454,934,Computer Science,2,3,103.8,10,1.852,0.2933,4.2,41.59,-9.1942,14,6,55.0,0
4674,750,Science,5,4,86.2,5,2.094,0.2288,16.9,56.46,0.2414,21,9,59.7,0
2377,220,Science,5,2,70.1,5,1.486,0.0523,,45.4,1.6666,50,17,39.1,0
7701,705,History,4,7,38.8,6,2.208,0.1057,2.3,67.18,-2.4997,43,20,62.5,1
3597,551,Mathematics,2,1,67.5,6,1.651,0.0843,4.6,38.86,-2.4429,26,7,51.0,0
1141,228,English,2,3,74.6,2,1.473,0.0068,0.2,57.0,2.9828,30,15,49.3,0
3659,190,History,4,9,,3,2.509,0.3279,3.0,77.52,2.0394,13,10,82.1,1
5596,703,Computer Science,4,2,37.9,5,1.663,0.1,4.7,,-0.764,35,10,54.6,0
6661,674,English,5,5,50.5,4,1.698,0.0474,6.3,62.35,-5.8172,34,18,43.5,0
7142,128,Mathematics,5,4,110.3,10,2.129,0.4708,11.6,55.59,3.0924,35,14,42.5,0
6626,821,Mathematics,2,3,55.0,4,1.653,0.391,1.7,52.83,-1.2707,50,16,56.2,0
9787,623,Science,5,5,72.3,6,2.167,0.1559,11.6,61.5,-0.142,33,10,51.9,0
9472,432,History,5,6,33.5,5,2.053,0.0236,5.4,64.08,1.2879,36,16,58.2,0
1423,396,Computer Science,2,1,51.4,9,1.567,0.1324,0.4,41.97,1.5232,22,10,79.0,1
7999,229,English,4,2,68.1,5,1.486,0.2405,2.4,52.43,-9.9113,30,10,49.0,0
5249,392,Mathematics,2,1,50.5,10,1.729,0.0346,3.2,42.29,2.2462,46,22,56.4,0
2750,272,English,1,3,64.5,8,1.825,0.1881,2.2,44.82,-4.6202,26,12,73.7,1
5757,819,Computer Science,2,8,66.4,6,2.481,0.1709,0.6,71.04,1.9427,49,34,100.0,1
2967,123,English,1,8,61.8,6,2.351,0.364,4.0,77.65,-0.6043,34,27,100.0,1
5088,198,History,2,4,41.3,4,1.586,0.7524,0.7,52.96,2.3276,19,9,60.1,1
5178,505,Science,1,6,80.7,5,2.253,0.0816,12.3,61.61,-1.2886,41,30,80.5,1
8789,455,English,1,9,64.5,2,2.301,0.2357,10.0,72.91,-2.1319,24,19,99.2,1
3946,238,Science,2,7,43.4,3,2.013,0.3401,3.2,67.49,3.2378,38,27,78.6,1
6394,602,Computer Science,5,2,39.9,7,1.627,0.0846,0.4,46.45,-2.195,16,5,39.0,0
8880,925,Science,3,2,34.2,4,1.907,0.1063,4.0,52.55,0.6948,35,15,53.9,0
6075,273,English,5,3,90.1,6,1.35,0.3282,4.5,56.22,0.2031,44,14,32.2,0
8230,128,English,1,8,42.2,4,2.052,0.0691,11.0,72.26,-11.3625,27,20,99.8,1
2531,595,Mathematics,2,10,37.3,4,2.464,0.0916,0.3,81.44,1.5569,35,31,100.0,1
3990,754,English,2,9,35.3,4,,0.2803,5.9,73.42,-1.3413,43,23,87.3,1
8155,927,Science,2,3,10.3,7,1.845,0.099,4.1,56.16,1.5869,11,4,60.7,1
5493,450,Mathematics,2,9,115.1,5,2.425,0.3059,1.0,74.07,-0.5587,35,24,100.0,1
1933,653,English,3,10,62.2,5,2.431,0.3224,0.6,,3.8172,37,29,99.1,1
2460,398,English,4,8,37.9,7,2.609,0.2421,5.9,73.01,-4.4696,35,21,88.4,1
3723,819,Computer Science,1,5,51.4,2,2.379,0.0015,2.1,61.24,1.5291,43,32,90.0,1
1285,941,Mathematics,3,10,28.6,6,2.416,0.1458,48.6,78.48,0.5037,50,36,83.0,1
1264,291,Computer Science,5,3,64.6,6,2.216,0.4856,11.2,47.86,-0.7354,16,6,36.7,0
7816,771,Computer Science,4,7,56.2,5,2.598,0.4779,4.2,70.24,1.2245,46,24,58.0,0
2762,163,Computer Science,4,9,87.8,5,2.13,0.4565,5.1,79.48,8.8442,31,22,78.0,1
1040,854,History,2,6,42.5,4,1.602,0.0442,0.9,69.39,5.1969,47,31,85.7,1
6827,869,Computer Science,3,3,69.0,4,2.145,0.0495,11.2,54.23,13.5486,38,17,48.6,0
9259,763,Science,5,5,60.5,6,1.827,0.6316,3.1,60.06,-0.0603,33,11,57.9,0
1987,314,English,2,7,38.6,5,2.275,0.4722,,69.58,1.0559,44,33,100.0,1
8804,933,History,2,8,69.0,2,2.665,0.1543,10.3,67.67,1.3156,13,9,92.7,1
8789,265,Computer Science,1,4,58.0,2,2.018,0.0146,0.0,,-1.2319,42,21,73.0,1
6717,642,English,4,2,84.9,3,1.812,0.0208,3.4,42.13,0.5346,41,12,30.5,0
4198,982,Mathematics,5,10,70.1,4,2.307,0.0915,4.9,72.36,-2.9566,25,20,94.3,1
6374,331,Mathematics,4,2,48.0,5,1.922,0.0874,0.9,52.34,-1.4536,33,7,39.4,0
5790,893,English,3,3,82.2,6,1.975,0.3132,0.4,50.51,-1.4386,50,11,58.3,0
8183,640,Science,1,8,67.2,9,2.281,0.1792,3.8,74.79,0.7578,35,27,96.7,1
3524,294,English,2,1,47.0,3,1.517,0.5144,4.0,35.48,-1.4518,50,20,53.0,0
3479,605,English,1,7,83.7,5,2.23,0.1934,2.0,65.21,-3.5411,41,39,91.8,1
6154,433,History,2,6,81.7,3,2.555,0.2904,10.7,64.87,2.5601,21,13,70.0,1
1778,867,Mathematics,1,2,37.4,4,1.522,0.5129,1.8,42.43,0.2571,23,10,57.3,0
2492,892,Mathematics,2,9,41.8,3,2.81,0.1209,3.6,69.81,5.8651,28,20,98.8,1
1660,403,Computer Science,4,5,63.1,9,1.839,0.3458,,63.46,0.6949,27,12,70.8,1
2348,932,English,4,2,51.2,6,1.466,0.0528,0.1,41.59,-2.7534,43,13,47.2,0
8851,536,English,4,3,51.9,1,1.795,0.0,2.8,53.62,-2.4327,41,17,45.4,0
8156,422,Science,4,7,40.1,5,2.35,0.0539,3.7,65.66,-1.2162,42,26,73.4,1
3044,601,Mathematics,1,7,64.3,6,2.254,0.2958,7.2,62.78,-0.9652,17,14,87.3,1
8368,957,Science,2,10,65.6,6,2.648,0.0899,3.0,78.93,-2.5876,46,37,100.0,1
4516,492,History,4,1,24.2,4,1.262,0.2348,1.6,43.94,-2.454,34,12,42.5,0
5577,905,Computer Science,1,10,50.3,4,2.865,0.0717,4.6,80.45,5.0181,42,41,100.0,1
1727,698,Science,2,4,45.9,3,1.853,0.0226,2.4,54.44,-2.9215,13,6,52.6,0
8468,248,Mathematics,1,6,66.9,2,2.231,0.0732,1.3,67.55,5.8604,20,17,80.2,1
1342,860,History,4,8,74.3,3,2.066,0.2678,12.1,65.82,-1.5987,20,12,67.5,1
2447,932,English,3,3,78.1,4,1.677,0.1219,3.8,53.03,0.5434,30,12,50.1,0
7581,504,History,1,3,50.7,5,1.85,0.0973,1.1,51.76,0.8543,30,20,89.1,1
7317,382,Science,4,8,73.4,5,2.529,0.2118,5.6,71.62,-1.594,23,15,76.8,1
1526,461,Mathematics,5,8,22.5,2,2.146,0.0525,8.1,63.17,-3.2981,22,14,69.2,1
7748,478,Science,2,8,93.3,2,2.461,0.4704,7.1,71.28,-0.9451,43,32,78.8,1
1405,297,English,4,1,42.6,4,1.949,0.2328,4.6,44.01,-1.0714,42,15,54.0,0
8986,655,English,5,8,26.3,5,2.673,0.1203,3.7,72.68,-0.43,26,15,72.4,1
4740,455,Mathematics,1,8,42.8,6,2.382,0.0606,7.5,76.53,0.9277,17,12,87.0,1
2846,639,Computer Science,1,2,96.2,6,1.888,0.1506,6.2,53.07,1.1267,34,15,59.8,0
2478,528,History,5,9,75.9,6,2.811,0.0712,4.2,71.59,-3.1731,26,14,94.9,1
1771,116,History,5,7,104.8,4,2.163,0.04,5.4,70.34,-0.8286,35,15,57.9,0
6525,738,English,2,8,67.5,9,2.334,0.2615,0.9,64.09,4.7232,14,12,100.0,1
9770,478,Science,1,2,93.9,2,1.281,0.003,0.1,45.62,-1.3001,30,17,70.8,1
1193,779,Science,5,4,51.0,5,1.644,0.0698,13.4,49.63,-0.8939,25,8,31.1,0
3007,605,Computer Science,3,7,27.3,8,1.769,0.2823,13.7,71.41,2.4008,27,18,80.0,1
2185,855,Science,3,6,69.1,6,1.917,0.342,7.8,,-0.3771,13,8,73.0,1
3394,998,History,5,7,61.9,3,1.745,0.0219,2.3,66.75,0.132,50,24,58.1,0
5005,175,Science,2,1,72.5,5,1.499,0.3851,0.8,39.96,3.1318,20,8,65.7,1
8429,330,Computer Science,1,8,80.8,5,2.275,0.1331,2.2,68.18,0.0688,21,17,100.0,1
3261,815,History,3,7,70.1,6,2.131,0.2344,6.5,66.89,-0.7238,34,23,76.6,1
4736,347,Science,5,4,57.6,9,1.715,0.0788,2.0,54.17,1.2416,47,15,54.4,0
7716,401,History,5,1,58.8,8,1.467,0.2625,7.9,45.0,1.3332,35,4,34.9,0
5875,825,English,4,8,72.0,1,2.372,0.0,5.6,74.15,-0.2781,42,19,77.9,1
9921,314,English,5,10,23.4,7,2.472,0.2549,5.0,76.76,-2.407,41,28,92.3,1
5378,257,English,2,7,42.4,4,2.165,0.0557,13.3,67.8,1.1151,36,25,72.1,1
8815,168,Science,3,8,112.5,3,2.396,0.0187,11.2,72.81,0.9473,18,15,77.0,1
4451,492,Computer Science,4,10,48.1,5,2.728,0.2637,6.2,82.83,-1.6486,35,27,88.7,1
8616,184,History,3,1,76.9,5,1.444,0.1711,1.1,41.41,-5.3442,20,6,36.3,0
3800,366,Mathematics,3,5,50.2,4,1.848,0.0211,14.0,59.66,2.5511,10,5,67.8,1
9333,168,English,2,9,54.9,6,2.354,0.2075,1.3,74.66,3.5327,32,27,99.6,1
6410,710,English,5,5,10.0,9,1.873,0.2585,2.3,63.79,-0.2961,11,4,58.0,0
2455,446,Mathematics,2,10,75.6,8,2.536,0.4186,8.8,,-0.497,37,28,100.0,1
7892,827,Mathematics,5,3,46.6,3,1.405,0.0134,1.2,54.66,2.5998,31,6,25.0,0
6808,772,Science,4,9,10.0,3,2.276,0.2683,5.1,74.95,-3.2233,35,26,96.3,1
7796,522,History,2,9,24.9,5,2.442,0.0377,3.1,75.08,-0.9201,31,27,97.2,1
5796,705,English,2,4,62.7,8,1.773,0.1317,4.9,61.33,2.3482,38,18,79.4,1
6093,273,Computer Science,1,4,42.8,6,1.91,0.2296,15.9,56.97,-1.4643,14,8,68.1,1
2325,776,Science,2,8,39.7,6,2.347,0.0905,8.3,75.37,0.775,23,16,89.0,1
5976,214,Science,1,7,49.2,7,2.53,0.0539,1.8,72.89,0.8663,15,14,100.0,1
2159,319,Computer Science,5,5,10.0,4,2.66,0.1588,0.3,60.64,0.331,48,18,49.6,0
5650,130,Computer Science,5,6,19.6,7,2.135,0.2776,17.1,66.34,6.5531,44,21,60.9,1
5987,622,Computer Science,5,3,76.0,10,1.763,0.1649,4.4,59.06,0.7099,23,8,44.4,0
5697,442,Mathematics,1,6,72.9,3,2.54,0.1136,1.0,63.16,0.1208,27,20,87.3,1
1340,476,English,5,8,74.0,7,2.074,0.2948,4.9,72.08,0.524,21,12,80.2,1
4828,229,Mathematics,3,10,75.2,3,2.67,0.2254,0.2,80.6,-1.4282,43,31,95.7,1
2968,716,English,2,9,70.9,5,2.261,0.0846,1.0,78.54,0.9084,42,35,87.9,1
1703,638,Mathematics,1,3,96.0,1,2.455,0.0,5.0,54.09,0.1455,23,14,53.9,0
6482,838,History,5,8,75.0,6,2.46,0.2541,2.6,71.7,3.7996,36,21,61.5,1
7376,101,English,3,3,60.9,2,1.936,0.1121,2.0,52.12,-1.0803,27,8,55.7,0
2800,970,Science,2,2,98.5,3,2.017,0.0291,5.3,49.77,5.3728,49,14,63.3,1
6463,200,English,2,5,73.4,2,1.644,0.0722,10.1,56.29,-2.8032,12,7,65.9,1
5912,632,English,5,4,74.3,5,2.108,0.0838,5.7,52.22,-0.78,23,5,40.9,0
5648,157,English,3,5,47.5,3,2.103,0.1909,3.1,58.41,-2.5082,16,8,65.7,1
1855,488,History,1,6,60.8,5,2.096,0.2964,5.4,66.79,-0.8922,33,26,85.7,1
3866,791,Mathematics,5,3,31.5,2,1.432,0.3971,5.9,50.73,1.0903,10,3,39.4,0
1182,440,Science,2,1,22.1,4,1.373,0.0425,7.5,39.5,1.1479,39,11,33.4,0
4112,960,Mathematics,2,4,17.0,6,1.455,0.1932,1.8,53.64,2.6724,13,5,66.7,1
6670,119,Mathematics,2,6,54.5,6,2.107,0.068,0.6,61.39,1.6203,37,27,82.9,1
5492,354,Computer Science,5,2,94.2,5,1.676,0.0266,5.7,47.72,3.3795,19,4,34.8,0
6823,416,History,4,2,70.9,1,2.041,0.0,0.6,43.63,0.6578,39,15,43.6,0
2517,137,Computer Science,4,1,81.7,5,1.754,0.2075,3.1,43.7,-3.0248,29,7,49.5,0
6002,759,History,4,9,38.4,7,2.667,0.1956,1.3,76.01,-3.2432,42,21,87.2,1
2356,636,Mathematics,3,3,,7,1.59,0.2332,2.0,50.49,-1.2035,31,18,75.9,1
4629,485,Mathematics,5,2,110.8,4,1.548,0.0169,3.2,52.55,2.6575,30,7,37.6,0
4628,732,History,2,4,80.0,2,1.557,0.0335,11.3,51.36,-1.2212,13,5,67.5,1
9210,125,Mathematics,3,6,50.6,4,2.556,0.0313,5.7,60.53,2.7489,17,11,53.8,0
7132,553,Mathematics,4,1,17.7,4,1.616,0.0671,0.9,42.96,0.1847,26,9,45.2,0
7588,780,Science,1,9,27.2,6,2.515,0.1859,10.6,74.32,-2.1215,10,9,100.0,1
4311,422,Computer Science,3,9,76.4,4,2.671,0.1166,3.5,76.55,6.7013,33,23,82.5,1
7048,836,Computer Science,3,8,65.5,3,1.965,0.6098,1.1,70.7,0.2356,26,14,84.7,1
7246,612,Computer Science,5,6,,2,1.847,0.0944,3.7,64.72,-2.1774,38,19,57.9,0
1987,918,English,3,4,61.6,4,1.954,0.2205,1.1,56.93,3.6036,16,8,73.1,1
4321,872,Science,5,2,22.9,8,1.618,0.2784,2.3,45.5,0.48,31,5,29.3,0
5615,112,Computer Science,1,8,54.3,7,2.179,0.1836,8.2,68.46,0.208,22,16,90.8,1
9365,659,Computer Science,2,7,61.1,5,2.26,0.2787,5.4,,2.1169,23,14,85.3,1
4741,924,Science,2,4,50.4,10,2.016,0.2813,3.2,57.52,2.3998,20,11,77.3,1
4052,470,Mathematics,4,3,59.9,8,1.637,0.2693,1.3,51.52,-1.3918,24,9,57.1,0
7574,390,Computer Science,4,6,69.3,6,1.925,0.077,1.7,,0.0671,35,19,70.6,1
1726,431,Mathematics,1,1,10.0,4,1.271,0.4382,19.1,42.54,-2.5208,35,11,39.6,0
4760,705,Computer Science,2,2,43.2,8,1.571,0.2102,2.1,45.38,0.9975,14,6,55.7,0
6806,360,History,4,7,91.6,2,1.694,0.0625,4.8,71.85,1.4339,27,15,59.1,0
2875,889,English,3,3,100.3,6,1.681,0.2705,3.5,,1.4057,10,6,58.1,0
7993,970,Computer Science,5,1,28.1,2,1.641,0.0678,,46.69,0.9273,11,1,24.7,0
5033,304,History,4,2,28.1,10,1.723,0.1833,14.5,42.68,-1.7909,12,3,48.1,0
6443,796,Science,1,10,79.1,6,2.426,0.0338,0.5,79.82,-1.0213,46,43,100.0,1
1989,786,History,2,10,110.7,9,2.656,0.1431,5.4,80.87,1.1438,48,41,100.0,1
4744,486,Science,1,9,,3,2.312,0.284,8.3,79.62,1.9402,25,15,89.1,1
9611,991,Computer Science,5,7,62.7,8,1.969,0.2174,6.9,67.78,-3.1207,43,19,70.2,1
1593,920,Science,5,7,42.3,5,2.215,0.1975,8.3,67.66,-2.4105,26,14,63.5,1
2774,567,History,1,10,85.3,9,2.636,0.4308,6.7,81.49,-1.0636,30,25,100.0,1
1935,514,English,4,8,52.4,9,2.043,0.2222,2.9,69.03,-2.7011,38,24,81.0,1
4808,168,Mathematics,4,8,99.2,5,1.795,0.2827,11.3,70.66,-0.8202,29,21,78.3,1
1331,571,Mathematics,2,9,69.0,5,2.199,0.0974,12.2,77.42,-0.2715,40,26,93.2,1
8922,203,English,2,2,66.5,4,2.072,0.0474,2.9,54.96,-0.2248,16,7,62.2,1
3702,857,Mathematics,3,8,39.4,15,2.362,0.2556,3.3,69.7,-3.4891,26,15,90.9,1
6889,260,Computer Science,3,8,40.3,5,2.074,0.0566,3.3,67.99,-0.9519,25,18,84.3,1
6054,299,Computer Science,2,5,44.6,4,2.071,0.1427,1.6,60.92,0.941,34,27,70.9,1
4868,315,History,3,5,57.7,5,2.474,0.1161,0.6,59.92,5.9439,43,17,69.9,1
5200,311,History,1,4,87.6,6,1.694,0.4759,1.5,55.18,-0.8545,32,13,79.1,1
1201,607,Science,4,5,80.5,6,1.977,0.197,9.3,58.35,-0.8332,50,16,52.4,0
3497,115,History,3,2,48.3,5,2.257,0.0852,3.9,48.76,-0.3767,49,25,56.3,0
2842,597,Computer Science,3,2,10.0,5,1.92,0.0315,9.5,48.03,6.6482,45,11,44.5,0
5658,983,History,1,5,41.9,5,,0.1403,6.8,56.15,-0.9167,33,19,76.8,1
8544,431,Mathematics,5,3,63.8,6,1.625,0.2274,2.1,51.55,-3.9258,20,7,31.5,0
8718,816,Science,2,1,65.8,3,1.213,0.1315,1.0,46.81,-3.0046,11,4,48.7,0
1770,976,Science,1,9,105.8,6,2.716,0.286,4.2,71.98,-1.5149,37,30,100.0,1
4155,650,Computer Science,5,2,95.8,3,2.093,0.0064,13.7,45.07,-2.3713,45,12,27.0,0
2628,700,History,1,10,79.9,5,2.654,0.0239,9.1,79.18,-0.1763,41,39,100.0,1
1386,355,Mathematics,4,2,43.8,2,2.066,0.1602,7.2,47.45,1.519,15,4,40.6,0
7031,865,History,1,4,67.0,6,1.951,0.1223,7.2,55.49,-1.0962,31,17,81.5,1
7439,827,English,1,2,72.8,7,,0.21,3.8,52.26,0.5793,25,13,69.2,1
7401,979,History,4,7,92.9,3,3.067,0.3799,0.9,71.4,2.0395,21,14,85.0,1
5008,914,Computer Science,2,10,35.3,4,2.515,0.3501,1.7,73.85,1.9787,22,17,98.4,1
3466,271,History,5,1,82.3,7,1.863,0.1576,4.3,43.29,-0.6453,11,1,33.5,0
3282,748,Science,3,2,74.9,5,1.628,0.23,1.9,48.68,7.8327,24,9,51.9,0
2856,597,Mathematics,2,5,47.3,3,,0.0308,7.6,61.61,-6.1995,11,6,72.6,1
8980,570,Computer Science,1,2,92.6,5,1.862,0.2121,2.3,45.49,-0.7872,31,15,57.6,0
2998,483,English,3,9,12.6,5,2.416,0.0261,0.6,79.04,1.9947,23,17,92.2,1
6476,789,Mathematics,4,4,114.3,4,1.446,0.1316,7.6,53.74,-0.873,39,9,53.0,0
5669,688,Mathematics,2,9,92.9,2,2.558,0.0058,6.0,79.66,2.1199,31,20,88.7,1
5318,799,Science,5,1,55.1,7,1.433,0.1671,1.5,40.82,-2.7037,22,2,28.1,0
8064,606,Science,2,1,49.4,6,1.549,0.0844,19.8,46.63,12.0354,18,6,56.8,0
8446,626,Science,2,1,59.1,3,1.567,0.2632,2.6,39.98,1.5142,46,14,38.1,0
2431,903,Computer Science,3,4,41.2,1,2.124,0.0,5.7,51.84,-2.5337,34,17,53.7,0
6624,930,History,4,9,54.3,4,2.312,0.0299,12.1,75.74,-0.7649,50,37,86.8,1
8461,424,Mathematics,4,8,80.5,8,2.19,0.2844,0.8,68.38,1.0487,29,18,99.7,1
2819,313,History,2,7,42.3,11,2.144,0.7728,10.6,64.03,-5.5289,24,21,99.5,1
2130,307,History,4,1,83.5,3,1.532,0.0239,6.1,48.89,3.39,33,10,33.8,0
7563,268,Science,3,3,53.8,3,2.023,0.0548,0.9,51.27,-0.3134,50,21,63.1,1
3658,429,History,3,9,87.3,7,2.125,0.1565,5.5,77.83,0.734,34,26,88.6,1
4500,379,Mathematics,5,9,94.1,7,2.382,0.1161,10.4,80.15,-1.2352,10,5,64.6,1
9566,404,Mathematics,4,5,35.0,3,1.74,0.2033,8.0,59.17,-0.3771,47,24,56.7,0
3120,245,English,5,6,10.0,7,2.012,0.418,7.1,67.82,4.6448,15,6,58.8,0
5020,874,Computer Science,1,6,64.1,2,1.991,0.1654,0.9,62.06,1.8936,19,9,77.8,1
4259,615,History,3,10,66.4,6,2.758,0.1844,1.1,84.43,0.6461,45,36,95.6,1
2823,189,Computer Science,2,4,29.4,6,1.944,0.2437,4.0,57.23,-7.41,18,10,68.5,1
2474,552,Computer Science,3,1,101.7,11,1.506,0.2555,4.3,40.21,2.0451,40,14,52.2,0
3242,159,Computer Science,1,5,50.9,2,2.198,0.0021,14.4,62.87,0.4776,44,34,85.3,1
4243,410,Computer Science,2,1,76.0,3,1.419,0.3845,3.2,44.22,1.7935,11,5,42.3,0
7990,627,Mathematics,4,1,41.7,6,1.613,0.1171,1.8,43.68,-0.4047,35,8,43.9,0
6160,326,History,4,5,22.7,5,2.049,0.1707,1.1,57.53,1.7266,48,19,58.9,0
4134,573,English,3,5,89.2,2,2.019,0.2413,0.3,63.13,1.134,29,14,45.3,0
3070,640,Computer Science,2,7,36.9,4,2.454,0.5022,0.4,68.82,0.0489,11,7,82.6,1
1359,762,English,2,2,79.6,5,1.698,0.2176,4.3,48.77,-0.1323,35,11,66.5,1
2141,856,Mathematics,5,6,39.3,7,2.087,0.0885,1.0,62.07,1.2989,28,11,59.9,0
2635,881,Mathematics,1,2,54.5,1,2.463,0.0,9.5,42.12,-3.0222,15,7,53.1,0
5000,178,Science,4,10,56.0,3,2.838,0.2978,4.5,79.04,-2.0743,38,22,100.0,1
4361,532,Computer Science,3,5,59.3,6,2.123,0.1282,10.0,61.19,-1.5218,31,12,69.6,1
7583,900,Science,2,4,43.9,1,2.295,0.0,,56.83,-1.005,23,12,64.3,1
8835,252,English,4,10,78.0,4,2.5,0.0733,4.5,85.09,1.3049,23,15,87.1,1
1006,888,History,3,5,83.6,6,2.057,0.2222,3.7,57.86,-7.6039,50,30,80.9,1
4267,500,Science,4,2,90.5,7,1.802,0.0727,21.6,46.36,-0.562,48,18,38.0,0
7564,378,Mathematics,3,8,48.8,2,1.834,0.0119,8.0,71.03,7.4974,45,29,79.9,1
5928,156,Computer Science,4,8,,5,1.963,0.0655,4.5,67.01,-1.7178,45,22,66.6,1
3606,285,English,5,6,65.3,1,1.939,0.0,4.7,65.22,-2.721,23,9,47.7,0
6906,497,Mathematics,1,3,69.3,5,1.808,0.1465,1.4,46.62,-2.386,45,25,75.8,1
4273,704,History,4,4,69.4,5,1.591,0.1445,6.6,47.75,-11.5818,14,5,40.8,0
8611,887,Computer Science,1,1,98.3,4,1.693,0.7539,20.3,44.21,-1.432,34,16,38.4,0
1913,257,History,4,9,62.8,3,2.238,0.0395,0.7,78.4,0.9573,18,11,84.1,1
3011,886,History,2,10,112.5,2,2.301,0.082,5.1,81.9,-0.5513,15,12,84.9,1
2442,792,Computer Science,5,5,82.0,4,1.929,0.0733,3.6,54.99,-4.6156,32,15,53.3,0
6546,458,Computer Science,5,8,82.8,3,2.46,0.2633,,70.63,-10.3467,41,20,51.1,0
2829,539,History,1,3,62.2,6,1.848,0.171,0.0,55.65,-1.1499,24,13,69.3,1
9767,688,English,2,4,52.2,6,1.886,0.1296,0.7,54.44,-0.7107,19,11,81.9,1
7468,565,Computer Science,3,4,44.7,3,2.044,0.0004,0.2,58.45,2.9437,50,25,62.3,1
1929,762,Mathematics,5,8,64.6,8,2.094,0.1918,0.9,65.53,0.4982,17,10,70.5,1
4699,545,Science,2,9,81.9,6,2.379,0.2181,6.2,75.72,0.9295,46,34,94.9,1
2054,849,English,2,3,55.1,6,2.011,0.3757,0.8,,-0.6472,49,23,73.3,1
6744,900,Computer Science,1,7,50.7,6,2.125,0.132,4.9,62.45,12.942,45,30,92.4,1
2900,842,Computer Science,2,9,,4,2.26,0.2412,10.1,75.17,-1.0071,37,27,95.8,1
7980,587,English,2,2,72.8,5,1.684,0.3264,0.2,50.99,-0.8467,40,14,57.2,0
8069,629,Science,3,4,33.3,4,2.062,0.0011,0.1,54.65,0.1149,36,14,59.6,0
4415,172,History,1,3,69.9,9,2.172,0.3374,23.0,57.44,3.6856,21,11,69.0,1
1442,800,Mathematics,1,8,67.1,2,1.861,0.2008,5.6,67.9,-0.3776,30,19,90.9,1
7218,116,Computer Science,2,4,56.5,6,2.129,0.1605,0.8,54.38,6.4573,36,17,70.4,1
5652,630,Science,3,9,90.1,10,2.508,0.3609,1.8,78.87,1.6401,37,27,100.0,1
8939,830,Mathematics,4,1,99.8,6,1.384,0.1283,21.0,47.44,0.8902,41,12,28.1,0
8833,425,English,5,1,10.0,4,1.106,0.029,1.3,46.2,-1.2651,17,3,22.7,0
8597,731,Computer Science,1,4,22.8,7,1.722,0.2542,7.0,53.55,-0.5748,47,29,71.2,1
5458,712,History,3,3,74.6,5,1.985,0.2301,1.4,49.83,1.3506,28,13,60.7,1
7591,645,English,3,3,102.3,5,1.697,0.1776,2.5,48.88,-2.4529,29,13,56.0,0
3309,695,Computer Science,2,10,26.0,4,2.555,0.0976,10.6,83.66,0.5062,44,36,88.2,1
7268,807,Science,5,2,70.5,4,1.454,0.0754,0.1,46.02,-7.2031,21,3,33.8,0
1910,941,Mathematics,1,10,16.4,6,2.413,0.2332,1.8,76.9,0.0633,41,37,100.0,1
5340,301,Mathematics,4,10,13.7,4,2.826,0.2174,3.3,84.45,-0.8501,17,15,94.0,1
5009,443,Computer Science,2,2,111.7,5,1.785,0.5118,4.9,50.39,0.1715,13,6,61.6,1
7628,952,English,1,8,69.7,2,2.03,0.0874,0.1,74.05,1.8101,10,8,98.9,1
3169,622,History,1,1,21.6,10,1.545,0.1186,2.6,44.94,2.1865,48,28,52.6,0
3172,958,Science,3,8,54.6,7,2.639,0.2037,2.1,73.11,-1.1968,37,25,92.6,1
6668,499,Computer Science,5,10,40.5,4,2.781,0.0056,0.1,81.63,-0.1385,24,15,78.6,1
7313,317,Science,4,3,49.3,3,1.535,0.1892,2.2,51.43,-2.5774,20,5,32.6,0
