candidate_id,skill_score,exp_years,group
1771,-0.30067874574513104,1,A
1772,2.4153939970224054,8,A
1773,-0.7546009320338067,2,A
1774,-1.3489106713829513,1,B
1775,0.1703374383707878,7,B
1776,0.12185434565360773,7,A
1777,0.5442751446037872,2,B
1778,-2.2107722649791883,10,B
1779,1.1985156210211254,13,B
1780,-1.000073329599392,0,B
1781,-0.8499595282157311,12,A
1782,-1.4195511974799466,1,A
1783,0.09156999425152815,3,B
1784,-0.21411874783142917,14,A
1785,0.7982996521467253,14,A
1786,-0.7354871227147505,14,B
1787,-0.055138150957044635,8,A
1788,0.8276318014627417,9,B
1789,-1.2590061552762748,1,A
1790,0.9349905858118222,2,A
1791,0.464717906914075,2,A
1792,1.5968147280202045,5,A
1793,0.3156353916166321,11,A
1794,0.678286630072594,1,B
1795,-0.6374404085761045,0,A
1796,1.2051239281827948,8,B
1797,-0.6455151799835269,13,A
1798,-0.5198214971784224,1,B
1799,-1.7459758449622407,6,B
1800,1.3927396804244847,9,A
1801,1.174675036334395,8,A
1802,1.2488735823725345,7,A
1803,2.176081277817601,3,B
1804,-0.00019291175015253504,11,B
1805,-0.17642109313202892,7,B
1806,-2.3684560645847594,10,B
1807,-0.7474773728190913,7,A
1808,0.15564212700607533,4,A
1809,-0.20429582366322616,13,A
1810,-0.34700447033945997,5,B
1811,0.25667923056811687,12,B
1812,-0.6434545739339093,12,A
1813,0.11334783464858968,5,B
1814,0.7736389944436636,14,A
1815,0.46179511409626595,4,B
1816,1.2810859092741358,4,B
1817,1.3375827015510755,6,B
1818,0.568567129939764,0,A
1819,0.7480977449099085,2,A
1820,1.2612613678078965,6,B
1821,0.385422135879339,6,A
1822,0.9660704775154305,13,A
1823,0.46507421874464894,14,B
1824,1.6826904371086557,3,A
1825,0.07812702314050782,4,A
1826,0.16454529341177718,13,A
1827,2.257251217841304,2,A
1828,0.9687949662921137,13,B
1829,0.8506762176240454,14,B
1830,0.9847456225816682,5,A
1831,0.8435872990609496,2,A
1832,1.7375053688429076,10,A
1833,-1.5463469855346652,1,B
1834,-1.3706802142389076,10,A
1835,-0.560746282970092,12,A
1836,-0.22434549325943198,14,B
1837,0.727735040799579,12,B
1838,0.12270622081908523,7,A
1839,1.2962114639326454,6,A
1840,0.4483950705562974,2,A
1841,-0.3259151285727561,6,B
1842,0.7104637351073139,2,B
1843,0.423018955004395,11,A
1844,0.5009812188628269,14,A
1845,2.233964631502273,11,B
1846,-1.675988276005932,9,B
1847,0.18963150123166897,10,A
1848,0.43651534904220185,8,A
1849,0.944758888664754,1,B
1850,-0.9975184124696669,1,A
1851,0.6178172393855892,6,B
1852,-0.6814141081511216,4,B
1853,1.2570027276244007,9,A
1854,1.1769093173290615,8,A
1855,-1.9870080908558285,8,A
1856,0.9164358537568742,11,A
1857,1.55531894650542,6,B
1858,-1.0234116803437427,3,B
1859,-1.4557692687142314,2,B
1860,-2.810713768923914,10,B
1861,0.44566576984730216,1,B
1862,-0.46888074965259124,5,B
1863,1.2967038265624315,12,B
1864,0.6597664327119173,5,B
1865,-0.6442159536802258,12,B
1866,1.0343316569919239,14,B
1867,-2.1631744723540094,10,A
1868,0.06298509406935832,3,A
1869,-1.177704054988216,7,A
1870,-0.607243235613658,5,B
1871,-0.5865790373175531,1,A
1872,0.21558065254924522,14,A
1873,1.2665162096705422,5,B
1874,1.1041497919949095,11,B
1875,-0.11947072755662842,10,A
1876,-0.9863424402928245,8,A
1877,0.07916027913533,0,A
1878,-0.7777643183072288,3,A
1879,2.021362499746812,5,A
1880,0.5754765252571152,1,B
1881,-0.33650380962736837,4,A
1882,0.19445191229127343,10,A
1883,-1.0836149183563901,11,A
1884,0.6030973409775594,5,B
1885,0.8750800832397574,8,B
1886,-0.17860943040929814,12,B
1887,0.09380168769012567,3,A
1888,-0.29437717096119487,8,A
1889,-1.2153825063300498,2,B
1890,-0.17089978400628913,9,A
1891,2.0323637121978964,5,B
1892,0.3514111811028071,6,B
1893,0.7130350399551251,2,A
1894,-0.8389102309178927,6,A
1895,-0.19308526597172476,7,A
1896,0.6607684398014513,12,A
1897,0.9277672964874403,7,B
1898,0.7572673657455528,1,B
1899,-0.7587555600180073,8,A
1900,-0.5188439865349569,8,A
1901,-1.9534917270326546,1,A
1902,-1.48078099937449,5,A
1903,-0.6069051957250226,4,B
1904,0.3980352078083294,9,A
1905,1.0748968733841593,11,A
1906,1.4793835745295831,14,A
1907,-0.6719088121537325,0,A
1908,-0.682500920933198,11,B
1909,0.8384048203500921,6,B
1910,0.668228796530892,3,B
1911,0.322138783709847,0,B
1912,-0.2354132516383729,4,B
1913,-0.18480390702478589,11,A
1914,-0.7557073900114548,5,A
1915,1.2665152771035766,4,B
1916,0.4731351723616105,13,A
1917,0.13040108212445417,1,A
1918,0.24685662769771055,14,B
1919,-1.431251790163592,0,A
1920,-0.8861333336149588,3,A
1921,-1.9221681666757577,13,B
1922,-1.0900839911680127,5,B
1923,-1.0766622525016705,12,A
1924,-0.8493535688797449,10,B
1925,-1.4476222645178802,11,B
1926,-0.3398302652972497,5,B
1927,-0.23704694502787313,13,A
1928,0.1812283678060327,1,A
1929,0.27340895379906344,5,A
1930,-0.3285004124791474,2,B
1931,-1.0385393537843781,11,B
1932,-1.3193108743681563,2,B
1933,0.15984893333871442,14,A
1934,0.16892405314755043,13,A
1935,-0.663582426888719,2,B
1936,0.9267239820341413,7,A
1937,-1.1003546825802817,2,B
1938,0.14103039665797273,11,B
1939,0.5190533154724729,9,B
1940,1.3277175135714363,8,A
1941,0.007331290088409755,1,A
1942,0.11330568343294788,11,A
1943,-0.953046850702068,5,A
1944,-0.8628372368577681,13,B
1945,-0.976248152148152,1,A
1946,-0.34870582029701547,0,A
1947,0.9877634954117154,8,B
1948,-0.4548563468798294,9,B
1949,-0.6611035711051252,0,B
1950,0.38528316440909627,13,B
1951,1.145996327284967,2,A
1952,1.1346805234257402,11,A
1953,-0.3364198665002896,12,B
1954,0.6278584041791984,14,B
1955,2.0648970055780778,5,B
1956,-0.873137546535284,6,A
1957,0.5660183988774932,1,A
1958,-1.5134940310826586,11,A
1959,2.295513510716575,3,B
1960,0.48060404424148107,2,B
1961,0.5457067179942937,7,B
1962,0.6715826978874606,9,B
1963,-0.4620334073317298,0,B
1964,-0.5438132908909752,4,A
1965,-1.535241059468889,12,B
1966,-0.570167624500228,14,A
1967,-0.9548610547792065,14,A
1968,0.6710713124198554,7,A
1969,-1.1059713902821642,13,B
1970,1.9165912658073914,2,B
1971,1.754134745455434,13,B
1972,-0.73611514462708,8,B
1973,-0.8127223962692289,8,A
1974,0.9393581673901021,1,B
1975,0.4642659621734265,14,B
1976,-1.690644663991641,8,B
1977,-0.6814252382429452,14,A
1978,-0.5228818989229927,5,A
1979,1.580265514738248,13,B
1980,-0.2061700036331438,14,B
1981,0.9492587936252223,10,A
1982,0.5401633677899376,10,B
1983,1.1748723349452008,11,A
1984,-1.5147510773574708,3,B
1985,1.5705752427373387,13,A
1986,0.7398421602600869,3,B
1987,-0.6380725574434459,9,A
1988,-0.5594679131422939,6,B
1989,0.1378432204176615,6,A
1990,0.15125031275203157,11,B
1991,-1.2647327554408396,1,A
1992,1.3655123347532823,8,B
1993,-1.4510879148567197,9,B
1994,1.20178078730561,0,B
1995,0.1413727770029246,3,B
1996,0.7888269561410062,2,A
1997,-0.42515325927993686,9,B
1998,0.24744674885260973,8,B
1999,-0.20488126166423112,11,A
2000,3.0032840787378277,10,A
2001,-0.9854615354280437,9,B
2002,0.6448639895205035,3,B
2003,0.24496282940246264,11,A
2004,-0.41736624558684343,0,B
2005,1.5286586449735033,3,A
2006,1.9415912256294081,3,A
2007,-0.3873671231133514,7,A
2008,0.8647560867061046,11,B
2009,-0.8420461045371666,14,A
2010,-0.8457028253077221,10,A
2011,0.6068483256519339,14,A
2012,-0.09755683336513356,11,A
2013,2.4360469846886086,11,A
2014,-0.176651607386786,11,B
2015,0.8707986829333522,6,A
2016,-1.1508967298642012,9,A
2017,-1.4781544203811423,3,A
2018,0.21084510461793365,5,A
2019,-0.04037759842019969,5,A
2020,-1.42606626685175,9,B
2021,1.0409584040491648,9,A
2022,-1.261933979420589,7,A
2023,1.2235364805977824,8,A
2024,0.16227781574476183,10,A
2025,-0.53782126361214,2,B
2026,-1.8198630437652088,0,B
2027,1.3010527975271318,0,A
2028,-0.7796547018518545,8,A
2029,1.061342187247358,12,A
2030,-0.006644937386628217,11,A
2031,1.3201336006541347,5,A
2032,0.029037184894095607,6,A
2033,1.402604769635816,14,A
2034,-0.36563406552915895,8,B
2035,-0.6198454541487188,13,A
2036,1.055108464402956,6,B
2037,-2.3747998416233402,6,B
2038,-0.5561578779822753,5,A
2039,-0.7243082186285094,9,B
2040,0.683073495289912,11,B
2041,1.265113692914659,6,A
2042,-0.5555687022412268,14,B
2043,-0.049602802753920414,14,A
2044,0.032769623521522746,0,A
2045,-0.6451587927601619,11,A
2046,0.860320378703641,10,A
2047,0.22379062524149995,11,A
2048,0.23937817970349295,13,B
2049,0.8638039441491249,13,A
2050,-0.9270579045286164,6,B
2051,-0.8847171007489407,14,B
2052,-0.8256046927184997,12,A
2053,-0.05381225921151534,1,B
2054,1.250033054643607,13,A
2055,-0.701661057350502,10,A
2056,1.547763018579717,3,A
2057,0.8937093646280402,11,A
2058,-1.7829222263990527,5,A
2059,1.3379868767845982,0,B
2060,0.6145604946513444,11,A
2061,-0.2690388367795096,6,A
2062,-1.6008653883838253,0,A
2063,-0.12477860391658686,14,B
2064,1.291246404700197,3,A
2065,1.4710083293893843,12,A
2066,0.8370903231724249,14,A
2067,1.344396837863122,14,A
2068,0.6475017101231114,3,B
2069,0.09618968815246033,5,B
2070,0.34854448804856886,14,A
2071,-0.2317439749945893,0,B
2072,1.5064068990340715,11,A
2073,-1.1461940113070628,2,B
2074,0.33514361024106815,0,B
2075,-1.403639886935056,9,A
2076,-1.704507542038776,0,B
2077,-0.15758151796478118,14,B
2078,0.3093754813200363,6,B
2079,1.4808444186338756,14,B
2080,-0.8025703885313202,7,B
2081,-0.45853868188427604,12,A
2082,0.3277384071498102,1,B
2083,1.579413763374672,5,A
2084,0.7443617372529663,11,A
2085,-0.6913766889695931,12,A
2086,2.8885607450369224,6,A
2087,1.1635228370861035,3,A
2088,0.43526295996935566,10,B
2089,-0.9120221208030475,5,B
2090,-0.7774918275229159,9,A
2091,0.14493224089457687,8,A
2092,-0.6474576927403537,1,A
2093,0.20556771266321933,10,A
2094,0.9875710195080937,7,A
2095,1.7114117958814095,12,B
2096,-2.974082692108655,1,A
2097,-0.31509391228041556,10,A
2098,0.7546742664102238,13,A
2099,-0.35873822478208434,5,A
2100,-0.9558697592232197,13,A
2101,-0.26154183375856743,0,B
2102,-1.5368069598765903,11,B
2103,0.5978001838876557,6,B
2104,1.5114698620149545,13,B
2105,0.01739404195355494,5,A
2106,-2.605250985784234,5,A
2107,0.165055811200547,13,B
2108,-0.4286463552598224,7,A
2109,-1.233957204373646,14,B
2110,-0.2701627593576404,6,B
2111,-0.23350277931493507,4,A
2112,-1.5916371613469507,1,B
2113,1.1576699445466088,7,A
2114,-0.9065345335757773,12,A
2115,0.7025295803488821,1,B
2116,0.3521458683749377,7,A
2117,-0.5755924841743345,5,A
2118,0.265078363701854,9,B
2119,-2.4754944299037103,9,B
2120,0.840097637214346,11,B
2121,-0.9635336743219431,13,A
2122,-0.06000513683661688,2,A
2123,-0.11596954190756455,3,A
2124,-0.009368980937577867,10,A
2125,-0.7885307054805615,8,A
2126,0.05310141978025292,5,B
2127,0.21226977823528365,1,B
2128,-0.5763297177231466,8,A
2129,-0.7762967304612469,12,A
2130,0.22827366679773387,1,A
2131,0.20830108246728274,7,A
2132,0.12111730578092685,13,A
2133,-0.764604097797216,6,A
2134,0.8231338059867391,8,B
2135,-0.08149116829650807,1,B
2136,-0.7890064512796503,2,B
2137,0.24908339469581628,6,A
2138,1.5738902076076449,10,A
2139,-0.6566368017309041,5,A
2140,0.2814243605302896,12,B
2141,1.4019093937396883,4,A
2142,1.3467033591400088,8,B
2143,-0.5652929616942131,7,B
2144,0.652237250566138,13,A
2145,-1.573629970682252,3,B
2146,0.6516929385903841,4,B
2147,0.8714447003651928,1,A
2148,1.1765629641825701,10,A
2149,-2.041710501226477,1,A
2150,0.019796841090380147,13,B
2151,1.167978328542296,13,B
2152,-1.0254365694832626,11,A
2153,-0.12326371684213464,2,B
2154,-0.1763183880095325,10,A
2155,-1.1101586108727879,4,A
2156,0.022234201304010943,13,A
2157,-0.5466884513000903,5,B
2158,-2.0241461210831413,8,B
2159,0.9655504938489248,12,B
2160,1.1592588535825168,8,B
2161,0.2590248147773846,13,B
2162,0.3894867492847997,8,A
2163,-0.18732362264174224,5,B
2164,-0.03848950854118905,8,A
2165,0.2747956281530617,12,A
2166,0.08702759614876167,10,A
2167,0.9949092567009568,14,A
2168,2.5731831268060077,8,B
2169,-1.177982094354453,3,A
2170,1.1227443888483977,14,A
2171,0.3266674449047755,4,A
2172,-1.2723339263288558,10,B
2173,0.17698305860773286,3,A
2174,-0.14541956055520427,3,B
2175,0.9939115180440902,4,A
2176,0.6851164304007746,14,A
2177,-0.6861964003031307,1,A
2178,0.42825127971154237,14,A
2179,-0.8052441292521294,12,B
2180,0.5595910724131461,0,A
2181,-0.3141453929225291,14,A
2182,0.8955429722408347,11,A
2183,-2.340131468170779,13,A
2184,0.20514557350115478,6,A
2185,0.12199370650694343,10,A
2186,-2.7371976501951214,6,B
2187,0.267438499723304,3,A
2188,-1.304634620590228,4,B
2189,0.09345816260375567,13,B
2190,1.526673882944942,13,B
2191,1.3900359077687627,8,B
2192,2.777030018898393,3,B
2193,1.6089216697901307,8,B
2194,0.9064915171063492,12,B
2195,-0.5337181755297894,13,A
2196,1.5769661420348093,8,B
2197,-1.2253278602435536,13,B
2198,-0.1679894913568526,8,B
2199,0.17936973879983176,1,B
2200,1.3662630419510253,9,A
2201,-0.005710723423287308,6,A
2202,-1.4578563256191275,12,A
2203,-0.12312551834603741,13,B
2204,-0.17555493573054934,7,A
2205,1.0710256679116492,10,A
2206,-0.11414051340075124,2,A
2207,1.8110957879781582,9,A
2208,-1.554053737507378,4,B
2209,0.537150216907327,8,A
2210,-0.9847337008154013,10,A
2211,-2.034811321685057,7,B
2212,0.22765501142907402,13,A
2213,0.26924405686630887,11,A
2214,2.9786206505743733,9,A
2215,0.755726189207165,10,B
2216,-0.12473522570688152,5,B
2217,0.12035515928700628,7,A
2218,-1.3931048161596709,3,A
2219,1.606898968272393,9,A
2220,0.30490656862284726,6,B
2221,-0.20841876500041087,1,A
2222,0.029458566363937233,7,A
2223,1.9745582324253061,1,A
2224,0.3785892657646682,1,A
2225,1.4840533851626094,4,B
2226,0.35649253355263505,11,A
2227,-0.3101426573924596,0,A
2228,0.41528255806600084,6,A
2229,0.046082974614003056,11,B
2230,-1.0535482426731326,11,B
2231,-0.9154648778420176,4,A
2232,0.6678829760307937,5,B
2233,0.4816408588373987,9,A
2234,1.4256025060811808,4,A
2235,0.6940281978643881,13,A
2236,-1.0442326146523457,9,B
2237,0.2748526477889904,7,A
2238,0.1264666686473423,14,A
2239,0.5287412512543477,4,A
2240,1.4317972064833648,2,A
2241,1.1554701828079093,4,B
2242,0.8947081264691025,0,A
2243,-1.944215105264063,3,B
2244,-1.5454168097643435,3,A
2245,-0.6720971646767936,1,B
2246,-0.266110106619694,0,A
2247,-0.9993395838462671,1,B
2248,-0.6565292252952809,0,B
2249,-1.2817845231773624,5,A
2250,-0.4183797133970326,5,A
2251,0.005419761387222241,1,A
2252,0.39130272415398853,0,B
2253,-1.3096747765511376,10,A
2254,-1.9499940628394024,1,A
2255,0.6813273017956568,1,A
2256,-0.918817402554433,4,A
2257,-0.8857903729849863,3,B
2258,-0.21360290322895778,8,B
2259,1.6150392572242824,8,B
2260,-0.5225685885999098,12,A
2261,-0.38061040920568023,2,A
2262,-0.9169148597543209,4,B
2263,-0.5104200343534567,12,B
2264,0.5399258980560865,9,B
2265,-0.6257113335595974,11,A
2266,0.389922718907101,1,B
2267,0.5096002847027188,0,A
2268,0.5926571600948395,1,B
2269,1.0976446210471995,0,A
2270,-0.004784140094656279,2,B
2271,-2.597379028709283,4,A
2272,0.858471046357889,3,A
2273,1.6909333735365504,4,A
2274,-0.05789927325737092,11,B
2275,1.0600647850006661,9,A
2276,-1.4352313235209657,7,A
2277,0.5819448635952429,14,A
2278,2.2355167792922965,6,A
2279,0.3476638759685962,3,B
2280,0.5427778804322924,2,A
2281,0.5426038550877273,5,A
2282,0.24087570018875223,3,A
2283,1.482477409767073,13,A
2284,0.8220970222944263,2,B
2285,-0.2504311411019848,8,A
2286,0.33554504728679124,5,A
2287,0.5687045716088334,13,A
2288,1.0889898048719346,7,A
2289,0.38908051158753476,8,B
2290,0.8322223851619219,11,B
2291,2.35059540098325,14,B
2292,-1.1762906356682792,7,A
2293,1.7846740127249645,13,A
2294,-0.03169654762713964,4,B
2295,0.10415095216506645,14,A
2296,-0.12345619204807981,6,B
2297,-1.1750753713794295,2,B
2298,-0.1729337609839033,6,A
2299,0.1322832999287961,11,A
2300,-0.6476505262264701,12,B
2301,-1.8995465907860154,1,B
2302,-0.33508659411127084,8,A
2303,-0.8037532465431048,4,B
2304,0.14610957091351823,14,A
2305,-0.9044476726917093,11,B
2306,-0.11439049250702187,11,A
2307,-1.1916008006535432,5,A
2308,1.1697699436794569,6,A
2309,0.49233645740043847,9,A
2310,1.5655437705093926,4,A
2311,0.9138517774985847,1,A
2312,-0.4610392445750456,0,A
2313,-0.14937507751809329,11,A
2314,-0.7004731512436154,9,A
2315,2.4375079066096488,0,A
2316,0.2307765463503122,1,A
2317,0.134402446304437,5,A
2318,-0.7535059948445132,12,A
2319,2.3906518028352526,4,B
2320,0.38705127103544373,2,A
2321,1.5438190017036961,10,B
2322,1.7122557102508023,5,B
2323,0.23466157658533637,4,B
2324,0.076047884052473,8,B
2325,-0.34209858393625736,8,A
2326,0.42741798907851786,12,A
2327,-0.21199173798447152,9,A
2328,-1.8300189001625096,9,B
2329,0.1494329227383459,5,B
2330,-0.292193285124971,7,A
2331,0.46873937283252015,5,A
2332,0.26618630404162125,14,A
2333,-0.2891959033358819,13,A
2334,-0.5633986782281565,5,A
2335,0.7430354214093322,9,A
2336,-0.5231305539347121,11,B
2337,-0.9809839702429841,12,A
2338,1.2154103497997684,6,A
2339,0.7688143823879409,11,B
2340,-0.9697517865743106,12,A
2341,-0.44588041793568794,4,A
2342,0.46370331012753957,12,B
2343,0.900085827672851,8,A
2344,2.1552030555925903,10,B
2345,0.6459946581729685,13,B
2346,1.5769019358212135,4,B
2347,1.3109865488050718,8,A
2348,-0.7661632923734425,4,A
2349,1.7855206688039909,11,B
2350,-1.8621818600860927,11,A
2351,-0.542797602218363,1,B
2352,0.19251342979900146,4,A
2353,-2.25060692116794,0,B
2354,0.7743532448282203,11,B
2355,1.6960353784833355,12,A
2356,0.8511335023483376,4,B
2357,-0.3304896341107578,5,A
2358,-1.5347648262783615,14,B
2359,0.5188783491736425,2,A
2360,-0.2577466235168805,8,B
2361,-0.5220804494727219,1,A
2362,1.3320364702087975,14,A
2363,0.34694619283756134,7,A
2364,-0.6016799550918291,4,A
2365,-0.34692358252040967,4,A
2366,0.5683555431327053,5,A
2367,1.1588597020277371,12,B
2368,-0.675857275628947,0,B
2369,0.6187756487195945,0,B
2370,0.27241139578189155,4,B
2371,-0.5581465703853089,0,A
2372,-0.08840823250409348,9,B
2373,0.824560622318671,13,B
2374,-0.8692129917118178,13,B
2375,0.3893065173520796,10,B
2376,-0.7014533880763274,6,B
2377,0.5114222927262231,5,B
2378,-1.5645800051357803,14,B
2379,0.06270972798753628,12,A
2380,0.25828836967669383,10,B
2381,-0.5423270558262492,12,A
2382,0.16968312020902407,12,B
2383,0.12135256511441496,12,B
2384,-0.14027677791423623,11,B
2385,-0.7836513172339866,2,A
2386,1.1993631352346654,2,A
2387,0.10470037588361504,12,A
2388,-0.6668116345927878,9,B
2389,0.8116262650444528,5,A
2390,1.3605618613577624,7,A
2391,-0.6496312207019453,8,B
2392,0.4431249277469576,7,B
2393,0.7703924466001328,9,A
2394,-0.6457540693181222,5,A
2395,-0.10728711636817855,9,A
2396,1.9197663890037537,12,A
2397,-0.7393439451854402,9,B
2398,-0.8573058964911151,14,A
2399,1.647838545823235,10,B
2400,-0.018127843890898637,12,B
2401,0.5963585933806521,9,A
2402,-1.3148991372534424,0,A
2403,0.0010463887894968647,10,B
2404,0.8659504457381756,9,A
2405,1.2732514730139484,1,B
2406,-0.6159589793384398,14,A
2407,-0.8926624435186801,11,A
2408,1.5796292176826976,1,A
2409,0.2127298640041982,12,B
2410,0.6480064979942497,14,B
2411,-0.8604964922073954,0,A
2412,-0.5351949278754649,6,A
2413,-0.45706734877124827,3,A
2414,1.0213214737332041,8,A
2415,1.2766310570593655,4,B
2416,0.5788293146463577,10,A
2417,-1.230444819666962,6,B
2418,0.6887516709834896,13,B
2419,-0.2596292085441888,0,B
2420,0.938619526159045,7,A
2421,0.2479437749167865,13,B
2422,0.34523566172877207,9,B
2423,-2.01393304281134,5,A
2424,-1.009641051635496,0,A
2425,-0.24898970335026163,11,A
2426,0.2923264881799358,12,A
2427,0.8715791927824004,3,A
2428,0.12618641702007288,12,B
2429,-0.9469782148049141,13,A
2430,0.6075381264204481,11,B
2431,-0.7767303787291482,3,A
2432,-1.5714266524317773,8,A
2433,1.3484393559303895,0,B
2434,0.07833745939499805,4,A
2435,0.49559439066830063,4,B
2436,0.5102544482216378,13,A
2437,-1.5198084684341728,12,B
2438,0.22623759123352988,0,A
2439,-0.21601004824588438,2,B
2440,0.37140153259910524,1,A
2441,-1.0989912524035546,10,B
2442,0.1556358806929924,11,A
2443,-0.3553817233060927,7,B
2444,0.7744123525075539,2,A
2445,0.6601935740964403,14,A
2446,0.087935370409447,12,B
2447,1.6037455367619684,11,B
2448,1.1049692327532425,1,A
2449,-0.12422264463488943,3,B
2450,-0.4012733410855318,5,A
2451,0.5677295816560564,7,A
2452,-0.3024984537672778,12,B
2453,-0.8212444419240067,3,B
2454,-1.0715089993102895,12,A
2455,-2.2168314462753163,6,A
2456,-0.5224069883545498,6,A
2457,0.2688068188729852,3,A
2458,2.1933351603523383,7,A
2459,-0.3942745891614065,3,A
2460,-2.110120656388455,1,A
2461,-1.3074072448418492,9,B
2462,-0.303033973611618,3,B
2463,-0.1863613074442921,12,A
2464,-1.1584716135585167,13,A
2465,-0.8419522549515219,10,B
2466,1.0982958201961606,1,A
2467,-0.6561748895535445,7,A
2468,-0.24902211011160458,9,A
2469,0.7766741128182173,11,B
2470,0.4935547226996458,8,A
2471,0.7295025098751069,13,B
2472,0.15654898044630183,0,A
2473,-1.508333940529653,13,A
2474,-0.06566530636470935,8,A
2475,-1.1896509138960438,8,A
2476,1.4752763544834149,10,A
2477,0.27877362045210796,10,A
2478,-0.5925170133459123,10,A
2479,1.3578737867851092,10,A
2480,-0.19264304476782393,2,B
2481,0.5647313804547575,12,A
2482,0.6274325889332377,11,B
2483,0.610400805534798,8,B
2484,0.08365858507040681,2,B
2485,0.9986301684954224,3,B
2486,1.5575005827027217,10,A
2487,-0.3017063881367438,13,B
2488,0.023500426546650112,12,A
2489,-0.7121138126751058,7,B
2490,0.7231110314995144,10,B
2491,0.5116724924576911,10,A
2492,-0.20769386313781527,1,A
2493,-0.3759384800784445,11,A
2494,0.1404732572726216,11,A
2495,1.3094136654866755,0,B
2496,-0.787848272477954,5,A
2497,0.7213063071579899,14,B
2498,-0.7135260205758949,14,A
2499,0.7081837624891826,7,B
2500,0.41391264749790624,13,A
2501,-0.15113480218449177,3,A
2502,0.3591315464306536,0,A
2503,0.021951803214497096,2,B
2504,0.84005982851479,14,B
2505,-0.013782952947135408,10,A
2506,0.38626791494871365,7,A
2507,-0.3046547011696826,7,A
2508,1.1231697346282326,0,A
2509,0.6545305359198722,13,B
2510,-0.20203588062064312,1,A
2511,0.4447609346130185,6,A
2512,-0.8255296064438126,12,B
2513,0.681176914066917,14,A
2514,-1.2448640043773282,1,A
2515,-0.22024294365642977,3,B
2516,0.24075142695195167,6,A
2517,-1.181477309141963,2,B
2518,0.162372922718832,11,A
2519,0.09466062714877617,3,A
2520,-0.5254689196343681,14,A
2521,-0.6961881998029408,0,B
2522,0.3184084705074748,0,A
2523,0.6114163022522433,5,A
2524,-1.149860254523834,2,A
2525,-0.5752880519112524,6,B
2526,0.0990368023871979,5,A
2527,0.35402470665929947,6,A
2528,-1.0527780615238287,13,A
2529,-0.350359702204282,8,A
2530,-0.0921958045882197,0,B
2531,-0.6727320180467065,1,A
2532,0.6675219495689694,12,B
2533,0.42141343543106957,10,B
2534,0.9301174169266507,5,A
2535,0.7240926195606746,7,A
2536,0.9284483151360932,6,A
2537,-0.5523463847330858,4,A
2538,2.6469691728231735,14,A
2539,0.5103711087374689,14,A
2540,0.6943682865271507,7,B
2541,1.9660627236242316,3,A
2542,-0.5970045852411938,9,B
2543,-0.4136844083876873,3,A
2544,-1.0242722098287027,2,A
2545,0.8797764786040169,9,A
2546,1.3162996271508152,13,A
2547,-0.8324552843592595,12,A
2548,-0.5832548646839202,1,A
2549,0.9752971927389453,10,B
2550,0.11326503021498077,6,B
2551,0.8614377870102289,11,B
2552,1.1686599106455415,0,B
2553,0.834765441113562,0,A
2554,0.22730903494530766,14,B
2555,1.6518751367149276,5,B
2556,-0.07991108694816519,8,B
2557,0.9788577502533876,6,A
2558,-0.8294216907698616,5,A
2559,0.7034152509923514,8,A
2560,-1.5249650232552259,9,A
2561,-1.0463403546451053,3,A
2562,-0.5239029177208414,1,A
2563,2.7314857680366225,4,B
2564,-2.2596183215898242,5,B
2565,-0.37616757861442934,10,A
2566,-1.0749027216641394,13,B
2567,-1.4348156958917595,3,B
2568,-0.03716904763450111,10,A
2569,-2.121658429668083,4,B
2570,-0.3019633718754335,13,B
2571,1.0509940520748233,2,A
2572,0.28463111905187694,14,A
2573,1.9782731878968158,11,B
2574,1.1326117163379463,12,B
2575,0.41829921103715756,2,A
2576,0.3881395189799341,5,B
2577,1.561459028097974,14,A
2578,-0.04051531584989354,9,B
2579,-1.1824978392996655,4,A
2580,-1.7327122673107753,9,B
2581,2.391808033945765,10,A
2582,-1.5258510173605682,14,A
2583,-1.5140102009309149,7,A
2584,0.5514891064543104,6,B
2585,1.4546048326111538,1,B
2586,0.4294959129400335,12,B
2587,1.4987075119715623,14,A
2588,-0.4067909060738832,8,A
2589,-0.11560306278096417,9,A
2590,-0.22197911277366797,2,B
2591,0.6517373097923334,12,A
2592,1.0479749003602117,9,A
2593,-0.36851842990631045,11,A
2594,0.13451890753561224,12,B
2595,1.4034218024941683,0,A
2596,1.2952355602007741,1,A
2597,-0.8695981518750613,6,A
2598,0.032264045082968304,14,B
2599,-1.1437996660146845,3,B
2600,1.3593363438747905,4,B
2601,0.8648903941931336,0,B
2602,-0.35592655953814,7,B
2603,0.23518235521683287,8,A
2604,0.33461372622848456,1,B
2605,1.7857258775871998,13,A
2606,-0.7066466749284573,3,A
2607,-0.36217114257942934,9,B
2608,0.19371076657327987,7,A
2609,-0.14181370204638494,1,A
2610,-0.030742007147464948,7,A
2611,-0.8363464618550538,6,A
2612,-1.0491244136679971,8,A
2613,1.1578686714684066,1,B
2614,-0.9267140832052748,4,A
2615,0.036027130557488636,13,B
2616,0.41811473615678707,5,A
2617,1.570339070524525,5,B
2618,-0.29678535337096174,10,B
2619,-0.7298669742236741,13,A
2620,1.0417611180515067,9,A
2621,1.0052946967013456,12,A
2622,-0.7251099259240303,1,A
2623,0.8826995128484488,9,B
2624,1.063248743406678,5,B
2625,0.9728577165212347,11,A
2626,-0.650052532482862,8,A
