student_id,college_id,years_of_experience,degree
student_1932,college_12,1,Masters
student_1933,college_2,1,None
student_1934,college_14,5,None
student_1935,college_2,0,None
student_1936,college_14,2,PhD
student_1937,college_3,2,None
student_1938,college_0,3,Bachelors
student_1939,college_12,2,None
student_1940,college_1,2,Bachelors
student_1941,college_2,1,PhD
student_1942,college_16,2,Masters
student_1943,college_14,1,PhD
student_1944,college_11,2,Bachelors
student_1945,college_7,1,None
student_1946,college_10,2,None
student_1947,college_11,1,None
student_1948,college_3,3,Bachelors
student_1949,college_7,1,Bachelors
student_1950,college_10,0,PhD
student_1951,college_9,3,PhD
student_1952,college_3,0,Bachelors
student_1953,college_5,1,None
student_1954,college_4,1,None
student_1955,college_3,4,PhD
student_1956,college_19,0,Masters
student_1957,college_6,6,Bachelors
student_1958,college_12,3,Masters
student_1959,college_14,2,Masters
student_1960,college_10,1,Bachelors
student_1961,college_13,2,Bachelors
student_1962,college_18,2,Bachelors
student_1963,college_14,2,None
student_1964,college_18,2,Masters
student_1965,college_15,2,Bachelors
student_1966,college_16,1,Bachelors
student_1967,college_17,1,None
student_1968,college_18,1,None
student_1969,college_16,3,Masters
student_1970,college_18,2,Masters
student_1971,college_4,0,Bachelors
student_1972,college_12,2,PhD
student_1973,college_16,2,None
student_1974,college_13,1,Masters
student_1975,college_8,1,None
student_1976,college_10,3,PhD
student_1977,college_14,3,Masters
student_1978,college_4,0,None
student_1979,college_19,2,PhD
student_1980,college_17,0,PhD
student_1981,college_17,0,Masters
student_1982,college_6,1,Masters
student_1983,college_19,3,PhD
student_1984,college_11,3,Masters
student_1985,college_5,2,PhD
student_1986,college_3,3,PhD
student_1987,college_17,2,None
student_1988,college_18,1,None
student_1989,college_17,2,PhD
student_1990,college_13,3,Bachelors
student_1991,college_16,3,Bachelors
student_1992,college_0,3,None
student_1993,college_4,3,Bachelors
student_1994,college_1,2,Masters
student_1995,college_8,3,Masters
student_1996,college_9,1,PhD
student_1997,college_4,0,Bachelors
student_1998,college_9,1,Masters
student_1999,college_17,0,Bachelors
student_2000,college_11,0,None
student_2001,college_3,1,Masters
student_2002,college_17,0,None
student_2003,college_7,1,PhD
student_2004,college_1,0,None
student_2005,college_12,2,None
student_2006,college_10,2,Bachelors
student_2007,college_0,0,PhD
student_2008,college_6,2,None
student_2009,college_7,3,PhD
student_2010,college_18,0,Masters
student_2011,college_6,0,PhD
student_2012,college_14,0,Masters
student_2013,college_2,0,Masters
student_2014,college_5,3,Bachelors
student_2015,college_12,1,Bachelors
student_2016,college_13,1,PhD
student_2017,college_17,0,PhD
student_2018,college_4,2,Masters
student_2019,college_18,0,PhD
student_2020,college_0,2,PhD
student_2021,college_14,2,Masters
student_2022,college_1,4,Masters
student_2023,college_10,0,Bachelors
student_2024,college_19,0,PhD
student_2025,college_15,2,PhD
student_2026,college_2,4,PhD
student_2027,college_16,3,Masters
student_2028,college_5,2,Bachelors
student_2029,college_16,1,Masters
student_2030,college_13,3,None
student_2031,college_2,0,PhD
student_2032,college_7,2,Masters
student_2033,college_10,2,PhD
student_2034,college_11,3,PhD
student_2035,college_6,6,None
student_2036,college_17,2,Bachelors
student_2037,college_3,1,PhD
student_2038,college_14,1,Masters
student_2039,college_19,0,Masters
student_2040,college_1,0,PhD
student_2041,college_12,1,Bachelors
student_2042,college_12,1,PhD
student_2043,college_17,2,PhD
student_2044,college_0,0,PhD
student_2045,college_16,3,None
student_2046,college_15,2,Bachelors
student_2047,college_9,1,Masters
student_2048,college_10,1,Bachelors
student_2049,college_3,2,Masters
student_2050,college_17,3,Bachelors
student_2051,college_2,0,Masters
student_2052,college_6,1,None
student_2053,college_3,1,Masters
student_2054,college_17,0,None
student_2055,college_2,0,Masters
student_2056,college_0,1,None
student_2057,college_10,3,Bachelors
student_2058,college_2,2,Bachelors
student_2059,college_1,2,Masters
student_2060,college_8,3,Bachelors
student_2061,college_18,1,Masters
student_2062,college_8,2,None
student_2063,college_12,1,None
student_2064,college_12,2,None
student_2065,college_10,1,Bachelors
student_2066,college_12,0,Bachelors
student_2067,college_17,1,Bachelors
student_2068,college_19,4,Bachelors
student_2069,college_18,3,Bachelors
student_2070,college_2,3,PhD
student_2071,college_16,3,Bachelors
student_2072,college_9,2,PhD
student_2073,college_19,2,Bachelors
student_2074,college_9,1,None
student_2075,college_12,1,None
student_2076,college_0,2,None
student_2077,college_5,3,Masters
student_2078,college_4,1,None
student_2079,college_17,1,PhD
student_2080,college_4,2,PhD
student_2081,college_11,2,Bachelors
student_2082,college_17,0,Masters
student_2083,college_3,0,Bachelors
student_2084,college_0,1,None
student_2085,college_17,0,Bachelors
student_2086,college_9,1,Masters
student_2087,college_11,1,Masters
student_2088,college_13,1,Masters
student_2089,college_5,4,Masters
student_2090,college_7,2,PhD
student_2091,college_6,2,Bachelors
student_2092,college_5,2,Bachelors
student_2093,college_17,0,None
student_2094,college_17,3,Bachelors
student_2095,college_9,1,Bachelors
student_2096,college_8,3,Bachelors
student_2097,college_6,0,None
student_2098,college_10,0,PhD
student_2099,college_4,3,Masters
student_2100,college_3,2,PhD
student_2101,college_19,0,Bachelors
student_2102,college_6,0,PhD
student_2103,college_15,3,None
student_2104,college_10,0,PhD
student_2105,college_18,4,Masters
student_2106,college_18,0,PhD
student_2107,college_10,2,None
student_2108,college_5,1,Bachelors
student_2109,college_10,2,Masters
student_2110,college_7,1,None
student_2111,college_8,1,PhD
student_2112,college_4,2,PhD
student_2113,college_15,0,None
student_2114,college_14,3,PhD
student_2115,college_9,1,None
student_2116,college_17,1,Bachelors
student_2117,college_5,0,Bachelors
student_2118,college_8,0,Masters
student_2119,college_17,1,Masters
student_2120,college_8,5,Bachelors
student_2121,college_2,3,Bachelors
student_2122,college_16,1,Bachelors
student_2123,college_18,1,None
student_2124,college_18,2,Masters
student_2125,college_1,2,PhD
student_2126,college_17,0,None
student_2127,college_4,3,PhD
student_2128,college_12,3,Masters
student_2129,college_18,3,PhD
student_2130,college_4,2,None
student_2131,college_16,2,Bachelors
student_2132,college_12,3,PhD
student_2133,college_16,2,Bachelors
student_2134,college_7,1,Masters
student_2135,college_16,1,Masters
student_2136,college_14,2,Masters
student_2137,college_5,4,Masters
student_2138,college_15,0,PhD
student_2139,college_1,0,Masters
student_2140,college_15,2,Masters
student_2141,college_2,2,PhD
student_2142,college_11,2,Masters
student_2143,college_1,2,Masters
student_2144,college_16,1,PhD
student_2145,college_12,4,None
student_2146,college_14,0,Bachelors
student_2147,college_1,0,PhD
student_2148,college_3,1,PhD
student_2149,college_8,0,Masters
student_2150,college_12,1,None
student_2151,college_11,4,Bachelors
student_2152,college_16,2,PhD
student_2153,college_12,2,Masters
student_2154,college_16,0,None
student_2155,college_11,1,PhD
student_2156,college_15,1,None
student_2157,college_19,1,Bachelors
student_2158,college_16,3,Masters
student_2159,college_14,2,Masters
student_2160,college_7,0,Bachelors
student_2161,college_16,2,PhD
student_2162,college_6,2,Masters
student_2163,college_5,3,Masters
student_2164,college_11,4,Bachelors
student_2165,college_7,0,None
student_2166,college_10,0,Bachelors
student_2167,college_15,0,None
student_2168,college_15,1,Masters
student_2169,college_18,2,Masters
student_2170,college_13,3,Bachelors
student_2171,college_7,1,Bachelors
student_2172,college_4,1,Masters
student_2173,college_4,2,Bachelors
student_2174,college_18,0,Masters
student_2175,college_1,5,Masters
student_2176,college_8,0,Masters
student_2177,college_16,2,None
student_2178,college_19,5,Bachelors
student_2179,college_9,2,Bachelors
student_2180,college_6,1,None
student_2181,college_19,1,None
student_2182,college_15,1,Masters
student_2183,college_7,4,None
student_2184,college_19,0,Masters
student_2185,college_18,4,Masters
student_2186,college_19,0,PhD
student_2187,college_5,1,PhD
student_2188,college_14,1,Bachelors
student_2189,college_7,2,None
student_2190,college_12,0,Masters
student_2191,college_3,2,Bachelors
student_2192,college_6,5,None
student_2193,college_4,0,Bachelors
student_2194,college_5,2,None
student_2195,college_19,1,Bachelors
student_2196,college_17,2,Bachelors
student_2197,college_2,2,None
student_2198,college_4,1,Bachelors
student_2199,college_13,2,None
student_2200,college_11,4,Bachelors
student_2201,college_16,1,None
student_2202,college_7,3,None
student_2203,college_12,0,PhD
student_2204,college_18,0,Bachelors
student_2205,college_13,2,Masters
student_2206,college_8,4,None
student_2207,college_7,2,Bachelors
student_2208,college_9,1,None
student_2209,college_8,1,Masters
student_2210,college_0,0,Bachelors
student_2211,college_18,2,Bachelors
student_2212,college_16,3,Bachelors
student_2213,college_12,1,Masters
student_2214,college_10,1,None
student_2215,college_11,2,Bachelors
student_2216,college_4,1,None
student_2217,college_18,1,PhD
student_2218,college_8,5,None
student_2219,college_18,1,PhD
student_2220,college_19,1,PhD
student_2221,college_12,1,Masters
student_2222,college_13,3,None
student_2223,college_5,1,PhD
student_2224,college_17,1,None
student_2225,college_8,3,PhD
student_2226,college_18,4,PhD
student_2227,college_12,1,Masters
student_2228,college_3,0,Masters
student_2229,college_14,3,Masters
student_2230,college_3,0,Masters
student_2231,college_16,3,None
student_2232,college_10,0,Bachelors
student_2233,college_5,3,None
student_2234,college_0,0,Bachelors
student_2235,college_4,3,None
student_2236,college_19,2,None
student_2237,college_2,0,Bachelors
student_2238,college_8,1,Masters
student_2239,college_11,3,Bachelors
student_2240,college_19,2,Bachelors
student_2241,college_12,2,None
student_2242,college_19,4,PhD
student_2243,college_19,0,Bachelors
student_2244,college_5,4,None
student_2245,college_14,2,Bachelors
student_2246,college_6,0,PhD
student_2247,college_6,0,Bachelors
student_2248,college_19,1,Masters
student_2249,college_19,3,Masters
student_2250,college_1,1,PhD
student_2251,college_7,4,Bachelors
student_2252,college_5,0,Bachelors
student_2253,college_8,1,None
student_2254,college_11,0,None
student_2255,college_12,2,Masters
student_2256,college_16,3,Bachelors
student_2257,college_2,1,Bachelors
student_2258,college_17,0,PhD
student_2259,college_17,2,PhD
student_2260,college_11,2,PhD
student_2261,college_7,2,Masters
student_2262,college_14,3,None
student_2263,college_18,0,Bachelors
student_2264,college_8,3,Masters
student_2265,college_13,3,Bachelors
student_2266,college_17,0,Bachelors
student_2267,college_16,2,PhD
student_2268,college_10,1,Bachelors
student_2269,college_16,1,PhD
student_2270,college_17,2,PhD
student_2271,college_14,1,None
student_2272,college_18,0,None
student_2273,college_7,2,PhD
student_2274,college_14,0,None
student_2275,college_18,0,Bachelors
student_2276,college_15,3,Bachelors
student_2277,college_8,0,Bachelors
student_2278,college_12,2,Masters
student_2279,college_7,2,PhD
student_2280,college_13,0,PhD
student_2281,college_16,0,Bachelors
student_2282,college_8,3,Masters
student_2283,college_9,0,Bachelors
student_2284,college_12,1,PhD
student_2285,college_2,2,Masters
student_2286,college_15,3,PhD
student_2287,college_11,1,Masters
student_2288,college_18,1,PhD
student_2289,college_5,4,Masters
student_2290,college_15,4,Masters
student_2291,college_7,3,Masters
student_2292,college_8,2,Masters
student_2293,college_7,0,Masters
student_2294,college_7,0,PhD
student_2295,college_4,2,Bachelors
student_2296,college_3,2,Bachelors
student_2297,college_15,4,Bachelors
student_2298,college_17,2,Bachelors
student_2299,college_15,0,PhD
student_2300,college_19,3,PhD
student_2301,college_15,0,PhD
student_2302,college_15,1,Masters
student_2303,college_16,2,PhD
student_2304,college_12,4,Masters
student_2305,college_18,6,Masters
student_2306,college_1,2,None
student_2307,college_15,1,Bachelors
student_2308,college_16,2,PhD
student_2309,college_12,3,Masters
student_2310,college_14,1,Bachelors
student_2311,college_16,4,None
student_2312,college_10,2,Bachelors
student_2313,college_0,2,Masters
student_2314,college_12,2,Bachelors
student_2315,college_10,2,PhD
student_2316,college_19,3,PhD
student_2317,college_5,1,PhD
student_2318,college_7,1,PhD
student_2319,college_15,0,PhD
student_2320,college_11,2,Masters
student_2321,college_15,3,None
student_2322,college_6,2,None
student_2323,college_11,4,PhD
student_2324,college_12,1,PhD
student_2325,college_14,3,Masters
student_2326,college_18,0,Masters
student_2327,college_18,1,Masters
student_2328,college_3,3,PhD
student_2329,college_7,3,None
student_2330,college_12,1,Masters
student_2331,college_4,1,Masters
student_2332,college_15,0,Bachelors
student_2333,college_5,1,None
student_2334,college_15,3,Masters
student_2335,college_16,2,PhD
student_2336,college_15,2,PhD
student_2337,college_8,2,Bachelors
student_2338,college_12,2,Bachelors
student_2339,college_5,1,Bachelors
student_2340,college_6,3,PhD
student_2341,college_15,2,Bachelors
student_2342,college_14,2,PhD
student_2343,college_8,1,PhD
student_2344,college_11,0,PhD
student_2345,college_11,3,Bachelors
student_2346,college_13,1,Bachelors
student_2347,college_11,0,Masters
student_2348,college_18,3,Masters
student_2349,college_9,1,PhD
student_2350,college_10,3,None
student_2351,college_14,2,Bachelors
student_2352,college_12,3,PhD
student_2353,college_14,0,Masters
student_2354,college_5,3,PhD
student_2355,college_13,2,None
student_2356,college_2,1,Bachelors
student_2357,college_5,2,PhD
student_2358,college_7,0,PhD
student_2359,college_10,2,PhD
student_2360,college_8,0,None
student_2361,college_8,0,None
student_2362,college_11,0,None
student_2363,college_13,3,Masters
student_2364,college_5,1,Bachelors
student_2365,college_4,4,Masters
student_2366,college_8,1,Bachelors
student_2367,college_6,0,Masters
student_2368,college_12,0,Bachelors
student_2369,college_3,3,Bachelors
student_2370,college_15,1,Bachelors
student_2371,college_0,1,None
student_2372,college_16,2,Bachelors
student_2373,college_3,2,PhD
student_2374,college_19,3,Masters
student_2375,college_2,4,None
student_2376,college_9,1,Masters
student_2377,college_7,0,PhD
student_2378,college_14,1,Masters
student_2379,college_4,2,Masters
student_2380,college_0,0,Bachelors
student_2381,college_11,0,PhD
student_2382,college_15,2,None
student_2383,college_17,1,PhD
student_2384,college_17,2,None
student_2385,college_4,0,Masters
student_2386,college_18,1,None
student_2387,college_18,0,None
student_2388,college_16,3,PhD
student_2389,college_11,3,None
student_2390,college_17,0,Masters
student_2391,college_2,0,None
student_2392,college_9,0,PhD
student_2393,college_13,1,PhD
student_2394,college_4,1,PhD
student_2395,college_0,0,Bachelors
student_2396,college_16,0,Masters
student_2397,college_11,0,PhD
student_2398,college_15,2,Bachelors
student_2399,college_15,2,None
student_2400,college_9,0,Bachelors
student_2401,college_13,2,PhD
student_2402,college_19,1,Masters
student_2403,college_0,1,PhD
student_2404,college_6,4,None
student_2405,college_17,4,None
student_2406,college_12,0,Masters
student_2407,college_5,3,None
student_2408,college_12,3,Masters
student_2409,college_8,0,Bachelors
student_2410,college_13,3,Masters
student_2411,college_16,4,PhD
student_2412,college_9,0,PhD
student_2413,college_13,0,Masters
student_2414,college_2,3,Masters
student_2415,college_4,2,PhD
student_2416,college_3,2,None
student_2417,college_19,2,None
student_2418,college_8,2,None
student_2419,college_6,0,PhD
student_2420,college_0,3,Masters
student_2421,college_1,3,Bachelors
student_2422,college_5,1,Bachelors
student_2423,college_9,1,PhD
student_2424,college_4,0,None
student_2425,college_0,2,Masters
student_2426,college_2,2,Masters
student_2427,college_0,1,None
student_2428,college_6,3,PhD
student_2429,college_13,1,PhD
student_2430,college_15,2,PhD
student_2431,college_14,0,Bachelors
student_2432,college_10,1,Bachelors
student_2433,college_4,1,Bachelors
student_2434,college_8,2,None
student_2435,college_2,1,None
student_2436,college_5,1,Masters
student_2437,college_8,3,None
student_2438,college_0,1,Bachelors
student_2439,college_7,0,None
student_2440,college_14,4,Masters
student_2441,college_1,4,Masters
student_2442,college_14,0,Bachelors
student_2443,college_16,3,Masters
student_2444,college_15,1,None
student_2445,college_9,2,PhD
student_2446,college_5,2,Bachelors
student_2447,college_17,1,Bachelors
student_2448,college_8,0,None
student_2449,college_9,0,Masters
student_2450,college_11,0,Bachelors
student_2451,college_6,0,Bachelors
student_2452,college_7,1,None
student_2453,college_10,0,Bachelors
student_2454,college_5,3,PhD
student_2455,college_18,4,Bachelors
student_2456,college_12,1,Masters
student_2457,college_0,2,Bachelors
student_2458,college_18,2,None
student_2459,college_19,2,Masters
student_2460,college_11,2,Bachelors
student_2461,college_7,3,Masters
student_2462,college_15,2,Bachelors
student_2463,college_19,0,PhD
student_2464,college_1,3,Bachelors
student_2465,college_11,3,Masters
student_2466,college_17,0,Bachelors
student_2467,college_4,2,None
student_2468,college_7,3,PhD
student_2469,college_17,1,PhD
student_2470,college_14,3,Masters
student_2471,college_0,5,None
student_2472,college_11,0,Masters
student_2473,college_8,0,Bachelors
student_2474,college_15,2,None
student_2475,college_17,3,PhD
student_2476,college_17,1,None
student_2477,college_6,4,Masters
student_2478,college_17,0,PhD
student_2479,college_10,3,None
student_2480,college_8,1,Masters
student_2481,college_2,4,Masters
student_2482,college_14,4,PhD
student_2483,college_8,0,PhD
student_2484,college_14,1,Bachelors
student_2485,college_16,3,None
student_2486,college_5,1,Bachelors
student_2487,college_19,1,PhD
student_2488,college_19,2,Masters
student_2489,college_10,0,Bachelors
student_2490,college_17,1,None
student_2491,college_6,0,None
student_2492,college_17,1,Masters
student_2493,college_19,4,PhD
student_2494,college_10,0,None
student_2495,college_10,3,Bachelors
student_2496,college_3,1,Bachelors
student_2497,college_1,1,Masters
student_2498,college_5,3,Bachelors
student_2499,college_6,2,Bachelors
student_2500,college_15,2,Masters
student_2501,college_3,3,Bachelors
student_2502,college_18,1,None
student_2503,college_15,1,PhD
student_2504,college_1,0,PhD
student_2505,college_7,0,Bachelors
student_2506,college_0,6,Masters
student_2507,college_15,3,Bachelors
student_2508,college_14,0,Bachelors
student_2509,college_11,0,None
student_2510,college_11,2,Bachelors
student_2511,college_19,2,PhD
student_2512,college_16,2,Bachelors
student_2513,college_2,1,PhD
student_2514,college_2,1,Masters
student_2515,college_16,2,Bachelors
student_2516,college_3,2,Masters
student_2517,college_17,0,None
student_2518,college_6,1,Masters
student_2519,college_16,0,Masters
student_2520,college_18,2,Masters
student_2521,college_17,6,None
student_2522,college_3,2,PhD
student_2523,college_14,1,None
student_2524,college_3,3,Masters
student_2525,college_5,2,None
student_2526,college_16,2,PhD
student_2527,college_5,2,None
student_2528,college_11,5,PhD
student_2529,college_17,0,PhD
student_2530,college_11,2,None
student_2531,college_13,0,PhD
student_2532,college_19,2,Masters
student_2533,college_18,0,Masters
student_2534,college_12,1,PhD
student_2535,college_11,1,None
student_2536,college_14,3,None
student_2537,college_0,3,Bachelors
student_2538,college_9,0,Bachelors
student_2539,college_16,2,Masters
student_2540,college_9,0,Bachelors
student_2541,college_9,0,Masters
student_2542,college_6,1,PhD
student_2543,college_0,1,PhD
student_2544,college_17,5,Masters
student_2545,college_3,2,Bachelors
student_2546,college_14,0,PhD
student_2547,college_4,1,Masters
student_2548,college_8,3,PhD
student_2549,college_18,5,Masters
student_2550,college_7,0,PhD
student_2551,college_9,0,Bachelors
student_2552,college_18,4,None
student_2553,college_18,2,Masters
student_2554,college_2,0,PhD
student_2555,college_15,2,Masters
student_2556,college_15,0,Bachelors
student_2557,college_19,2,PhD
student_2558,college_1,2,None
student_2559,college_2,3,Bachelors
student_2560,college_10,0,PhD
student_2561,college_13,2,None
student_2562,college_3,0,Masters
student_2563,college_19,2,Bachelors
student_2564,college_12,0,Bachelors
student_2565,college_9,1,Bachelors
student_2566,college_10,0,Masters
student_2567,college_10,2,Masters
student_2568,college_4,3,Bachelors
student_2569,college_12,1,None
student_2570,college_19,2,Bachelors
student_2571,college_7,0,None
student_2572,college_9,1,None
student_2573,college_4,1,Masters
student_2574,college_10,5,Bachelors
student_2575,college_15,0,Bachelors
student_2576,college_17,4,None
student_2577,college_8,3,Bachelors
student_2578,college_12,2,None
student_2579,college_4,4,Masters
student_2580,college_15,2,Masters
student_2581,college_15,2,None
student_2582,college_18,1,Masters
student_2583,college_17,3,Masters
student_2584,college_7,3,Bachelors
student_2585,college_8,1,None
student_2586,college_10,0,Bachelors
student_2587,college_3,1,None
student_2588,college_13,0,PhD
student_2589,college_11,1,Masters
student_2590,college_10,3,PhD
student_2591,college_19,1,Bachelors
student_2592,college_9,1,Masters
student_2593,college_11,2,None
student_2594,college_19,3,Masters
student_2595,college_14,0,Bachelors
student_2596,college_7,1,Masters
student_2597,college_11,2,Masters
student_2598,college_2,3,Bachelors
student_2599,college_1,1,Masters
student_2600,college_19,0,Masters
student_2601,college_9,2,Bachelors
student_2602,college_10,1,Bachelors
student_2603,college_9,0,None
student_2604,college_15,1,Bachelors
student_2605,college_10,1,Masters
student_2606,college_17,1,Masters
student_2607,college_6,0,PhD
student_2608,college_17,3,None
student_2609,college_19,3,Masters
student_2610,college_0,2,None
student_2611,college_18,0,Bachelors
student_2612,college_8,1,Masters
student_2613,college_1,1,PhD
student_2614,college_6,2,PhD
student_2615,college_1,3,None
student_2616,college_0,0,Bachelors
student_2617,college_12,2,PhD
student_2618,college_11,2,Bachelors
student_2619,college_0,4,PhD
student_2620,college_12,3,Masters
student_2621,college_12,3,Bachelors
student_2622,college_10,2,None
student_2623,college_19,4,Bachelors
student_2624,college_5,2,Masters
student_2625,college_16,0,None
student_2626,college_17,4,Bachelors
student_2627,college_1,3,Masters
student_2628,college_16,1,PhD
student_2629,college_10,1,None
student_2630,college_12,2,Masters
student_2631,college_0,2,PhD
student_2632,college_11,2,PhD
student_2633,college_9,2,Masters
student_2634,college_16,4,PhD
student_2635,college_1,3,PhD
student_2636,college_12,2,Bachelors
student_2637,college_17,3,PhD
student_2638,college_7,0,Masters
student_2639,college_10,2,None
student_2640,college_4,4,Bachelors
student_2641,college_12,1,Masters
student_2642,college_13,0,Masters
student_2643,college_18,1,Masters
student_2644,college_13,0,PhD
student_2645,college_19,0,PhD
student_2646,college_14,1,Masters
student_2647,college_6,0,Masters
student_2648,college_18,2,Masters
student_2649,college_4,3,PhD
student_2650,college_16,0,Masters
student_2651,college_13,4,Masters
student_2652,college_18,2,Masters
student_2653,college_10,3,Bachelors
student_2654,college_17,1,Bachelors
student_2655,college_5,3,PhD
student_2656,college_4,0,Bachelors
student_2657,college_10,3,None
student_2658,college_13,2,PhD
student_2659,college_14,2,PhD
student_2660,college_4,0,Masters
student_2661,college_3,0,Masters
student_2662,college_5,2,Bachelors
student_2663,college_19,0,PhD
student_2664,college_19,2,Masters
student_2665,college_19,0,Masters
student_2666,college_7,3,Bachelors
student_2667,college_11,0,Bachelors
student_2668,college_15,2,Masters
student_2669,college_16,2,None
student_2670,college_11,0,Masters
student_2671,college_12,2,None
student_2672,college_15,2,Masters
student_2673,college_5,1,Masters
student_2674,college_7,0,Bachelors
student_2675,college_13,0,Bachelors
student_2676,college_8,2,None
student_2677,college_7,0,Masters
student_2678,college_6,2,Bachelors
student_2679,college_5,1,None
student_2680,college_19,3,None
student_2681,college_10,1,None
student_2682,college_7,1,None
student_2683,college_12,3,Bachelors
student_2684,college_19,2,None
student_2685,college_10,2,None
student_2686,college_19,2,Bachelors
student_2687,college_16,0,Bachelors
student_2688,college_14,3,None
student_2689,college_1,2,Masters
student_2690,college_16,0,None
student_2691,college_1,1,None
student_2692,college_16,1,Bachelors
student_2693,college_6,1,PhD
student_2694,college_14,2,None
student_2695,college_9,4,PhD
student_2696,college_14,3,Masters
student_2697,college_13,0,PhD
student_2698,college_19,2,Bachelors
student_2699,college_16,3,Masters
student_2700,college_14,2,None
student_2701,college_2,3,Bachelors
student_2702,college_5,5,Masters
student_2703,college_12,3,None
student_2704,college_10,2,None
student_2705,college_0,3,Masters
student_2706,college_14,2,Masters
student_2707,college_14,2,Bachelors
student_2708,college_8,1,PhD
student_2709,college_5,4,Bachelors
student_2710,college_2,0,Bachelors
student_2711,college_14,4,PhD
student_2712,college_2,2,None
student_2713,college_16,0,Masters
student_2714,college_12,2,None
student_2715,college_1,0,Masters
student_2716,college_10,2,Masters
student_2717,college_5,3,Masters
student_2718,college_5,1,Bachelors
student_2719,college_13,2,PhD
student_2720,college_9,4,None
student_2721,college_9,1,Masters
student_2722,college_3,0,Masters
student_2723,college_6,4,Bachelors
student_2724,college_19,4,PhD
student_2725,college_0,2,None
student_2726,college_15,3,None
student_2727,college_17,4,Bachelors
student_2728,college_19,0,None
student_2729,college_7,1,Masters
student_2730,college_18,3,None
student_2731,college_14,4,None
student_2732,college_14,2,Bachelors
student_2733,college_19,0,Bachelors
student_2734,college_7,4,PhD
student_2735,college_19,1,Masters
student_2736,college_1,1,Masters
student_2737,college_4,2,Bachelors
student_2738,college_11,4,Bachelors
student_2739,college_4,3,Bachelors
student_2740,college_18,2,PhD
student_2741,college_10,2,Bachelors
student_2742,college_1,2,Bachelors
student_2743,college_13,2,Masters
student_2744,college_5,0,PhD
student_2745,college_19,1,Masters
student_2746,college_14,2,PhD
student_2747,college_1,0,Bachelors
student_2748,college_9,2,PhD
student_2749,college_11,1,None
student_2750,college_2,4,None
student_2751,college_17,4,Bachelors
student_2752,college_9,1,None
student_2753,college_4,1,Bachelors
student_2754,college_8,1,PhD
student_2755,college_16,1,None
student_2756,college_16,2,Masters
student_2757,college_6,0,Bachelors
student_2758,college_3,0,Bachelors
student_2759,college_15,2,PhD
student_2760,college_13,2,PhD
student_2761,college_8,0,PhD
student_2762,college_4,3,None
student_2763,college_16,1,None
student_2764,college_15,2,Masters
student_2765,college_19,3,Masters
student_2766,college_9,1,Masters
student_2767,college_0,2,Bachelors
student_2768,college_0,1,None
student_2769,college_3,1,Masters
student_2770,college_19,1,None
student_2771,college_13,0,Bachelors
student_2772,college_10,1,PhD
student_2773,college_17,0,Masters
student_2774,college_0,1,Masters
student_2775,college_9,1,PhD
student_2776,college_2,1,PhD
student_2777,college_9,1,PhD
student_2778,college_0,1,Bachelors
student_2779,college_10,2,PhD
student_2780,college_12,3,Bachelors
student_2781,college_5,1,Masters
student_2782,college_10,0,PhD
student_2783,college_15,0,None
student_2784,college_1,1,Masters
student_2785,college_15,1,Masters
student_2786,college_14,0,PhD
student_2787,college_14,0,None
student_2788,college_1,1,PhD
student_2789,college_18,2,PhD
student_2790,college_17,2,Bachelors
student_2791,college_6,1,PhD
student_2792,college_11,1,Bachelors
student_2793,college_4,0,PhD
student_2794,college_0,1,PhD
student_2795,college_12,0,Masters
student_2796,college_18,2,None
student_2797,college_5,0,Bachelors
student_2798,college_9,1,PhD
student_2799,college_1,2,PhD
student_2800,college_13,2,Bachelors
student_2801,college_15,6,Masters
student_2802,college_11,2,None
student_2803,college_9,0,Masters
student_2804,college_16,1,PhD
student_2805,college_5,0,Bachelors
student_2806,college_11,1,Bachelors
student_2807,college_6,0,Bachelors
student_2808,college_14,3,Bachelors
student_2809,college_15,1,Masters
student_2810,college_6,1,PhD
student_2811,college_15,1,PhD
student_2812,college_10,4,Masters
student_2813,college_3,1,Masters
student_2814,college_6,4,Bachelors
student_2815,college_14,3,None
student_2816,college_16,2,Bachelors
student_2817,college_0,2,PhD
student_2818,college_1,2,Bachelors
student_2819,college_10,0,None
student_2820,college_1,1,Bachelors
student_2821,college_16,3,PhD
student_2822,college_0,1,PhD
student_2823,college_6,0,PhD
student_2824,college_6,1,Masters
student_2825,college_9,4,PhD
student_2826,college_17,3,PhD
student_2827,college_14,1,Bachelors
student_2828,college_8,3,Masters
student_2829,college_5,1,PhD
student_2830,college_3,0,Bachelors
student_2831,college_19,0,Bachelors
student_2832,college_6,4,PhD
student_2833,college_17,1,PhD
student_2834,college_8,1,Masters
student_2835,college_9,1,Masters
student_2836,college_5,4,Bachelors
student_2837,college_9,4,PhD
student_2838,college_17,5,None
student_2839,college_1,1,Masters
student_2840,college_0,2,None
student_2841,college_1,0,Bachelors
student_2842,college_12,4,Bachelors
student_2843,college_2,0,None
student_2844,college_12,2,Masters
student_2845,college_19,0,None
student_2846,college_19,1,PhD
student_2847,college_9,0,PhD
student_2848,college_6,1,Bachelors
student_2849,college_14,1,Masters
student_2850,college_2,1,None
student_2851,college_3,3,None
student_2852,college_9,0,None
student_2853,college_15,2,Masters
student_2854,college_7,3,Masters
student_2855,college_19,1,PhD
student_2856,college_11,0,None
student_2857,college_5,1,PhD
