student_id,verified_skills,skill_scores,experience,education
S371,"SQL, NLP, Kubernetes, MLOps, Python","{'SQL': 52, 'NLP': 94, 'Kubernetes': 82, 'MLOps': 99, 'Python': 91}",4,Masters
S372,React,{'React': 73},3,Self-Taught
S373,"SQL, C++, MLOps","{'SQL': 81, 'C++': 40, 'MLOps': 50}",1,PhD
S374,"C++, AWS, React, R, Deep Learning, Data Engineering, Python","{'C++': 87, 'AWS': 85, 'React': 44, 'R': 98, 'Deep Learning': 45, 'Data Engineering': 75, 'Python': 58}",5,PhD
S375,"MLOps, Computer Vision, Docker, Kubernetes, React","{'MLOps': 76, 'Computer Vision': 40, 'Docker': 56, 'Kubernetes': 51, 'React': 66}",1,Self-Taught
S376,"React, R","{'React': 61, 'R': 100}",1,Self-Taught
S377,"Node.js, Data Engineering, Docker, Computer Vision, R","{'Node.js': 70, 'Data Engineering': 89, 'Docker': 55, 'Computer Vision': 88, 'R': 61}",7,Bootcamp
S378,Kubernetes,{'Kubernetes': 47},4,Bachelors
S379,"MLOps, Node.js, Java, Computer Vision, NLP, Data Engineering, AWS","{'MLOps': 40, 'Node.js': 84, 'Java': 93, 'Computer Vision': 56, 'NLP': 55, 'Data Engineering': 58, 'AWS': 45}",6,PhD
S380,"Node.js, NLP","{'Node.js': 70, 'NLP': 60}",5,Masters
S381,"NLP, Computer Vision, Kubernetes, C++, Deep Learning","{'NLP': 55, 'Computer Vision': 87, 'Kubernetes': 55, 'C++': 95, 'Deep Learning': 56}",3,Masters
S382,"MLOps, C++, Statistics, AWS","{'MLOps': 46, 'C++': 47, 'Statistics': 98, 'AWS': 45}",7,Self-Taught
S383,Node.js,{'Node.js': 42},7,PhD
S384,"Kubernetes, Data Engineering, Node.js, Machine Learning, AWS, React","{'Kubernetes': 57, 'Data Engineering': 65, 'Node.js': 54, 'Machine Learning': 88, 'AWS': 76, 'React': 48}",0,Self-Taught
S385,"Kubernetes, SQL, C++, Computer Vision, GCP, Java, Machine Learning","{'Kubernetes': 69, 'SQL': 47, 'C++': 84, 'Computer Vision': 73, 'GCP': 69, 'Java': 60, 'Machine Learning': 84}",0,Bachelors
S386,"AWS, Deep Learning, Java, NLP","{'AWS': 79, 'Deep Learning': 95, 'Java': 56, 'NLP': 51}",4,Masters
S387,"Kubernetes, Java, C++, Machine Learning, MLOps","{'Kubernetes': 67, 'Java': 53, 'C++': 66, 'Machine Learning': 84, 'MLOps': 88}",5,PhD
S388,"Data Engineering, Docker, NLP, R, Machine Learning, React, Java","{'Data Engineering': 54, 'Docker': 92, 'NLP': 46, 'R': 86, 'Machine Learning': 57, 'React': 91, 'Java': 55}",6,Bootcamp
S389,"Statistics, Node.js, Kubernetes, AWS","{'Statistics': 40, 'Node.js': 51, 'Kubernetes': 66, 'AWS': 71}",2,Self-Taught
S390,"Kubernetes, R, Data Engineering, Node.js, GCP, React","{'Kubernetes': 43, 'R': 65, 'Data Engineering': 46, 'Node.js': 84, 'GCP': 50, 'React': 43}",3,PhD
S391,"Deep Learning, Docker, Java, Statistics, NLP, GCP, Data Engineering, C++","{'Deep Learning': 99, 'Docker': 91, 'Java': 56, 'Statistics': 62, 'NLP': 41, 'GCP': 66, 'Data Engineering': 47, 'C++': 62}",3,Self-Taught
S392,"R, C++, Java","{'R': 83, 'C++': 72, 'Java': 71}",7,Bachelors
S393,"R, Docker, Statistics, GCP, Machine Learning, Java, NLP","{'R': 66, 'Docker': 80, 'Statistics': 79, 'GCP': 76, 'Machine Learning': 65, 'Java': 94, 'NLP': 98}",1,Bachelors
S394,"Java, MLOps, Node.js","{'Java': 60, 'MLOps': 81, 'Node.js': 58}",4,Self-Taught
S395,"Data Engineering, Docker, C++, Kubernetes, R, Node.js, MLOps","{'Data Engineering': 66, 'Docker': 50, 'C++': 51, 'Kubernetes': 94, 'R': 41, 'Node.js': 48, 'MLOps': 86}",3,PhD
S396,"Computer Vision, NLP","{'Computer Vision': 65, 'NLP': 46}",1,Bachelors
S397,"Node.js, SQL, Python, AWS, Computer Vision, Data Engineering, React, C++","{'Node.js': 56, 'SQL': 79, 'Python': 49, 'AWS': 45, 'Computer Vision': 81, 'Data Engineering': 99, 'React': 96, 'C++': 64}",4,Masters
S398,"R, Docker, Statistics, Machine Learning","{'R': 73, 'Docker': 93, 'Statistics': 50, 'Machine Learning': 41}",0,PhD
S399,"Kubernetes, Docker, Data Engineering, Node.js, MLOps, Machine Learning","{'Kubernetes': 100, 'Docker': 84, 'Data Engineering': 74, 'Node.js': 51, 'MLOps': 77, 'Machine Learning': 78}",7,Self-Taught
S400,"React, R, C++, MLOps, Data Engineering, Deep Learning, SQL","{'React': 68, 'R': 59, 'C++': 63, 'MLOps': 66, 'Data Engineering': 56, 'Deep Learning': 49, 'SQL': 59}",0,Bachelors
S401,"C++, R, Kubernetes","{'C++': 74, 'R': 40, 'Kubernetes': 84}",7,Bootcamp
S402,"Python, GCP, R, Kubernetes, Deep Learning","{'Python': 90, 'GCP': 40, 'R': 75, 'Kubernetes': 63, 'Deep Learning': 52}",6,Self-Taught
S403,"AWS, MLOps, NLP, C++, Docker, Java, Computer Vision","{'AWS': 93, 'MLOps': 64, 'NLP': 54, 'C++': 56, 'Docker': 45, 'Java': 67, 'Computer Vision': 80}",3,Self-Taught
S404,"R, Data Engineering, GCP, Deep Learning, Kubernetes","{'R': 44, 'Data Engineering': 51, 'GCP': 48, 'Deep Learning': 58, 'Kubernetes': 47}",7,Self-Taught
S405,"Data Engineering, Kubernetes, Computer Vision, NLP, Python, Machine Learning, GCP, Node.js","{'Data Engineering': 41, 'Kubernetes': 51, 'Computer Vision': 46, 'NLP': 58, 'Python': 57, 'Machine Learning': 48, 'GCP': 85, 'Node.js': 68}",0,Masters
S406,"Statistics, Python","{'Statistics': 71, 'Python': 53}",5,Bootcamp
S407,"Kubernetes, C++, Docker, React, AWS","{'Kubernetes': 42, 'C++': 61, 'Docker': 45, 'React': 93, 'AWS': 88}",2,Bachelors
S408,"AWS, Machine Learning, Kubernetes, React, Deep Learning","{'AWS': 97, 'Machine Learning': 93, 'Kubernetes': 56, 'React': 92, 'Deep Learning': 64}",0,Bachelors
S409,"AWS, Docker, MLOps, C++","{'AWS': 42, 'Docker': 52, 'MLOps': 69, 'C++': 87}",1,Self-Taught
S410,"Kubernetes, AWS, R, Docker","{'Kubernetes': 60, 'AWS': 50, 'R': 80, 'Docker': 86}",0,Self-Taught
S411,"Data Engineering, Kubernetes","{'Data Engineering': 80, 'Kubernetes': 59}",3,PhD
S412,Computer Vision,{'Computer Vision': 47},3,Bootcamp
S413,"Python, NLP, Data Engineering, R, SQL, Computer Vision","{'Python': 90, 'NLP': 55, 'Data Engineering': 40, 'R': 42, 'SQL': 77, 'Computer Vision': 90}",7,Self-Taught
S414,"C++, Machine Learning, MLOps","{'C++': 50, 'Machine Learning': 71, 'MLOps': 45}",5,Bachelors
S415,C++,{'C++': 81},2,Self-Taught
S416,"Statistics, Kubernetes","{'Statistics': 54, 'Kubernetes': 60}",5,Bootcamp
S417,"Python, AWS, C++, Kubernetes","{'Python': 48, 'AWS': 56, 'C++': 97, 'Kubernetes': 42}",7,Bootcamp
S418,"Node.js, Kubernetes, Computer Vision, R, Machine Learning","{'Node.js': 74, 'Kubernetes': 62, 'Computer Vision': 60, 'R': 86, 'Machine Learning': 69}",4,Self-Taught
S419,"Machine Learning, React, Statistics","{'Machine Learning': 68, 'React': 58, 'Statistics': 92}",4,Self-Taught
S420,"Docker, Python, AWS, C++, Machine Learning, React","{'Docker': 79, 'Python': 94, 'AWS': 63, 'C++': 89, 'Machine Learning': 79, 'React': 55}",5,Bachelors
S421,"Computer Vision, React, Kubernetes, AWS, Data Engineering, Machine Learning, R","{'Computer Vision': 58, 'React': 60, 'Kubernetes': 66, 'AWS': 81, 'Data Engineering': 60, 'Machine Learning': 47, 'R': 46}",1,Bachelors
S422,"NLP, SQL, Computer Vision","{'NLP': 46, 'SQL': 71, 'Computer Vision': 52}",1,Bachelors
S423,"Kubernetes, React, Data Engineering, Python, NLP, Deep Learning, R","{'Kubernetes': 85, 'React': 44, 'Data Engineering': 40, 'Python': 99, 'NLP': 98, 'Deep Learning': 53, 'R': 81}",7,Bachelors
S424,"SQL, C++, GCP, Kubernetes, NLP, AWS, React, Python","{'SQL': 92, 'C++': 79, 'GCP': 57, 'Kubernetes': 73, 'NLP': 42, 'AWS': 86, 'React': 44, 'Python': 93}",4,Bachelors
S425,"React, Deep Learning, Node.js, C++","{'React': 54, 'Deep Learning': 74, 'Node.js': 64, 'C++': 52}",3,Self-Taught
S426,"NLP, GCP, Deep Learning, AWS","{'NLP': 80, 'GCP': 76, 'Deep Learning': 62, 'AWS': 83}",7,Bootcamp
S427,"NLP, Node.js","{'NLP': 75, 'Node.js': 65}",5,Masters
S428,"C++, Java, React, GCP, NLP, Computer Vision, Kubernetes, AWS","{'C++': 92, 'Java': 86, 'React': 60, 'GCP': 78, 'NLP': 55, 'Computer Vision': 76, 'Kubernetes': 74, 'AWS': 53}",6,Self-Taught
S429,"C++, Docker, React, Computer Vision, Python","{'C++': 86, 'Docker': 42, 'React': 58, 'Computer Vision': 78, 'Python': 41}",2,PhD
S430,R,{'R': 54},3,PhD
S431,Data Engineering,{'Data Engineering': 98},2,Bachelors
S432,Docker,{'Docker': 62},2,Masters
S433,"C++, MLOps, React, Statistics, AWS","{'C++': 59, 'MLOps': 45, 'React': 76, 'Statistics': 65, 'AWS': 76}",3,Bachelors
S434,"Kubernetes, NLP, Node.js, GCP, C++, Docker","{'Kubernetes': 76, 'NLP': 92, 'Node.js': 98, 'GCP': 46, 'C++': 78, 'Docker': 81}",4,Bachelors
S435,"Machine Learning, SQL, Java, NLP, GCP, Computer Vision, AWS","{'Machine Learning': 99, 'SQL': 95, 'Java': 47, 'NLP': 95, 'GCP': 89, 'Computer Vision': 54, 'AWS': 87}",0,Bootcamp
S436,R,{'R': 73},0,PhD
S437,"Java, React, MLOps","{'Java': 49, 'React': 43, 'MLOps': 83}",6,Bootcamp
S438,"MLOps, GCP","{'MLOps': 58, 'GCP': 90}",6,Masters
S439,"Java, Machine Learning, Kubernetes","{'Java': 76, 'Machine Learning': 87, 'Kubernetes': 43}",6,PhD
S440,"AWS, React","{'AWS': 67, 'React': 89}",2,Masters
S441,"Node.js, Computer Vision, Kubernetes, React, Java, R, Deep Learning, Data Engineering","{'Node.js': 79, 'Computer Vision': 87, 'Kubernetes': 73, 'React': 55, 'Java': 55, 'R': 44, 'Deep Learning': 57, 'Data Engineering': 89}",6,PhD
S442,"Deep Learning, GCP","{'Deep Learning': 67, 'GCP': 63}",5,Masters
S443,"C++, Python, R, Machine Learning, NLP, Kubernetes","{'C++': 92, 'Python': 91, 'R': 68, 'Machine Learning': 79, 'NLP': 49, 'Kubernetes': 68}",0,Masters
S444,"C++, Statistics, Machine Learning, SQL","{'C++': 87, 'Statistics': 43, 'Machine Learning': 55, 'SQL': 100}",2,PhD
S445,Java,{'Java': 84},1,PhD
S446,"Kubernetes, Python, Java, Deep Learning, C++, Data Engineering, Docker, GCP","{'Kubernetes': 74, 'Python': 73, 'Java': 88, 'Deep Learning': 56, 'C++': 75, 'Data Engineering': 70, 'Docker': 79, 'GCP': 86}",2,Bachelors
S447,"React, SQL, Data Engineering, Machine Learning, Python, Statistics, Deep Learning","{'React': 90, 'SQL': 84, 'Data Engineering': 79, 'Machine Learning': 57, 'Python': 43, 'Statistics': 69, 'Deep Learning': 81}",0,Bachelors
S448,"Data Engineering, C++, Deep Learning, Python, Statistics, Java, Computer Vision","{'Data Engineering': 54, 'C++': 64, 'Deep Learning': 72, 'Python': 85, 'Statistics': 46, 'Java': 97, 'Computer Vision': 60}",7,Self-Taught
S449,"NLP, Computer Vision","{'NLP': 72, 'Computer Vision': 69}",0,Bachelors
S450,"React, R, Java, MLOps","{'React': 65, 'R': 87, 'Java': 50, 'MLOps': 41}",5,PhD
S451,"R, MLOps, Data Engineering, AWS, Python, Java","{'R': 56, 'MLOps': 96, 'Data Engineering': 64, 'AWS': 96, 'Python': 92, 'Java': 41}",4,Masters
S452,"Java, AWS, Statistics","{'Java': 45, 'AWS': 86, 'Statistics': 64}",3,Bootcamp
S453,"Statistics, GCP, R, Docker","{'Statistics': 78, 'GCP': 61, 'R': 68, 'Docker': 74}",2,Masters
S454,"Node.js, Computer Vision, Statistics","{'Node.js': 59, 'Computer Vision': 84, 'Statistics': 85}",2,Bootcamp
S455,"NLP, Java, Machine Learning","{'NLP': 75, 'Java': 74, 'Machine Learning': 100}",1,Masters
S456,"Statistics, Python, Java, Docker, Computer Vision, GCP","{'Statistics': 59, 'Python': 68, 'Java': 87, 'Docker': 99, 'Computer Vision': 92, 'GCP': 97}",4,Masters
S457,"Deep Learning, Statistics, NLP, Python","{'Deep Learning': 88, 'Statistics': 79, 'NLP': 79, 'Python': 57}",3,Self-Taught
S458,"MLOps, Python, C++, SQL","{'MLOps': 84, 'Python': 89, 'C++': 70, 'SQL': 48}",7,PhD
S459,"AWS, Kubernetes, React","{'AWS': 48, 'Kubernetes': 50, 'React': 52}",3,Bachelors
S460,"Python, Data Engineering, GCP, Deep Learning, C++, Java, Docker","{'Python': 88, 'Data Engineering': 53, 'GCP': 44, 'Deep Learning': 51, 'C++': 99, 'Java': 68, 'Docker': 95}",7,PhD
S461,"MLOps, GCP, AWS, Kubernetes, Python, R, C++, Computer Vision","{'MLOps': 86, 'GCP': 60, 'AWS': 65, 'Kubernetes': 79, 'Python': 100, 'R': 87, 'C++': 76, 'Computer Vision': 78}",0,Self-Taught
S462,"Docker, Node.js","{'Docker': 92, 'Node.js': 96}",0,Masters
S463,"SQL, AWS, Node.js, Deep Learning, Statistics, MLOps, Computer Vision","{'SQL': 96, 'AWS': 59, 'Node.js': 89, 'Deep Learning': 92, 'Statistics': 58, 'MLOps': 69, 'Computer Vision': 50}",6,PhD
S464,React,{'React': 97},2,Bootcamp
S465,"Machine Learning, React, Deep Learning, Node.js, AWS, R, C++, Data Engineering","{'Machine Learning': 48, 'React': 65, 'Deep Learning': 66, 'Node.js': 60, 'AWS': 68, 'R': 41, 'C++': 51, 'Data Engineering': 69}",3,Bootcamp
S466,"Data Engineering, Java","{'Data Engineering': 84, 'Java': 81}",2,Bachelors
S467,"Deep Learning, Docker","{'Deep Learning': 80, 'Docker': 63}",1,Self-Taught
S468,"React, NLP, AWS, Data Engineering, Computer Vision, Python, Machine Learning","{'React': 98, 'NLP': 61, 'AWS': 76, 'Data Engineering': 95, 'Computer Vision': 82, 'Python': 95, 'Machine Learning': 49}",2,Masters
S469,"SQL, GCP, R","{'SQL': 59, 'GCP': 86, 'R': 89}",7,PhD
S470,"Deep Learning, Statistics, Computer Vision","{'Deep Learning': 40, 'Statistics': 79, 'Computer Vision': 88}",4,Bachelors
S471,"Kubernetes, Node.js, Python, R, MLOps, Deep Learning, AWS, Docker","{'Kubernetes': 82, 'Node.js': 70, 'Python': 69, 'R': 66, 'MLOps': 68, 'Deep Learning': 45, 'AWS': 78, 'Docker': 78}",0,Masters
S472,"Node.js, Computer Vision, SQL, Machine Learning, Docker","{'Node.js': 43, 'Computer Vision': 81, 'SQL': 62, 'Machine Learning': 42, 'Docker': 49}",0,Self-Taught
S473,"Java, Machine Learning, SQL, Kubernetes, Computer Vision","{'Java': 51, 'Machine Learning': 50, 'SQL': 83, 'Kubernetes': 58, 'Computer Vision': 79}",2,Bootcamp
S474,"SQL, Machine Learning, R, NLP, Docker, Computer Vision","{'SQL': 92, 'Machine Learning': 44, 'R': 88, 'NLP': 67, 'Docker': 93, 'Computer Vision': 75}",1,PhD
S475,"Statistics, Deep Learning, Data Engineering, NLP, Kubernetes, Computer Vision, GCP, React","{'Statistics': 84, 'Deep Learning': 53, 'Data Engineering': 79, 'NLP': 43, 'Kubernetes': 46, 'Computer Vision': 76, 'GCP': 86, 'React': 80}",1,Bootcamp
S476,"GCP, Java, Data Engineering, Kubernetes, R","{'GCP': 79, 'Java': 62, 'Data Engineering': 99, 'Kubernetes': 48, 'R': 79}",7,Self-Taught
S477,"Kubernetes, NLP, MLOps, C++, Statistics, Deep Learning, Python, SQL","{'Kubernetes': 41, 'NLP': 69, 'MLOps': 80, 'C++': 90, 'Statistics': 47, 'Deep Learning': 87, 'Python': 94, 'SQL': 53}",6,Bootcamp
S478,Java,{'Java': 62},3,Bachelors
S479,"R, Data Engineering, Machine Learning, Statistics","{'R': 59, 'Data Engineering': 72, 'Machine Learning': 75, 'Statistics': 60}",0,Bachelors
S480,"Java, AWS, Python, GCP, Machine Learning, Deep Learning","{'Java': 61, 'AWS': 93, 'Python': 61, 'GCP': 99, 'Machine Learning': 83, 'Deep Learning': 70}",7,Bachelors
S481,"Kubernetes, Statistics, Docker","{'Kubernetes': 97, 'Statistics': 95, 'Docker': 74}",5,Bootcamp
S482,"SQL, React, R, Kubernetes, C++, Java, NLP","{'SQL': 75, 'React': 74, 'R': 41, 'Kubernetes': 53, 'C++': 76, 'Java': 83, 'NLP': 61}",5,Bachelors
S483,"Data Engineering, Python, Java","{'Data Engineering': 64, 'Python': 80, 'Java': 74}",2,Self-Taught
S484,"NLP, Deep Learning, R, C++, GCP, Node.js, Docker","{'NLP': 42, 'Deep Learning': 57, 'R': 66, 'C++': 45, 'GCP': 71, 'Node.js': 96, 'Docker': 55}",5,Bootcamp
S485,"Computer Vision, React, R, Machine Learning, SQL","{'Computer Vision': 63, 'React': 90, 'R': 42, 'Machine Learning': 89, 'SQL': 52}",1,Bootcamp
S486,Kubernetes,{'Kubernetes': 97},2,Masters
S487,"Kubernetes, React, R, AWS, NLP, Machine Learning","{'Kubernetes': 89, 'React': 95, 'R': 46, 'AWS': 92, 'NLP': 100, 'Machine Learning': 73}",2,Masters
S488,Docker,{'Docker': 64},1,Bachelors
S489,"SQL, Machine Learning, Java, MLOps, Python","{'SQL': 46, 'Machine Learning': 73, 'Java': 89, 'MLOps': 82, 'Python': 87}",4,Bachelors
S490,"Computer Vision, Java, Node.js, Deep Learning, Statistics","{'Computer Vision': 57, 'Java': 74, 'Node.js': 60, 'Deep Learning': 89, 'Statistics': 68}",1,PhD
S491,"NLP, Data Engineering, Deep Learning","{'NLP': 40, 'Data Engineering': 79, 'Deep Learning': 75}",1,Masters
S492,"Node.js, Java, Data Engineering, Machine Learning, C++, AWS","{'Node.js': 58, 'Java': 76, 'Data Engineering': 55, 'Machine Learning': 50, 'C++': 44, 'AWS': 59}",5,Self-Taught
S493,"SQL, Statistics, Python, MLOps, Java, Kubernetes, Node.js, Computer Vision","{'SQL': 43, 'Statistics': 45, 'Python': 67, 'MLOps': 65, 'Java': 51, 'Kubernetes': 85, 'Node.js': 78, 'Computer Vision': 97}",7,Self-Taught
S494,"R, Java, Computer Vision, C++, AWS, React","{'R': 91, 'Java': 74, 'Computer Vision': 45, 'C++': 99, 'AWS': 88, 'React': 88}",7,Self-Taught
S495,"Machine Learning, Docker, Deep Learning","{'Machine Learning': 69, 'Docker': 59, 'Deep Learning': 83}",7,Bootcamp
S496,"MLOps, Statistics, Data Engineering, Docker","{'MLOps': 63, 'Statistics': 65, 'Data Engineering': 51, 'Docker': 84}",5,PhD
S497,"Kubernetes, Python, Machine Learning, MLOps, SQL, NLP, Docker, C++","{'Kubernetes': 94, 'Python': 50, 'Machine Learning': 58, 'MLOps': 89, 'SQL': 62, 'NLP': 78, 'Docker': 76, 'C++': 48}",1,Bootcamp
S498,"Java, Machine Learning","{'Java': 90, 'Machine Learning': 59}",7,Bootcamp
S499,"MLOps, Node.js, NLP, React, Computer Vision, SQL, Kubernetes","{'MLOps': 53, 'Node.js': 92, 'NLP': 84, 'React': 77, 'Computer Vision': 67, 'SQL': 90, 'Kubernetes': 67}",5,Self-Taught
S500,"NLP, Machine Learning, Kubernetes, SQL","{'NLP': 77, 'Machine Learning': 78, 'Kubernetes': 69, 'SQL': 60}",1,Bootcamp
