candidate_id,as_of_date,days_since_signup,days_since_last_event,events_7d,events_14d,events_30d,events_90d,apply_30d,apply_90d,login_30d,distinct_event_types_30d,recency_trend_ratio,seniority_enc,city_tier_enc,channel_enc,device_enc,fairness_group,churned
C107095,2025-07-01,179,1,4,5,10,29,1,4,6,4,2.5,0,1,3,2,group_A,0
C107099,2025-07-01,100,2,1,1,1,6,0,1,0,1,2.0,2,0,0,1,group_B,0
C107101,2025-07-01,106,17,0,0,1,7,0,0,0,1,1.0,2,2,0,1,group_B,1
C107111,2025-07-01,71,1,2,2,2,7,0,0,1,2,3.0,1,2,2,0,group_B,1
C107112,2025-07-01,147,12,0,1,3,21,1,6,0,2,0.5,0,0,2,2,group_B,0
C107115,2025-07-01,140,2,2,5,11,27,2,6,6,4,0.75,2,1,2,2,group_A,0
C107121,2025-07-01,23,8,0,3,7,7,0,0,4,3,0.25,2,1,0,0,group_B,0
C107125,2025-07-01,128,1,2,4,7,18,0,3,4,3,1.0,0,1,2,0,group_A,0
C107126,2025-07-01,120,47,0,0,0,4,0,1,0,0,1.0,3,2,3,0,group_B,1
C107129,2025-07-01,166,19,0,0,1,7,1,4,0,1,1.0,0,0,1,2,group_B,1
C107131,2025-07-01,78,3,2,3,6,17,2,2,1,3,1.5,1,1,0,2,group_A,0
C107132,2025-07-01,64,22,0,0,1,4,0,2,1,1,1.0,1,2,2,0,group_A,1
C107133,2025-07-01,105,7,1,2,8,27,1,3,4,3,1.0,2,1,3,2,group_A,0
C107137,2025-07-01,92,5,2,2,3,14,1,2,0,2,3.0,1,1,0,0,group_A,0
C107141,2025-07-01,51,0,2,7,10,21,2,3,5,3,0.5,2,1,0,2,group_A,0
C107142,2025-07-01,180,43,0,0,0,1,0,0,0,0,1.0,0,0,1,2,group_A,1
C107146,2025-07-01,120,27,0,0,5,15,1,2,3,3,1.0,2,1,2,2,group_B,0
C107153,2025-07-01,82,3,1,3,8,24,2,6,2,4,0.6666666666666666,2,1,0,0,group_B,0
C107156,2025-07-01,32,2,4,6,13,13,3,3,8,3,1.6666666666666667,3,0,0,2,group_A,0
C107157,2025-07-01,42,3,1,2,3,3,0,0,1,3,1.0,0,1,0,0,group_A,0
C107161,2025-07-01,53,2,4,5,13,22,0,2,8,2,2.5,2,1,3,0,group_B,0
C107163,2025-07-01,67,1,3,3,7,14,2,2,3,3,4.0,3,0,2,2,group_A,0
C107167,2025-07-01,29,9,0,1,6,6,1,1,4,3,0.5,1,0,2,0,group_B,0
C107169,2025-07-01,134,0,5,10,16,37,5,10,5,6,1.0,3,0,0,0,group_B,0
C107170,2025-07-01,126,28,0,0,1,3,0,0,0,1,1.0,0,1,2,0,group_A,1
C107171,2025-07-01,72,1,3,6,22,44,5,8,8,4,1.0,1,1,2,2,group_A,0
C107172,2025-07-01,176,2,1,3,6,13,0,3,4,3,0.6666666666666666,2,0,1,2,group_B,0
C107176,2025-07-01,42,3,1,2,3,3,1,1,1,3,1.0,0,0,2,0,group_B,0
C107177,2025-07-01,60,2,1,5,15,23,3,3,8,3,0.4,1,1,2,2,group_A,0
C107181,2025-07-01,74,1,5,6,15,28,1,3,8,4,3.0,0,0,2,0,group_A,0
C107185,2025-07-01,75,1,2,4,13,32,1,2,5,4,1.0,0,2,0,2,group_A,0
C107191,2025-07-01,179,2,1,2,3,6,0,1,2,2,1.0,1,1,0,0,group_A,1
C107193,2025-07-01,109,0,3,3,9,15,1,2,4,4,4.0,3,0,2,0,group_A,0
C107194,2025-07-01,40,1,1,3,8,13,1,1,5,4,0.6666666666666666,3,2,0,2,group_B,0
C107195,2025-07-01,117,8,0,3,4,11,1,1,2,3,0.25,1,1,3,2,group_A,1
C107197,2025-07-01,154,24,0,0,2,8,0,1,1,2,1.0,3,1,0,1,group_A,0
C107200,2025-07-01,7,0,8,8,8,8,0,0,4,3,9.0,0,0,3,0,group_B,0
C107206,2025-07-01,173,3,2,4,10,21,2,3,3,3,1.0,2,1,2,0,group_A,0
C107209,2025-07-01,145,3,1,2,3,9,0,0,0,3,1.0,0,1,1,0,group_B,0
C107210,2025-07-01,56,9,0,1,6,12,3,4,1,4,0.5,1,0,3,0,group_A,0
C107227,2025-07-01,121,11,0,2,4,20,0,2,2,2,0.3333333333333333,1,0,3,0,group_B,0
C107228,2025-07-01,135,51,0,0,0,6,0,1,0,0,1.0,2,1,3,1,group_A,0
C107231,2025-07-01,14,0,5,8,8,8,1,1,4,4,1.5,1,1,0,2,group_B,0
C107236,2025-07-01,94,3,1,2,4,27,0,4,1,2,1.0,1,1,0,0,group_A,0
C107239,2025-07-01,161,18,0,0,1,15,0,1,1,1,1.0,2,0,0,2,group_A,1
C107244,2025-07-01,32,1,3,7,12,12,0,0,7,4,0.8,2,0,0,2,group_A,0
C107247,2025-07-01,91,10,0,1,3,30,0,8,2,2,0.5,0,0,0,2,group_A,0
C107252,2025-07-01,58,1,2,2,7,18,1,1,2,4,3.0,0,1,0,1,group_A,0
C107253,2025-07-01,118,23,0,0,2,8,0,0,1,2,1.0,1,1,0,2,group_B,1
C107256,2025-07-01,134,4,2,2,4,24,1,4,1,4,3.0,2,0,3,0,group_A,0
C107262,2025-07-01,46,12,0,2,3,6,1,1,1,3,0.3333333333333333,1,0,2,0,group_A,0
C107263,2025-07-01,162,30,0,0,1,14,0,3,0,1,1.0,1,2,3,0,group_B,0
C107266,2025-07-01,57,6,1,1,3,5,1,1,2,2,2.0,3,2,3,0,group_A,0
C107273,2025-07-01,84,10,0,1,4,18,0,4,1,4,0.5,1,0,0,0,group_A,0
C107277,2025-07-01,74,1,1,3,4,11,0,0,2,3,0.6666666666666666,1,2,0,0,group_B,0
C107282,2025-07-01,24,2,1,5,6,6,1,1,1,3,0.4,2,0,0,1,group_A,0
C107285,2025-07-01,80,5,1,1,4,18,0,2,3,2,2.0,0,1,0,1,group_B,0
C107291,2025-07-01,47,2,1,3,6,8,2,2,1,4,0.6666666666666666,2,2,0,1,group_B,0
C107299,2025-07-01,104,4,1,2,2,7,0,1,1,2,1.0,1,1,3,0,group_A,0
C107300,2025-07-01,51,25,0,0,2,3,1,1,1,2,1.0,1,1,2,0,group_B,0
C107304,2025-07-01,132,22,0,0,2,14,0,2,1,2,1.0,0,0,1,0,group_B,1
C107308,2025-07-01,51,5,1,3,4,8,0,1,1,3,0.6666666666666666,2,2,1,1,group_A,0
C107310,2025-07-01,111,1,2,3,4,11,1,1,2,3,1.5,2,2,0,2,group_A,1
C107314,2025-07-01,120,26,0,0,1,8,0,3,1,1,1.0,3,0,3,2,group_B,1
C107317,2025-07-01,115,15,0,0,3,7,1,2,1,3,1.0,0,1,1,0,group_A,1
C107322,2025-07-01,134,48,0,0,0,3,0,0,0,0,1.0,1,2,1,0,group_A,1
C107323,2025-07-01,131,1,3,3,4,13,0,0,1,2,4.0,1,1,0,1,group_B,0
C107325,2025-07-01,121,3,1,3,10,20,1,3,5,4,0.6666666666666666,2,1,0,0,group_A,0
C107336,2025-07-01,164,29,0,0,1,9,1,1,0,1,1.0,1,1,2,1,group_A,1
C107340,2025-07-01,117,1,3,7,13,38,2,6,7,3,0.8,0,1,1,2,group_A,0
C107342,2025-07-01,96,11,0,1,2,7,0,2,0,1,0.5,2,0,2,1,group_B,1
C107344,2025-07-01,38,4,2,5,8,10,1,1,2,4,0.75,0,0,3,0,group_B,0
C107348,2025-07-01,139,10,0,2,5,22,0,4,4,2,0.3333333333333333,1,2,2,1,group_A,0
C107349,2025-07-01,66,7,1,1,5,10,2,3,3,2,2.0,1,0,0,0,group_B,0
C107350,2025-07-01,63,6,2,4,7,22,0,2,4,2,1.0,0,0,3,1,group_B,1
C107351,2025-07-01,114,1,1,1,1,8,0,0,0,1,2.0,1,0,3,1,group_A,0
C107354,2025-07-01,140,26,0,0,1,4,0,1,1,1,1.0,2,2,2,1,group_A,1
C107358,2025-07-01,114,1,3,4,9,22,1,5,2,5,2.0,0,2,2,0,group_A,0
C107361,2025-07-01,38,2,2,4,8,11,0,1,4,3,1.0,0,1,3,0,group_A,0
C107364,2025-07-01,175,2,1,2,2,8,0,0,1,2,1.0,3,2,1,0,group_A,0
C107366,2025-07-01,32,2,3,8,14,16,0,2,4,4,0.6666666666666666,3,1,0,0,group_A,0
C107370,2025-07-01,50,6,1,3,6,8,1,1,1,3,0.6666666666666666,3,0,1,2,group_A,0
C107375,2025-07-01,154,41,0,0,0,1,0,1,0,0,1.0,1,2,1,2,group_A,1
C107380,2025-07-01,9,2,1,1,1,1,0,0,1,1,2.0,2,0,0,0,group_A,0
C107386,2025-07-01,65,0,2,4,6,15,0,1,2,3,1.0,1,2,0,0,group_A,0
C107389,2025-07-01,45,2,4,6,9,11,2,3,5,4,1.6666666666666667,0,0,1,0,group_B,0
C107390,2025-07-01,176,17,0,0,1,12,0,2,0,1,1.0,1,0,0,0,group_B,1
C107400,2025-07-01,42,0,1,3,7,13,0,0,4,2,0.6666666666666666,0,1,2,1,group_A,0
C107401,2025-07-01,117,10,0,1,3,15,0,1,2,2,0.5,0,1,1,2,group_B,0
C107406,2025-07-01,173,1,1,2,4,13,0,1,1,2,1.0,0,1,0,1,group_A,0
C107407,2025-07-01,8,2,2,2,2,2,0,0,2,1,3.0,2,1,1,1,group_A,0
C107416,2025-07-01,80,11,0,1,6,25,1,7,3,4,0.5,1,1,3,0,group_A,0
C107419,2025-07-01,36,2,2,5,13,14,2,2,3,4,0.75,2,0,0,2,group_B,0
C107420,2025-07-01,26,2,2,2,3,3,0,0,2,2,3.0,0,1,0,1,group_A,0
C107421,2025-07-01,108,1,5,6,13,44,0,4,6,3,3.0,3,0,1,0,group_B,0
C107423,2025-07-01,49,0,1,2,6,11,1,2,3,3,1.0,2,1,2,0,group_A,0
C107424,2025-07-01,157,2,1,2,5,9,1,2,2,3,1.0,0,2,0,0,group_A,1
C107425,2025-07-01,176,22,0,0,5,25,1,3,0,3,1.0,0,1,1,0,group_B,0
C107427,2025-07-01,47,9,0,2,6,10,1,2,4,3,0.3333333333333333,1,1,2,0,group_A,0
C107428,2025-07-01,120,27,0,0,1,8,0,2,0,1,1.0,0,0,1,0,group_B,0
C107429,2025-07-01,100,29,0,0,2,24,2,5,0,1,1.0,1,0,0,0,group_B,0
C107430,2025-07-01,125,8,0,1,3,9,0,1,2,2,0.5,0,1,1,0,group_A,1
C107431,2025-07-01,89,0,2,3,4,15,1,2,2,3,1.5,1,1,0,0,group_A,1
C107433,2025-07-01,33,6,1,3,6,6,2,2,2,3,0.6666666666666666,1,1,0,2,group_A,0
C107435,2025-07-01,72,5,1,2,8,19,1,1,1,4,1.0,0,0,0,0,group_B,0
C107436,2025-07-01,77,17,0,0,2,10,1,3,1,2,1.0,0,0,0,0,group_B,0
C107437,2025-07-01,145,30,0,0,1,4,0,0,1,1,1.0,0,0,2,1,group_A,1
C107445,2025-07-01,99,6,1,2,3,13,0,1,1,3,1.0,2,0,2,1,group_B,1
C107448,2025-07-01,29,5,3,6,12,12,1,1,7,3,1.0,0,2,2,1,group_A,0
C107449,2025-07-01,82,13,0,2,4,16,0,0,1,3,0.3333333333333333,0,0,3,1,group_A,1
C107450,2025-07-01,60,0,6,9,16,31,3,4,5,4,1.75,3,0,0,2,group_A,0
C107451,2025-07-01,71,1,2,3,8,19,1,3,3,5,1.5,0,0,2,0,group_B,0
C107452,2025-07-01,101,0,1,3,3,19,0,5,1,3,0.6666666666666666,0,0,1,1,group_A,0
C107457,2025-07-01,22,1,3,5,5,5,0,0,4,2,1.3333333333333333,1,0,3,0,group_B,0
C107459,2025-07-01,48,2,2,2,6,10,1,2,3,3,3.0,2,0,3,0,group_A,1
C107461,2025-07-01,146,18,0,0,1,8,0,1,0,1,1.0,0,1,2,0,group_A,0
C107463,2025-07-01,130,2,4,10,18,69,2,6,10,5,0.7142857142857143,0,1,2,0,group_A,0
C107468,2025-07-01,128,4,1,1,1,12,0,2,1,1,2.0,2,1,3,0,group_A,1
C107470,2025-07-01,33,1,5,8,21,21,4,4,8,4,1.5,2,2,0,0,group_A,0
C107471,2025-07-01,167,39,0,0,0,5,0,0,0,0,1.0,1,1,0,0,group_A,0
C107475,2025-07-01,30,0,4,7,13,13,1,1,2,5,1.25,0,2,2,1,group_A,0
C107476,2025-07-01,158,0,1,1,1,2,0,0,1,1,2.0,1,0,1,0,group_B,0
C107477,2025-07-01,69,6,1,1,5,15,0,1,1,3,2.0,3,2,0,0,group_B,0
C107478,2025-07-01,68,4,2,6,9,30,2,6,3,4,0.6,1,2,1,1,group_B,0
C107485,2025-07-01,102,2,2,2,3,18,0,1,3,1,3.0,2,0,1,0,group_B,0
C107486,2025-07-01,74,5,1,4,10,36,2,8,4,4,0.5,0,1,0,0,group_A,0
C107491,2025-07-01,26,5,1,3,7,7,0,0,3,3,0.6666666666666666,3,1,3,0,group_A,0
C107494,2025-07-01,105,19,0,0,3,15,1,7,1,3,1.0,0,1,0,0,group_B,0
C107495,2025-07-01,113,0,2,2,3,9,0,0,2,2,3.0,0,2,1,1,group_A,1
C107496,2025-07-01,51,9,0,1,4,12,1,1,0,3,0.5,2,1,1,2,group_B,0
C107500,2025-07-01,103,9,0,2,4,17,0,2,1,3,0.3333333333333333,1,1,2,1,group_A,1
C107502,2025-07-01,41,3,2,5,11,15,2,2,6,4,0.75,1,2,1,0,group_B,0
C107504,2025-07-01,48,3,1,3,11,21,3,4,2,5,0.6666666666666666,1,2,2,1,group_B,0
C107507,2025-07-01,45,4,2,3,6,7,0,0,4,2,1.5,0,0,2,2,group_B,0
C107517,2025-07-01,141,11,0,1,1,6,0,1,0,1,0.5,1,2,0,1,group_A,1
C107521,2025-07-01,174,4,2,7,10,34,3,6,3,4,0.5,2,0,0,2,group_B,0
C107528,2025-07-01,73,1,1,3,4,31,0,3,0,1,0.6666666666666666,0,1,2,2,group_A,0
C107531,2025-07-01,66,0,2,3,5,18,0,1,2,3,1.5,2,1,2,0,group_A,0
C107532,2025-07-01,90,0,2,5,10,33,2,5,4,4,0.75,1,1,2,1,group_B,0
C107541,2025-07-01,148,2,2,5,8,32,2,6,2,3,0.75,0,0,2,0,group_A,1
C107543,2025-07-01,159,51,0,0,0,3,0,0,0,0,1.0,0,0,0,0,group_B,0
C107547,2025-07-01,81,0,4,5,10,17,0,1,4,4,2.5,3,1,0,0,group_B,0
C107549,2025-07-01,67,4,2,2,4,12,1,1,3,2,3.0,0,1,0,0,group_A,0
C107553,2025-07-01,19,1,3,6,9,9,1,1,6,3,1.0,0,2,1,0,group_A,0
C107556,2025-07-01,76,11,0,1,2,8,0,0,2,1,0.5,0,0,0,2,group_B,0
C107557,2025-07-01,49,0,5,8,11,20,1,4,5,5,1.5,1,2,3,0,group_B,0
C107559,2025-07-01,160,40,0,0,0,5,0,1,0,0,1.0,0,1,0,1,group_B,1
C107563,2025-07-01,91,0,5,6,7,19,0,1,4,3,3.0,2,0,0,2,group_B,0
C107565,2025-07-01,144,54,0,0,0,7,0,1,0,0,1.0,1,0,2,0,group_A,1
C107570,2025-07-01,11,2,3,3,3,3,1,1,2,2,4.0,0,0,3,2,group_B,0
C107571,2025-07-01,141,0,2,9,18,47,3,8,5,6,0.375,1,1,0,0,group_A,0
C107573,2025-07-01,159,13,0,1,3,7,1,2,1,3,0.5,2,0,2,0,group_B,0
C107576,2025-07-01,140,7,1,1,1,7,0,0,1,1,2.0,3,2,0,1,group_A,0
C107579,2025-07-01,16,0,1,1,1,1,0,0,0,1,2.0,1,0,0,0,group_A,0
C107582,2025-07-01,10,1,2,4,4,4,1,1,2,3,1.0,1,0,0,0,group_B,0
C107586,2025-07-01,86,2,2,5,12,26,4,8,2,4,0.75,3,1,2,1,group_A,0
C107595,2025-07-01,60,18,0,0,1,9,0,1,1,1,1.0,0,1,0,0,group_B,0
C107614,2025-07-01,65,2,1,2,3,13,0,1,2,2,1.0,1,0,1,0,group_A,0
C107617,2025-07-01,145,3,1,1,2,7,0,0,1,2,2.0,0,0,2,0,group_A,1
C107619,2025-07-01,71,11,0,2,8,16,3,4,3,4,0.3333333333333333,1,2,0,0,group_A,1
C107620,2025-07-01,146,0,2,2,5,19,1,3,1,5,3.0,2,1,3,0,group_A,0
C107622,2025-07-01,94,2,3,6,10,26,1,2,4,4,1.0,1,0,0,1,group_B,0
C107624,2025-07-01,114,1,1,4,7,22,1,6,1,4,0.5,2,2,2,2,group_A,0
C107628,2025-07-01,28,15,0,0,2,2,0,0,1,2,1.0,0,2,2,0,group_A,0
C107632,2025-07-01,176,2,3,4,4,10,0,1,2,3,2.0,2,1,2,1,group_B,0
C107637,2025-07-01,9,3,2,2,2,2,1,1,1,2,3.0,0,2,2,2,group_B,0
C107638,2025-07-01,72,14,0,1,1,9,1,3,0,1,0.5,1,0,0,0,group_A,1
C107639,2025-07-01,94,9,0,1,3,15,0,2,1,2,0.5,2,1,0,0,group_A,1
C107641,2025-07-01,54,18,0,0,4,8,2,3,2,2,1.0,3,0,1,0,group_B,0
C107649,2025-07-01,29,1,4,9,22,22,3,3,7,4,0.8333333333333334,0,0,2,0,group_A,0
C107656,2025-07-01,73,0,2,3,5,12,0,0,3,3,1.5,0,1,0,1,group_A,0
C107657,2025-07-01,145,3,1,1,3,16,0,3,1,2,2.0,2,1,0,0,group_B,0
C107664,2025-07-01,63,1,4,6,12,21,3,5,4,3,1.6666666666666667,0,1,0,2,group_A,1
C107672,2025-07-01,24,1,1,2,2,2,0,0,0,1,1.0,0,0,1,0,group_A,0
C107673,2025-07-01,9,0,1,1,1,1,0,0,0,1,2.0,0,2,0,0,group_B,0
C107674,2025-07-01,173,3,2,2,2,12,0,1,0,1,3.0,0,2,0,0,group_B,1
C107676,2025-07-01,50,17,0,0,3,4,0,1,3,1,1.0,0,0,1,0,group_B,0
C107677,2025-07-01,69,7,1,4,6,20,2,3,1,4,0.5,0,1,1,0,group_A,0
C107681,2025-07-01,7,1,4,4,4,4,0,0,3,2,5.0,0,0,3,2,group_A,0
C107682,2025-07-01,105,21,0,0,5,12,1,3,2,3,1.0,3,0,0,1,group_B,1
C107689,2025-07-01,158,2,5,7,7,25,0,1,2,3,2.0,1,2,0,2,group_B,0
C107690,2025-07-01,120,4,3,6,9,24,1,5,5,4,1.0,1,0,0,1,group_A,0
C107693,2025-07-01,35,4,1,2,11,14,0,1,4,4,1.0,1,1,1,1,group_A,0
C107695,2025-07-01,20,1,3,3,4,4,0,0,3,2,4.0,0,1,2,2,group_A,0
C107704,2025-07-01,147,0,4,5,17,38,5,6,3,5,2.5,2,0,2,0,group_A,0
C107706,2025-07-01,97,4,1,1,5,21,1,4,1,3,2.0,0,0,0,1,group_B,0
C107713,2025-07-01,74,2,1,1,4,11,0,0,1,3,2.0,0,2,0,2,group_B,0
C107717,2025-07-01,20,7,1,2,4,4,0,0,2,2,1.0,1,0,2,1,group_B,0
C107722,2025-07-01,77,14,0,1,3,11,0,1,2,2,0.5,3,2,2,0,group_B,0
C107724,2025-07-01,119,19,0,0,2,11,0,4,1,2,1.0,1,0,0,0,group_A,1
C107729,2025-07-01,153,10,0,3,3,5,2,2,0,2,0.25,0,1,1,1,group_B,1
C107742,2025-07-01,95,0,4,5,10,23,2,4,3,4,2.5,1,0,2,0,group_A,0
C107746,2025-07-01,81,13,0,1,5,20,0,3,3,3,0.5,2,2,1,1,group_A,0
C107749,2025-07-01,180,15,0,0,3,16,1,2,2,2,1.0,3,1,0,2,group_B,0
C107755,2025-07-01,155,4,1,1,1,6,1,2,0,1,2.0,3,0,0,0,group_A,1
C107758,2025-07-01,80,8,0,2,4,20,0,3,2,3,0.3333333333333333,2,1,1,2,group_A,0
C107761,2025-07-01,27,1,2,5,11,11,2,2,6,4,0.75,0,0,1,2,group_A,0
C107763,2025-07-01,134,2,1,2,5,9,1,2,1,4,1.0,1,1,0,0,group_A,0
C107765,2025-07-01,24,5,1,2,3,3,0,0,1,3,1.0,2,2,2,1,group_A,0
C107766,2025-07-01,114,25,0,0,1,12,0,2,1,1,1.0,1,1,3,0,group_A,0
C107769,2025-07-01,167,28,0,0,2,7,1,2,0,2,1.0,2,2,2,0,group_B,0
C107775,2025-07-01,98,1,2,4,9,26,1,2,3,5,1.0,1,2,0,0,group_A,0
C107776,2025-07-01,88,4,2,2,3,29,0,2,3,1,3.0,1,0,1,0,group_B,0
C107777,2025-07-01,142,0,1,2,2,7,0,0,0,2,1.0,1,1,2,0,group_B,0
C107782,2025-07-01,95,7,1,4,9,15,1,1,4,4,0.5,0,1,1,2,group_B,0
C107786,2025-07-01,24,0,2,5,6,6,1,1,2,4,0.75,2,1,0,0,group_B,0
C107788,2025-07-01,93,1,2,4,7,17,0,2,3,3,1.0,1,0,3,2,group_A,0
C107789,2025-07-01,139,4,1,2,8,27,1,5,0,3,1.0,0,0,1,2,group_B,0
C107790,2025-07-01,153,28,0,0,1,3,0,1,1,1,1.0,1,0,0,0,group_A,0
C107792,2025-07-01,40,10,0,2,2,5,0,0,1,2,0.3333333333333333,1,2,0,0,group_B,0
C107796,2025-07-01,111,2,2,4,8,22,4,5,1,3,1.0,1,0,0,0,group_B,0
C107802,2025-07-01,36,4,3,8,17,19,1,1,9,3,0.6666666666666666,1,1,2,0,group_A,0
C107803,2025-07-01,77,5,1,2,6,19,2,2,1,3,1.0,2,1,3,1,group_A,0
C107804,2025-07-01,49,1,8,12,27,38,4,6,14,5,1.8,2,2,3,2,group_B,0
C107805,2025-07-01,20,1,1,2,4,4,1,1,1,4,1.0,0,1,2,1,group_B,0
C107813,2025-07-01,79,2,2,6,13,33,5,8,4,4,0.6,1,1,0,0,group_B,0
C107815,2025-07-01,116,10,0,1,2,7,0,0,2,1,0.5,1,0,0,1,group_B,1
C107818,2025-07-01,13,3,2,3,3,3,0,0,1,2,1.5,1,0,0,2,group_B,0
C107819,2025-07-01,82,5,2,2,2,6,0,0,1,2,3.0,2,1,0,1,group_A,0
C107824,2025-07-01,79,7,1,1,2,14,1,3,1,2,2.0,2,0,3,0,group_A,1
C107825,2025-07-01,107,7,1,3,12,40,3,7,4,5,0.6666666666666666,3,0,3,0,group_A,0
C107834,2025-07-01,137,3,1,1,3,11,2,3,0,2,2.0,2,2,3,0,group_A,0
C107838,2025-07-01,57,3,1,2,7,12,0,0,3,3,1.0,0,0,1,0,group_B,0
C107842,2025-07-01,107,4,1,1,2,10,0,0,2,1,2.0,2,0,2,1,group_B,1
C107843,2025-07-01,108,14,0,1,1,15,1,2,0,1,0.5,1,2,0,0,group_B,0
C107847,2025-07-01,139,33,0,0,0,8,0,1,0,0,1.0,1,2,0,0,group_A,1
C107854,2025-07-01,43,33,0,0,0,2,0,1,0,0,1.0,0,1,2,0,group_A,1
C107855,2025-07-01,87,0,3,8,13,36,3,5,4,5,0.6666666666666666,0,0,1,2,group_A,0
C107859,2025-07-01,131,6,1,2,2,4,0,1,2,1,1.0,1,0,2,2,group_B,1
C107862,2025-07-01,67,3,1,4,6,17,0,2,1,4,0.5,0,0,0,2,group_B,0
C107866,2025-07-01,19,6,1,1,1,1,0,0,0,1,2.0,2,0,0,2,group_A,0
C107878,2025-07-01,71,5,1,1,3,6,2,3,0,2,2.0,3,0,2,0,group_B,0
C107882,2025-07-01,141,3,2,2,3,15,0,2,1,2,3.0,1,2,2,0,group_B,0
C107884,2025-07-01,82,3,1,2,5,16,0,1,1,3,1.0,2,2,0,2,group_A,0
C107888,2025-07-01,89,3,2,2,6,24,1,6,4,3,3.0,2,1,2,0,group_B,0
C107891,2025-07-01,116,19,0,0,2,9,1,2,1,2,1.0,1,0,2,2,group_A,0
C107894,2025-07-01,41,4,1,2,10,14,2,3,7,3,1.0,1,1,0,0,group_A,0
C107896,2025-07-01,108,0,3,7,11,19,3,3,3,6,0.8,0,0,3,1,group_A,0
C107897,2025-07-01,113,23,0,0,2,9,0,1,0,2,1.0,3,1,0,0,group_A,0
C107898,2025-07-01,102,4,3,5,9,30,1,2,5,4,1.3333333333333333,2,0,3,0,group_B,0
C107903,2025-07-01,158,5,1,1,2,3,0,1,1,2,2.0,1,2,1,2,group_A,1
C107905,2025-07-01,150,7,1,1,2,11,0,1,2,1,2.0,3,0,1,1,group_A,0
C107906,2025-07-01,45,0,4,7,14,20,3,5,4,4,1.25,0,2,0,0,group_B,0
C107907,2025-07-01,25,3,2,2,3,3,0,0,1,2,3.0,2,2,0,1,group_B,0
C107913,2025-07-01,175,23,0,0,2,12,0,1,1,2,1.0,0,0,0,1,group_A,0
C107915,2025-07-01,152,26,0,0,1,6,1,2,0,1,1.0,1,0,2,0,group_B,0
C107925,2025-07-01,14,1,7,11,11,11,1,1,5,3,1.6,2,1,2,2,group_A,0
C107926,2025-07-01,175,5,2,4,7,32,1,5,3,4,1.0,1,1,0,0,group_A,0
C107928,2025-07-01,143,0,6,9,13,49,2,7,10,3,1.75,0,0,0,2,group_A,0
C107941,2025-07-01,155,7,2,2,5,19,1,2,1,3,3.0,0,2,0,0,group_B,0
C107944,2025-07-01,176,12,0,1,1,2,0,0,0,1,0.5,1,0,0,1,group_B,1
C107946,2025-07-01,26,0,5,6,8,8,1,1,2,6,3.0,1,0,2,0,group_A,0
C107952,2025-07-01,131,31,0,0,0,15,0,0,0,0,1.0,0,0,2,0,group_A,0
C107956,2025-07-01,10,0,3,3,3,3,1,1,2,2,4.0,1,0,1,2,group_B,0
C107958,2025-07-01,163,1,3,4,6,22,2,3,3,3,2.0,2,0,2,2,group_A,0
C107977,2025-07-01,175,41,0,0,0,3,0,1,0,0,1.0,0,1,1,0,group_A,1
C107979,2025-07-01,178,3,1,1,2,5,0,1,1,2,2.0,2,0,0,0,group_A,1
C107980,2025-07-01,116,26,0,0,2,12,0,4,0,2,1.0,0,0,2,2,group_A,0
C107981,2025-07-01,169,56,0,0,0,3,0,1,0,0,1.0,0,1,2,2,group_A,0
C107984,2025-07-01,28,4,1,1,1,1,0,0,1,1,2.0,0,1,1,0,group_A,1
C107986,2025-07-01,93,1,2,3,4,27,2,8,0,3,1.5,2,0,2,2,group_B,1
C107994,2025-07-01,97,5,1,1,4,41,2,8,1,3,2.0,1,2,0,0,group_A,0
C107996,2025-07-01,27,0,1,3,4,4,0,0,2,2,0.6666666666666666,2,0,3,2,group_A,0
C108001,2025-07-01,26,16,0,0,3,3,0,0,1,3,1.0,1,0,1,1,group_B,0
C108005,2025-07-01,100,7,2,3,5,12,0,3,0,3,1.5,0,2,0,0,group_A,0
C108014,2025-07-01,70,12,0,1,5,19,0,1,4,2,0.5,2,0,3,1,group_B,0
C108022,2025-07-01,178,17,0,0,3,8,0,1,1,3,1.0,2,1,2,0,group_A,0
C108025,2025-07-01,142,5,1,1,1,9,0,2,1,1,2.0,1,1,1,0,group_A,1
C108034,2025-07-01,78,6,1,3,5,11,0,1,2,3,0.6666666666666666,1,2,0,0,group_B,0
C108036,2025-07-01,161,1,2,3,5,19,0,3,2,2,1.5,0,2,2,0,group_B,0
C108039,2025-07-01,29,2,1,3,6,6,0,0,4,2,0.6666666666666666,0,0,2,0,group_A,1
C108040,2025-07-01,123,26,0,0,1,7,0,3,1,1,1.0,0,1,3,0,group_A,0
C108042,2025-07-01,170,0,2,4,8,25,2,3,3,5,1.0,0,1,2,0,group_A,0
C108047,2025-07-01,127,5,1,1,1,6,0,1,1,1,2.0,2,0,0,2,group_A,0
C108048,2025-07-01,35,2,2,2,7,8,1,1,5,3,3.0,1,0,2,0,group_A,0
C108049,2025-07-01,70,8,0,2,2,12,0,3,2,1,0.3333333333333333,1,1,0,0,group_A,0
C108051,2025-07-01,152,4,1,1,1,13,0,2,0,1,2.0,0,0,2,0,group_B,0
C108054,2025-07-01,16,1,2,4,4,4,1,1,3,2,1.0,1,2,2,0,group_A,0
C108059,2025-07-01,129,22,0,0,1,8,0,2,1,1,1.0,1,2,3,0,group_A,0
