log_id,student_id,job_id,model_version,rank_position,timestamp,clicked,applied,shortlisted,college_tier,region
L004688,S0084,J005,v1.1,3,2026-04-07T08:00:00,1,1,0,1,urban
L004689,S0094,J016,v1.2,3,2026-05-01T03:00:00,0,0,0,2,urban
L004690,S0113,J019,v1.2,4,2026-04-03T11:00:00,0,0,0,2,rural
L004691,S0128,J034,v1.2,1,2026-06-14T21:00:00,0,0,0,1,urban
L004692,S0085,J000,v1.0,5,2026-05-27T21:00:00,0,0,0,1,rural
L004693,S0209,J007,v1.2,2,2026-05-12T07:00:00,1,0,0,2,urban
L004694,S0299,J045,v1.0,2,2026-06-25T00:00:00,1,0,0,2,semi_urban
L004695,S0201,J019,v1.1,2,2026-06-01T12:00:00,0,0,0,3,rural
L004696,S0229,J020,v1.0,1,2026-06-16T10:00:00,1,1,1,1,urban
L004697,S0194,J039,v1.2,4,2026-06-29T01:00:00,0,0,0,1,semi_urban
L004698,S0001,J006,v1.2,2,2026-04-07T05:00:00,0,0,0,2,urban
L004699,S0116,J045,v1.2,1,2026-04-08T17:00:00,0,0,0,3,urban
L004700,S0011,J036,v1.1,5,2026-05-06T07:00:00,0,0,0,3,urban
L004701,S0215,J011,v1.2,4,2026-05-10T13:00:00,0,0,0,3,urban
L004702,S0232,J022,v1.2,2,2026-04-16T03:00:00,0,0,0,3,urban
L004703,S0037,J037,v1.1,5,2026-05-01T12:00:00,0,0,0,2,semi_urban
L004704,S0142,J045,v1.2,1,2026-04-07T23:00:00,0,0,0,3,semi_urban
L004705,S0292,J009,v1.1,4,2026-04-25T14:00:00,0,0,0,3,urban
L004706,S0230,J038,v1.2,5,2026-04-10T02:00:00,0,0,0,1,semi_urban
L004707,S0045,J041,v1.2,4,2026-06-20T01:00:00,0,0,0,3,semi_urban
L004708,S0153,J000,v1.0,1,2026-05-08T20:00:00,1,0,0,2,urban
L004709,S0093,J044,v1.1,2,2026-06-08T13:00:00,1,1,0,2,semi_urban
L004710,S0106,J038,v1.1,1,2026-06-05T16:00:00,1,0,0,2,urban
L004711,S0115,J041,v1.2,5,2026-06-08T05:00:00,0,0,0,3,urban
L004712,S0196,J005,v1.2,1,2026-04-21T01:00:00,1,0,0,2,urban
L004713,S0199,J005,v1.2,3,2026-06-01T18:00:00,0,0,0,2,semi_urban
L004714,S0265,J031,v1.0,1,2026-04-12T19:00:00,1,1,0,1,semi_urban
L004715,S0198,J029,v1.1,5,2026-05-24T03:00:00,0,0,0,1,urban
L004716,S0065,J011,v1.2,2,2026-04-11T00:00:00,0,0,0,2,urban
L004717,S0111,J000,v1.2,3,2026-05-03T13:00:00,0,0,0,1,semi_urban
L004718,S0094,J002,v1.2,2,2026-04-09T06:00:00,1,0,0,2,urban
L004719,S0055,J004,v1.2,5,2026-05-31T13:00:00,0,0,0,3,semi_urban
L004720,S0291,J013,v1.0,1,2026-05-12T13:00:00,0,0,0,1,urban
L004721,S0116,J029,v1.2,1,2026-05-07T01:00:00,0,0,0,3,urban
L004722,S0167,J015,v1.2,1,2026-04-28T09:00:00,1,0,0,3,rural
L004723,S0251,J032,v1.2,1,2026-06-22T14:00:00,1,0,0,3,urban
L004724,S0278,J047,v1.2,4,2026-05-22T04:00:00,0,0,0,3,rural
L004725,S0208,J043,v1.2,3,2026-04-24T11:00:00,0,0,0,1,urban
L004726,S0165,J000,v1.1,5,2026-05-02T05:00:00,0,0,0,2,semi_urban
L004727,S0050,J019,v1.1,3,2026-04-11T16:00:00,1,1,0,1,semi_urban
L004728,S0229,J026,v1.2,1,2026-06-03T00:00:00,0,0,0,1,urban
L004729,S0027,J002,v1.2,3,2026-05-26T07:00:00,0,0,0,1,semi_urban
L004730,S0043,J036,v1.0,1,2026-06-25T01:00:00,0,0,0,2,semi_urban
L004731,S0160,J049,v1.1,1,2026-06-21T20:00:00,1,0,0,1,semi_urban
L004732,S0248,J025,v1.1,5,2026-05-18T10:00:00,0,0,0,2,semi_urban
L004733,S0269,J030,v1.0,1,2026-05-21T01:00:00,1,0,0,1,semi_urban
L004734,S0129,J025,v1.1,5,2026-06-29T02:00:00,0,0,0,2,rural
L004735,S0042,J032,v1.1,4,2026-05-30T03:00:00,1,0,0,3,rural
L004736,S0122,J017,v1.2,1,2026-05-02T02:00:00,0,0,0,1,urban
L004737,S0296,J016,v1.0,2,2026-04-03T05:00:00,0,0,0,3,semi_urban
L004738,S0055,J029,v1.2,1,2026-04-30T08:00:00,0,0,0,3,semi_urban
L004739,S0110,J035,v1.2,3,2026-06-11T19:00:00,0,0,0,2,semi_urban
L004740,S0063,J034,v1.1,4,2026-05-31T08:00:00,0,0,0,3,urban
L004741,S0122,J039,v1.0,2,2026-06-23T11:00:00,1,1,0,1,urban
L004742,S0005,J035,v1.2,2,2026-05-28T17:00:00,0,0,0,3,urban
L004743,S0198,J049,v1.1,4,2026-05-21T05:00:00,0,0,0,1,urban
L004744,S0139,J023,v1.2,1,2026-05-02T03:00:00,0,0,0,1,semi_urban
L004745,S0228,J033,v1.2,4,2026-05-16T14:00:00,0,0,0,2,semi_urban
L004746,S0228,J027,v1.0,4,2026-05-09T06:00:00,1,0,0,2,semi_urban
L004747,S0244,J045,v1.2,2,2026-04-23T07:00:00,0,0,0,2,urban
L004748,S0296,J030,v1.1,4,2026-05-02T01:00:00,0,0,0,3,semi_urban
L004749,S0229,J030,v1.2,1,2026-05-27T09:00:00,0,0,0,1,urban
L004750,S0086,J000,v1.1,2,2026-06-29T01:00:00,1,0,0,3,semi_urban
L004751,S0090,J020,v1.0,5,2026-06-11T23:00:00,0,0,0,1,semi_urban
L004752,S0214,J041,v1.2,4,2026-05-31T21:00:00,0,0,0,3,urban
L004753,S0235,J037,v1.1,4,2026-04-14T16:00:00,0,0,0,3,urban
L004754,S0158,J008,v1.1,3,2026-06-01T20:00:00,0,0,0,3,semi_urban
L004755,S0080,J049,v1.2,5,2026-04-01T07:00:00,0,0,0,2,semi_urban
L004756,S0228,J023,v1.0,3,2026-05-13T02:00:00,0,0,0,2,semi_urban
L004757,S0287,J003,v1.2,4,2026-06-01T18:00:00,1,0,0,2,urban
L004758,S0205,J044,v1.1,2,2026-05-20T18:00:00,1,0,0,1,semi_urban
L004759,S0013,J040,v1.1,5,2026-04-27T11:00:00,0,0,0,3,urban
L004760,S0038,J012,v1.1,3,2026-04-16T15:00:00,0,0,0,1,urban
L004761,S0059,J002,v1.2,2,2026-06-13T12:00:00,1,0,0,1,semi_urban
L004762,S0244,J033,v1.1,3,2026-04-29T09:00:00,1,1,1,2,urban
L004763,S0007,J009,v1.2,5,2026-06-14T06:00:00,0,0,0,3,semi_urban
L004764,S0169,J032,v1.2,1,2026-04-26T15:00:00,1,0,0,3,semi_urban
L004765,S0157,J013,v1.0,3,2026-04-24T23:00:00,0,0,0,2,urban
L004766,S0294,J026,v1.0,1,2026-06-01T18:00:00,0,0,0,3,urban
L004767,S0248,J034,v1.1,4,2026-05-04T22:00:00,1,1,0,2,semi_urban
L004768,S0293,J005,v1.2,3,2026-06-02T17:00:00,0,0,0,1,semi_urban
L004769,S0044,J025,v1.1,2,2026-05-03T01:00:00,1,1,0,3,semi_urban
L004770,S0235,J017,v1.1,1,2026-06-09T16:00:00,1,0,0,3,urban
L004771,S0201,J028,v1.2,4,2026-05-09T04:00:00,0,0,0,3,rural
L004772,S0235,J023,v1.2,1,2026-05-05T15:00:00,0,0,0,3,urban
L004773,S0166,J026,v1.2,5,2026-06-14T10:00:00,0,0,0,3,semi_urban
L004774,S0052,J023,v1.2,3,2026-06-12T18:00:00,0,0,0,3,semi_urban
L004775,S0057,J013,v1.0,4,2026-05-11T01:00:00,0,0,0,2,semi_urban
L004776,S0171,J022,v1.2,1,2026-04-24T22:00:00,0,0,0,2,urban
L004777,S0293,J031,v1.1,4,2026-05-06T06:00:00,1,0,0,1,semi_urban
L004778,S0061,J020,v1.2,1,2026-04-26T05:00:00,0,0,0,2,urban
L004779,S0150,J021,v1.0,4,2026-04-03T10:00:00,0,0,0,3,urban
L004780,S0247,J012,v1.2,2,2026-06-25T09:00:00,0,0,0,2,urban
L004781,S0243,J006,v1.2,3,2026-06-09T06:00:00,0,0,0,2,rural
L004782,S0292,J040,v1.2,2,2026-06-26T18:00:00,0,0,0,3,urban
L004783,S0257,J018,v1.2,2,2026-05-17T22:00:00,0,0,0,1,urban
L004784,S0062,J047,v1.0,4,2026-05-01T07:00:00,0,0,0,2,urban
L004785,S0064,J019,v1.0,3,2026-04-04T09:00:00,1,1,0,2,semi_urban
L004786,S0085,J041,v1.2,4,2026-05-29T05:00:00,0,0,0,1,rural
L004787,S0258,J038,v1.2,2,2026-05-22T13:00:00,0,0,0,1,semi_urban
L004788,S0077,J033,v1.2,3,2026-05-28T05:00:00,0,0,0,2,urban
L004789,S0230,J039,v1.1,5,2026-06-16T01:00:00,0,0,0,1,semi_urban
L004790,S0189,J037,v1.2,4,2026-05-06T07:00:00,0,0,0,2,semi_urban
L004791,S0117,J022,v1.1,4,2026-06-06T03:00:00,0,0,0,3,semi_urban
L004792,S0208,J030,v1.1,2,2026-04-22T17:00:00,0,0,0,1,urban
L004793,S0094,J029,v1.0,4,2026-06-15T16:00:00,0,0,0,2,urban
L004794,S0249,J027,v1.2,1,2026-04-04T01:00:00,1,0,0,2,urban
L004795,S0119,J029,v1.0,4,2026-06-12T17:00:00,0,0,0,2,rural
L004796,S0045,J038,v1.1,5,2026-05-08T23:00:00,1,0,0,3,semi_urban
L004797,S0110,J019,v1.2,3,2026-05-02T18:00:00,1,1,1,2,semi_urban
L004798,S0006,J022,v1.2,4,2026-06-09T04:00:00,0,0,0,3,urban
L004799,S0069,J008,v1.0,4,2026-04-14T01:00:00,0,0,0,2,rural
L004800,S0250,J001,v1.1,2,2026-05-02T20:00:00,0,0,0,2,urban
L004801,S0234,J048,v1.2,1,2026-04-07T00:00:00,0,0,0,3,urban
L004802,S0015,J036,v1.0,4,2026-06-06T17:00:00,1,0,0,1,urban
L004803,S0247,J014,v1.2,5,2026-05-28T11:00:00,0,0,0,2,urban
L004804,S0106,J031,v1.2,5,2026-06-14T06:00:00,0,0,0,2,urban
L004805,S0245,J033,v1.0,2,2026-06-03T15:00:00,1,0,0,3,urban
L004806,S0164,J040,v1.2,3,2026-05-13T23:00:00,0,0,0,2,semi_urban
L004807,S0021,J014,v1.1,5,2026-04-29T23:00:00,0,0,0,2,urban
L004808,S0006,J018,v1.2,5,2026-05-03T10:00:00,0,0,0,3,urban
L004809,S0196,J015,v1.2,2,2026-06-05T20:00:00,1,0,0,2,urban
L004810,S0091,J030,v1.2,2,2026-05-19T00:00:00,1,0,0,2,urban
L004811,S0033,J010,v1.0,1,2026-04-26T03:00:00,0,0,0,2,rural
L004812,S0118,J003,v1.1,3,2026-04-30T01:00:00,1,1,1,2,urban
L004813,S0154,J002,v1.2,3,2026-05-01T15:00:00,1,0,0,1,urban
L004814,S0006,J033,v1.2,4,2026-05-26T04:00:00,0,0,0,3,urban
L004815,S0072,J036,v1.1,3,2026-06-01T07:00:00,1,1,0,3,urban
L004816,S0035,J048,v1.2,3,2026-06-05T12:00:00,0,0,0,1,semi_urban
L004817,S0286,J018,v1.1,4,2026-05-09T16:00:00,0,0,0,1,urban
L004818,S0132,J011,v1.1,2,2026-06-18T05:00:00,1,0,0,2,semi_urban
L004819,S0183,J005,v1.2,1,2026-04-02T23:00:00,0,0,0,2,urban
L004820,S0079,J019,v1.0,3,2026-04-28T17:00:00,1,0,0,3,semi_urban
L004821,S0038,J020,v1.1,4,2026-04-20T11:00:00,0,0,0,1,urban
L004822,S0112,J029,v1.0,3,2026-04-27T05:00:00,1,0,0,2,urban
L004823,S0115,J029,v1.2,1,2026-05-17T18:00:00,0,0,0,3,urban
L004824,S0018,J001,v1.1,5,2026-04-24T13:00:00,0,0,0,3,urban
L004825,S0104,J045,v1.2,3,2026-05-12T05:00:00,0,0,0,3,rural
L004826,S0037,J011,v1.0,5,2026-06-27T15:00:00,0,0,0,2,semi_urban
L004827,S0130,J028,v1.0,3,2026-04-19T07:00:00,1,1,1,1,rural
L004828,S0161,J024,v1.2,2,2026-06-03T23:00:00,0,0,0,3,urban
L004829,S0231,J042,v1.1,5,2026-06-01T23:00:00,1,1,0,2,semi_urban
L004830,S0055,J018,v1.2,3,2026-06-11T12:00:00,0,0,0,3,semi_urban
L004831,S0246,J011,v1.1,3,2026-05-22T13:00:00,0,0,0,2,urban
L004832,S0130,J046,v1.1,5,2026-04-26T13:00:00,0,0,0,1,rural
L004833,S0126,J039,v1.2,3,2026-06-04T14:00:00,1,0,0,2,urban
L004834,S0040,J037,v1.2,5,2026-05-19T11:00:00,0,0,0,2,urban
L004835,S0008,J013,v1.0,3,2026-04-14T01:00:00,1,1,0,1,urban
L004836,S0230,J027,v1.2,5,2026-06-22T18:00:00,0,0,0,1,semi_urban
L004837,S0150,J007,v1.2,5,2026-04-29T02:00:00,0,0,0,3,urban
L004838,S0021,J043,v1.2,2,2026-05-10T13:00:00,0,0,0,2,urban
L004839,S0234,J048,v1.2,5,2026-05-21T19:00:00,0,0,0,3,urban
L004840,S0273,J039,v1.2,2,2026-04-05T17:00:00,0,0,0,2,semi_urban
L004841,S0239,J047,v1.2,1,2026-06-20T21:00:00,1,1,1,1,rural
L004842,S0107,J048,v1.0,3,2026-04-09T19:00:00,0,0,0,2,rural
L004843,S0212,J044,v1.1,1,2026-06-29T20:00:00,1,1,0,1,urban
L004844,S0280,J036,v1.2,2,2026-05-16T11:00:00,0,0,0,1,urban
L004845,S0058,J011,v1.1,2,2026-04-18T04:00:00,0,0,0,1,urban
L004846,S0242,J016,v1.1,5,2026-06-19T05:00:00,0,0,0,1,rural
L004847,S0019,J034,v1.1,2,2026-06-19T07:00:00,1,1,0,2,rural
L004848,S0028,J034,v1.1,4,2026-04-10T08:00:00,0,0,0,1,semi_urban
L004849,S0190,J014,v1.1,4,2026-04-12T02:00:00,0,0,0,3,semi_urban
L004850,S0219,J045,v1.1,1,2026-05-15T21:00:00,0,0,0,2,rural
L004851,S0102,J047,v1.1,1,2026-05-10T23:00:00,0,0,0,2,semi_urban
L004852,S0183,J022,v1.2,5,2026-05-05T02:00:00,0,0,0,2,urban
L004853,S0224,J038,v1.2,4,2026-04-11T23:00:00,0,0,0,2,urban
L004854,S0172,J042,v1.2,2,2026-05-15T20:00:00,1,0,0,2,urban
L004855,S0238,J022,v1.2,1,2026-05-18T14:00:00,1,0,0,1,urban
L004856,S0048,J049,v1.1,5,2026-06-04T01:00:00,1,0,0,2,semi_urban
L004857,S0233,J029,v1.0,4,2026-04-14T07:00:00,1,0,0,2,semi_urban
L004858,S0124,J010,v1.2,5,2026-05-01T03:00:00,0,0,0,1,semi_urban
L004859,S0058,J020,v1.2,1,2026-06-22T19:00:00,1,0,0,1,urban
L004860,S0075,J044,v1.2,4,2026-04-05T14:00:00,0,0,0,2,urban
L004861,S0277,J028,v1.1,3,2026-04-22T23:00:00,0,0,0,2,semi_urban
L004862,S0271,J041,v1.2,4,2026-06-14T10:00:00,0,0,0,1,rural
L004863,S0227,J039,v1.2,5,2026-06-12T20:00:00,1,0,0,2,rural
L004864,S0208,J010,v1.0,2,2026-06-28T21:00:00,0,0,0,1,urban
L004865,S0191,J023,v1.1,1,2026-05-26T02:00:00,0,0,0,1,semi_urban
L004866,S0088,J006,v1.2,5,2026-06-23T12:00:00,0,0,0,1,urban
L004867,S0260,J014,v1.2,3,2026-06-28T07:00:00,0,0,0,1,urban
L004868,S0017,J047,v1.2,3,2026-04-09T00:00:00,0,0,0,1,semi_urban
L004869,S0154,J019,v1.1,4,2026-04-28T02:00:00,0,0,0,1,urban
L004870,S0059,J020,v1.1,1,2026-04-30T14:00:00,1,1,1,1,semi_urban
L004871,S0150,J049,v1.1,3,2026-05-11T09:00:00,1,0,0,3,urban
L004872,S0068,J016,v1.1,2,2026-04-03T16:00:00,0,0,0,1,urban
L004873,S0239,J048,v1.2,2,2026-04-27T21:00:00,0,0,0,1,rural
L004874,S0285,J000,v1.2,3,2026-06-25T09:00:00,0,0,0,2,semi_urban
L004875,S0217,J035,v1.1,5,2026-05-01T10:00:00,0,0,0,1,semi_urban
L004876,S0079,J045,v1.1,3,2026-04-05T19:00:00,0,0,0,3,semi_urban
L004877,S0057,J039,v1.2,4,2026-06-05T14:00:00,0,0,0,2,semi_urban
L004878,S0160,J015,v1.2,5,2026-05-30T03:00:00,0,0,0,1,semi_urban
L004879,S0292,J027,v1.2,2,2026-06-05T17:00:00,0,0,0,3,urban
L004880,S0219,J003,v1.1,4,2026-06-25T21:00:00,0,0,0,2,rural
L004881,S0154,J013,v1.2,2,2026-06-05T18:00:00,0,0,0,1,urban
L004882,S0084,J007,v1.1,1,2026-06-28T02:00:00,1,1,0,1,urban
L004883,S0278,J046,v1.0,5,2026-04-12T23:00:00,1,0,0,3,rural
L004884,S0264,J028,v1.0,5,2026-05-26T00:00:00,0,0,0,3,semi_urban
L004885,S0130,J048,v1.2,2,2026-05-20T16:00:00,0,0,0,1,rural
L004886,S0234,J023,v1.2,1,2026-06-27T14:00:00,0,0,0,3,urban
L004887,S0230,J047,v1.2,2,2026-05-24T21:00:00,0,0,0,1,semi_urban
L004888,S0004,J022,v1.1,5,2026-06-17T23:00:00,0,0,0,1,rural
L004889,S0124,J043,v1.2,4,2026-06-16T12:00:00,0,0,0,1,semi_urban
L004890,S0038,J026,v1.2,2,2026-05-07T08:00:00,1,0,0,1,urban
L004891,S0020,J026,v1.1,3,2026-06-01T08:00:00,0,0,0,3,rural
L004892,S0178,J013,v1.2,4,2026-06-16T07:00:00,0,0,0,3,semi_urban
L004893,S0069,J011,v1.2,4,2026-05-29T10:00:00,0,0,0,2,rural
L004894,S0214,J015,v1.1,4,2026-04-02T17:00:00,0,0,0,3,urban
L004895,S0215,J036,v1.1,1,2026-06-24T01:00:00,0,0,0,3,urban
L004896,S0058,J033,v1.1,3,2026-05-22T06:00:00,0,0,0,1,urban
L004897,S0189,J003,v1.1,2,2026-06-21T18:00:00,0,0,0,2,semi_urban
L004898,S0120,J029,v1.2,5,2026-04-08T21:00:00,0,0,0,2,semi_urban
L004899,S0096,J049,v1.2,2,2026-06-15T21:00:00,0,0,0,2,rural
L004900,S0109,J006,v1.1,1,2026-04-23T17:00:00,1,0,0,3,rural
L004901,S0045,J028,v1.1,5,2026-06-28T11:00:00,0,0,0,3,semi_urban
L004902,S0183,J019,v1.2,1,2026-06-10T17:00:00,1,0,0,2,urban
L004903,S0083,J006,v1.0,1,2026-05-26T08:00:00,0,0,0,1,urban
L004904,S0095,J009,v1.2,5,2026-04-28T09:00:00,0,0,0,2,urban
L004905,S0079,J002,v1.1,2,2026-06-17T18:00:00,0,0,0,3,semi_urban
L004906,S0251,J024,v1.1,4,2026-06-25T21:00:00,0,0,0,3,urban
L004907,S0099,J025,v1.2,5,2026-04-09T14:00:00,1,0,0,3,urban
L004908,S0014,J010,v1.0,3,2026-05-05T22:00:00,0,0,0,2,urban
L004909,S0248,J027,v1.0,4,2026-04-10T04:00:00,0,0,0,2,semi_urban
L004910,S0024,J035,v1.2,1,2026-06-23T13:00:00,1,1,1,3,rural
L004911,S0141,J005,v1.2,4,2026-06-20T16:00:00,0,0,0,2,urban
L004912,S0145,J000,v1.0,1,2026-05-16T04:00:00,0,0,0,2,semi_urban
L004913,S0060,J031,v1.0,2,2026-04-21T03:00:00,0,0,0,2,rural
L004914,S0227,J017,v1.0,1,2026-06-06T05:00:00,1,0,0,2,rural
L004915,S0037,J009,v1.0,4,2026-06-06T15:00:00,0,0,0,2,semi_urban
L004916,S0132,J026,v1.1,4,2026-06-02T04:00:00,0,0,0,2,semi_urban
L004917,S0285,J032,v1.0,3,2026-05-14T09:00:00,0,0,0,2,semi_urban
L004918,S0092,J010,v1.2,1,2026-05-31T03:00:00,0,0,0,2,semi_urban
L004919,S0130,J002,v1.1,3,2026-05-27T14:00:00,0,0,0,1,rural
L004920,S0097,J037,v1.1,3,2026-05-29T17:00:00,0,0,0,1,urban
L004921,S0249,J047,v1.1,2,2026-05-19T18:00:00,0,0,0,2,urban
L004922,S0199,J006,v1.1,1,2026-04-02T08:00:00,0,0,0,2,semi_urban
L004923,S0150,J026,v1.2,1,2026-06-27T01:00:00,1,0,0,3,urban
L004924,S0141,J045,v1.2,1,2026-04-03T21:00:00,0,0,0,2,urban
L004925,S0165,J027,v1.0,5,2026-05-10T21:00:00,0,0,0,2,semi_urban
L004926,S0222,J001,v1.0,5,2026-06-20T19:00:00,0,0,0,2,urban
L004927,S0083,J024,v1.1,5,2026-06-29T11:00:00,0,0,0,1,urban
L004928,S0144,J035,v1.2,3,2026-06-13T06:00:00,0,0,0,2,urban
L004929,S0152,J031,v1.1,3,2026-05-31T12:00:00,0,0,0,1,semi_urban
L004930,S0184,J037,v1.2,4,2026-04-17T05:00:00,0,0,0,3,urban
L004931,S0105,J027,v1.1,5,2026-04-26T20:00:00,0,0,0,3,rural
L004932,S0266,J003,v1.2,2,2026-05-23T10:00:00,1,1,0,2,semi_urban
L004933,S0127,J021,v1.2,3,2026-04-28T04:00:00,0,0,0,1,rural
L004934,S0017,J040,v1.0,4,2026-05-16T03:00:00,0,0,0,1,semi_urban
L004935,S0085,J030,v1.0,1,2026-05-19T00:00:00,0,0,0,1,rural
L004936,S0257,J004,v1.1,5,2026-05-10T12:00:00,0,0,0,1,urban
L004937,S0028,J004,v1.1,4,2026-05-21T08:00:00,0,0,0,1,semi_urban
L004938,S0275,J031,v1.2,1,2026-05-09T20:00:00,0,0,0,2,semi_urban
L004939,S0042,J025,v1.1,2,2026-05-03T16:00:00,0,0,0,3,rural
L004940,S0208,J039,v1.2,4,2026-06-26T12:00:00,0,0,0,1,urban
L004941,S0154,J048,v1.0,2,2026-05-24T06:00:00,0,0,0,1,urban
L004942,S0012,J038,v1.2,2,2026-06-21T11:00:00,1,0,0,2,urban
L004943,S0039,J024,v1.1,4,2026-05-04T22:00:00,0,0,0,2,rural
L004944,S0142,J048,v1.2,3,2026-06-14T07:00:00,0,0,0,3,semi_urban
L004945,S0097,J014,v1.2,2,2026-05-04T11:00:00,0,0,0,1,urban
L004946,S0000,J001,v1.2,4,2026-04-17T16:00:00,0,0,0,3,semi_urban
L004947,S0183,J042,v1.1,5,2026-05-07T23:00:00,0,0,0,2,urban
L004948,S0027,J010,v1.0,3,2026-05-24T04:00:00,0,0,0,1,semi_urban
L004949,S0100,J041,v1.2,2,2026-04-21T23:00:00,0,0,0,3,urban
L004950,S0073,J017,v1.1,1,2026-06-08T03:00:00,1,0,0,1,urban
L004951,S0090,J013,v1.2,1,2026-05-29T18:00:00,1,0,0,1,semi_urban
L004952,S0170,J008,v1.2,5,2026-04-04T12:00:00,0,0,0,2,urban
L004953,S0276,J039,v1.2,3,2026-05-29T15:00:00,0,0,0,2,rural
L004954,S0273,J025,v1.2,5,2026-06-20T17:00:00,0,0,0,2,semi_urban
L004955,S0101,J035,v1.2,4,2026-06-23T05:00:00,0,0,0,2,rural
L004956,S0233,J020,v1.1,2,2026-04-06T16:00:00,0,0,0,2,semi_urban
L004957,S0113,J036,v1.2,4,2026-06-27T07:00:00,0,0,0,2,rural
L004958,S0107,J048,v1.0,5,2026-06-16T14:00:00,0,0,0,2,rural
L004959,S0209,J031,v1.2,3,2026-06-23T21:00:00,0,0,0,2,urban
L004960,S0238,J022,v1.2,1,2026-04-13T12:00:00,0,0,0,1,urban
L004961,S0002,J018,v1.1,1,2026-05-27T15:00:00,0,0,0,3,semi_urban
L004962,S0256,J005,v1.0,2,2026-05-17T13:00:00,1,1,0,3,urban
L004963,S0124,J000,v1.2,2,2026-04-15T18:00:00,0,0,0,1,semi_urban
L004964,S0133,J007,v1.2,5,2026-06-19T15:00:00,0,0,0,2,rural
L004965,S0171,J014,v1.0,2,2026-06-20T04:00:00,0,0,0,2,urban
L004966,S0172,J030,v1.0,2,2026-05-28T02:00:00,0,0,0,2,urban
L004967,S0213,J029,v1.1,3,2026-04-11T16:00:00,0,0,0,3,urban
L004968,S0268,J026,v1.2,4,2026-04-10T01:00:00,0,0,0,1,urban
L004969,S0137,J044,v1.2,4,2026-04-30T08:00:00,0,0,0,2,semi_urban
L004970,S0251,J004,v1.1,1,2026-04-30T03:00:00,1,0,0,3,urban
L004971,S0187,J002,v1.2,5,2026-04-09T23:00:00,1,0,0,1,urban
L004972,S0239,J016,v1.2,1,2026-05-22T22:00:00,0,0,0,1,rural
L004973,S0165,J024,v1.1,4,2026-05-14T00:00:00,0,0,0,2,semi_urban
L004974,S0065,J029,v1.1,1,2026-04-27T10:00:00,1,0,0,2,urban
L004975,S0251,J048,v1.1,4,2026-06-23T09:00:00,0,0,0,3,urban
L004976,S0021,J018,v1.0,4,2026-04-11T10:00:00,1,0,0,2,urban
L004977,S0002,J047,v1.0,2,2026-05-11T04:00:00,0,0,0,3,semi_urban
L004978,S0055,J023,v1.1,2,2026-04-09T02:00:00,1,1,1,3,semi_urban
L004979,S0252,J041,v1.2,3,2026-05-30T08:00:00,0,0,0,2,urban
L004980,S0296,J045,v1.2,4,2026-05-07T18:00:00,0,0,0,3,semi_urban
L004981,S0271,J013,v1.0,4,2026-05-22T12:00:00,0,0,0,1,rural
L004982,S0151,J000,v1.2,2,2026-05-01T06:00:00,0,0,0,3,rural
L004983,S0100,J044,v1.1,4,2026-04-12T15:00:00,0,0,0,3,urban
L004984,S0273,J009,v1.1,4,2026-04-11T13:00:00,1,0,0,2,semi_urban
L004985,S0113,J028,v1.2,1,2026-05-08T19:00:00,0,0,0,2,rural
L004986,S0062,J006,v1.2,1,2026-04-21T10:00:00,1,0,0,2,urban
L004987,S0049,J047,v1.2,3,2026-06-22T00:00:00,0,0,0,1,urban
L004988,S0184,J002,v1.1,5,2026-05-13T01:00:00,0,0,0,3,urban
L004989,S0069,J011,v1.0,1,2026-05-06T16:00:00,0,0,0,2,rural
L004990,S0115,J005,v1.0,3,2026-06-07T20:00:00,0,0,0,3,urban
L004991,S0210,J037,v1.2,3,2026-04-26T01:00:00,0,0,0,2,urban
L004992,S0084,J035,v1.2,2,2026-05-17T19:00:00,0,0,0,1,urban
L004993,S0055,J004,v1.2,1,2026-04-29T14:00:00,0,0,0,3,semi_urban
L004994,S0213,J020,v1.1,2,2026-05-30T11:00:00,0,0,0,3,urban
L004995,S0291,J033,v1.1,5,2026-04-29T23:00:00,1,0,0,1,urban
L004996,S0266,J043,v1.1,2,2026-05-29T01:00:00,0,0,0,2,semi_urban
L004997,S0193,J014,v1.2,2,2026-05-04T08:00:00,0,0,0,3,urban
L004998,S0090,J038,v1.1,1,2026-04-07T16:00:00,1,0,0,1,semi_urban
L004999,S0077,J007,v1.1,3,2026-06-22T20:00:00,0,0,0,2,urban
L005000,S0029,J034,v1.1,3,2026-04-17T19:00:00,1,0,0,2,urban
L005001,S0299,J012,v1.2,4,2026-06-28T06:00:00,0,0,0,2,semi_urban
L005002,S0057,J049,v1.2,5,2026-05-13T09:00:00,0,0,0,2,semi_urban
L005003,S0131,J003,v1.0,2,2026-06-21T05:00:00,0,0,0,3,semi_urban
L005004,S0147,J008,v1.1,5,2026-06-01T23:00:00,0,0,0,2,semi_urban
L005005,S0295,J036,v1.1,1,2026-04-23T03:00:00,1,0,0,3,urban
L005006,S0060,J041,v1.0,5,2026-04-14T13:00:00,0,0,0,2,rural
L005007,S0295,J000,v1.2,4,2026-04-21T05:00:00,0,0,0,3,urban
L005008,S0282,J021,v1.2,1,2026-04-17T11:00:00,1,1,0,1,urban
L005009,S0158,J016,v1.1,1,2026-06-29T11:00:00,1,0,0,3,semi_urban
L005010,S0141,J021,v1.1,1,2026-06-07T16:00:00,0,0,0,2,urban
L005011,S0065,J037,v1.0,4,2026-04-05T16:00:00,1,1,0,2,urban
