log_id,timestamp,student_id,job_id,model_version,rank_position,offline_score,served_score,skew,feat_skill_score,feat_skill_gap,feat_verified_skills,feat_years_exp,college_tier,region,defect_probability,is_predicted_defect,estimated_user_impact,clicked,applied,defect_category,defect_rank
L004015,2026-06-29T19:00:00,S0268,J002,v1.1,1,0.578,0.6393,0.0613,3.321,0.09,7,1.2,1,urban,0.0095,0,0.0107,1,0,none,4288
L007216,2026-06-14T05:00:00,S0260,J005,v1.1,1,0.5347,0.5992,0.0645,4.172,0.64,3,1.5,1,urban,0.0095,0,0.0107,1,0,none,4289
L003967,2026-04-20T04:00:00,S0043,J040,v1.2,2,0.534,0.6164,0.0823,2.691,-0.05,4,1.9,2,semi_urban,0.0146,0,0.0107,0,0,none,4290
L001384,2026-06-05T12:00:00,S0066,J048,v1.1,1,0.48,0.5455,0.0655,3.173,-0.16,6,1.0,2,semi_urban,0.0095,0,0.0107,1,0,none,4291
L007183,2026-04-29T07:00:00,S0207,J002,v1.2,2,0.3551,0.4376,0.0825,3.051,-0.19,5,0.6,2,rural,0.0146,0,0.0107,0,0,none,4292
L003567,2026-06-01T21:00:00,S0207,J010,v1.1,1,0.393,0.4722,0.0792,3.05,-0.29,5,0.6,2,rural,0.0092,0,0.0107,1,0,none,4293
L000320,2026-04-30T12:00:00,S0093,J010,v1.1,1,0.5598,0.6237,0.0639,3.662,0.33,8,1.2,2,semi_urban,0.0095,0,0.0107,0,0,none,4294
L007556,2026-06-17T08:00:00,S0019,J048,v1.2,2,0.3671,0.4476,0.0805,2.62,-0.72,4,1.6,2,rural,0.0146,0,0.0107,0,0,none,4295
L000110,2026-06-05T12:00:00,S0280,J024,v1.1,1,0.3936,0.4561,0.0625,3.371,-0.26,7,1.3,1,urban,0.0095,0,0.0107,1,0,none,4296
L004222,2026-06-08T23:00:00,S0093,J001,v1.1,1,0.4221,0.4869,0.0648,3.662,-0.07,8,1.2,2,semi_urban,0.0095,0,0.0107,1,0,none,4297
L003033,2026-04-20T15:00:00,S0132,J024,v1.1,1,0.5289,0.594,0.0651,3.553,-0.08,8,1.5,2,semi_urban,0.0095,0,0.0107,1,0,none,4298
L006814,2026-04-25T21:00:00,S0069,J000,v1.1,1,0.5222,0.5872,0.065,3.522,0.29,4,1.6,2,rural,0.0095,0,0.0107,1,0,none,4299
L007981,2026-06-17T05:00:00,S0198,J022,v1.1,1,0.397,0.4584,0.0614,3.191,-0.04,4,1.8,1,urban,0.0095,0,0.0107,0,0,none,4300
L007653,2026-06-08T00:00:00,S0209,J041,v1.1,1,0.5094,0.571,0.0616,3.071,-0.26,8,1.6,2,urban,0.0095,0,0.0107,1,0,none,4301
L007125,2026-06-28T00:00:00,S0236,J048,v1.2,2,0.3231,0.4042,0.0811,2.641,-0.7,7,2.3,2,semi_urban,0.0146,0,0.0107,0,0,none,4302
L001231,2026-06-27T21:00:00,S0247,J007,v1.1,1,0.4164,0.493,0.0766,1.548,-0.69,5,2.7,2,urban,0.0092,0,0.0106,0,0,none,4303
L006812,2026-04-30T21:00:00,S0278,J001,v1.1,2,0.3031,0.3991,0.096,3.058,-0.69,8,2.0,3,rural,0.0141,0,0.0106,0,0,none,4304
L000743,2026-05-24T08:00:00,S0189,J045,v1.1,1,0.4145,0.491,0.0765,3.108,-0.63,3,0.9,2,semi_urban,0.0092,0,0.0106,1,0,none,4305
L005567,2026-04-28T21:00:00,S0024,J010,v1.2,1,0.3791,0.4375,0.0584,2.569,-0.76,7,0.7,3,rural,0.0095,0,0.0106,0,0,none,4306
L003056,2026-06-03T06:00:00,S0170,J035,v1.1,1,0.5809,0.6536,0.0727,3.446,0.61,3,3.0,2,urban,0.0092,0,0.0106,0,0,none,4307
L001507,2026-05-21T10:00:00,S0189,J049,v1.1,1,0.5913,0.6656,0.0743,3.107,1.17,3,0.9,2,semi_urban,0.0092,0,0.0106,1,0,none,4308
L003616,2026-05-29T20:00:00,S0290,J013,v1.1,2,0.338,0.4376,0.0996,2.72,-0.83,3,2.0,3,rural,0.0141,0,0.0106,1,0,none,4309
L001391,2026-06-10T17:00:00,S0281,J022,v1.2,2,0.2128,0.2371,0.0243,1.462,-1.75,3,0.0,1,semi_urban,0.0161,0,0.0106,0,0,none,4310
L007600,2026-06-09T20:00:00,S0284,J005,v1.2,2,0.1172,0.1833,0.0661,1.883,-1.65,3,0.0,2,rural,0.0149,0,0.0106,0,0,none,4311
L002362,2026-06-15T09:00:00,S0048,J042,v1.1,1,0.5921,0.6649,0.0729,2.606,0.37,2,1.3,2,semi_urban,0.0092,0,0.0106,0,0,none,4312
L002657,2026-04-01T17:00:00,S0051,J049,v1.1,1,0.5468,0.6263,0.0795,2.21,0.27,7,1.7,1,urban,0.0092,0,0.0106,0,0,none,4313
L005547,2026-06-16T04:00:00,S0207,J036,v1.1,1,0.5562,0.6289,0.0728,3.046,0.31,5,0.6,2,rural,0.0092,0,0.0106,0,0,none,4314
L007194,2026-04-22T21:00:00,S0282,J017,v1.1,1,0.5378,0.6168,0.0791,3.57,0.23,8,0.7,1,urban,0.0092,0,0.0106,0,0,none,4315
L000176,2026-04-23T08:00:00,S0094,J039,v1.1,1,0.4046,0.4793,0.0747,3.257,-0.38,2,1.8,2,urban,0.0092,0,0.0106,0,0,none,4316
L007107,2026-04-02T02:00:00,S0204,J025,v1.1,1,0.4046,0.4488,0.0442,2.962,0.04,6,1.9,1,semi_urban,0.0097,0,0.0106,0,0,none,4317
L005545,2026-05-06T02:00:00,S0176,J043,v1.1,1,0.6016,0.6753,0.0737,4.677,0.74,7,0.4,2,urban,0.0092,0,0.0106,1,0,none,4318
L002453,2026-04-14T13:00:00,S0157,J017,v1.1,1,0.5159,0.5898,0.0739,3.257,-0.08,2,2.2,2,urban,0.0092,0,0.0106,1,1,none,4319
L005738,2026-05-09T19:00:00,S0275,J022,v1.1,1,0.595,0.6705,0.0755,3.768,0.53,3,0.7,2,semi_urban,0.0092,0,0.0106,1,0,none,4320
L003295,2026-05-14T16:00:00,S0096,J020,v1.1,1,0.4729,0.5477,0.0748,1.987,-0.35,4,1.9,2,rural,0.0092,0,0.0106,0,0,none,4321
L002697,2026-04-01T23:00:00,S0009,J009,v1.1,5,0.2949,0.3584,0.0635,2.092,-1.14,8,1.9,2,urban,0.0244,0,0.0106,0,0,none,4322
L005882,2026-05-19T23:00:00,S0084,J005,v1.1,1,0.3672,0.4452,0.078,3.029,-0.51,7,2.5,1,urban,0.0092,0,0.0106,0,0,none,4323
L002448,2026-04-27T04:00:00,S0105,J021,v1.2,1,0.4457,0.5011,0.0554,4.028,-0.6,5,0.0,3,rural,0.0095,0,0.0106,1,0,none,4324
L007474,2026-05-01T09:00:00,S0216,J022,v1.1,1,0.5039,0.5765,0.0726,3.346,0.11,8,2.5,1,urban,0.0092,0,0.0105,0,0,none,4325
L007475,2026-05-12T01:00:00,S0041,J000,v1.2,1,0.3703,0.4238,0.0535,2.537,-0.69,7,1.5,3,rural,0.0095,0,0.0105,0,0,none,4326
L007656,2026-04-02T15:00:00,S0100,J036,v1.2,1,0.6116,0.6745,0.0629,3.371,0.64,5,1.4,3,urban,0.0093,0,0.0105,0,0,none,4327
L001399,2026-06-22T02:00:00,S0053,J045,v1.1,1,0.5389,0.6112,0.0723,4.326,0.59,3,3.7,2,semi_urban,0.0092,0,0.0105,0,0,none,4328
L000611,2026-05-18T01:00:00,S0110,J005,v1.0,2,0.6705,0.6705,0.0,4.2,0.7,3,1.4,2,semi_urban,0.0166,0,0.0105,0,0,none,4329
L000022,2026-06-29T13:00:00,S0151,J040,v1.1,2,0.4178,0.5096,0.0919,2.136,-0.61,3,0.2,3,rural,0.0141,0,0.0105,1,0,none,4330
L000489,2026-04-18T08:00:00,S0243,J013,v1.1,4,0.2754,0.3092,0.0338,2.637,-0.88,5,2.0,2,rural,0.0229,0,0.0105,0,0,none,4331
L004166,2026-06-22T13:00:00,S0076,J029,v1.1,3,0.2163,0.3339,0.1175,2.179,-1.08,2,2.4,2,rural,0.0171,0,0.0105,0,0,none,4332
L006947,2026-05-14T07:00:00,S0207,J000,v1.2,4,0.4651,0.5055,0.0404,3.03,-0.19,5,0.6,2,rural,0.0223,0,0.0104,0,0,none,4333
L000825,2026-05-16T14:00:00,S0122,J000,v1.2,2,0.5385,0.6209,0.0824,2.881,-0.36,3,1.9,1,urban,0.0141,0,0.0104,1,0,none,4334
L001163,2026-05-16T06:00:00,S0146,J037,v1.2,5,0.0873,0.1878,0.1005,1.85,-1.8,7,0.6,2,rural,0.0224,0,0.0104,0,0,none,4335
L003817,2026-04-21T11:00:00,S0104,J019,v1.2,3,0.5899,0.6717,0.0818,3.541,0.9,7,1.3,3,rural,0.0179,0,0.0104,0,0,none,4336
L005895,2026-05-24T19:00:00,S0274,J023,v1.2,4,0.4834,0.524,0.0405,2.63,0.11,7,0.6,2,rural,0.0223,0,0.0104,1,0,none,4337
L004330,2026-06-29T05:00:00,S0122,J043,v1.1,5,0.2928,0.3084,0.0156,2.848,-1.06,3,1.9,1,urban,0.0261,0,0.0104,0,0,none,4338
L001984,2026-06-07T00:00:00,S0257,J000,v1.2,2,0.3879,0.4714,0.0835,2.442,-0.8,4,0.0,1,urban,0.0141,0,0.0104,0,0,none,4339
L001542,2026-04-18T16:00:00,S0112,J029,v1.2,4,0.5048,0.5452,0.0404,2.68,-0.54,2,1.5,2,urban,0.0223,0,0.0104,0,0,none,4340
L003688,2026-05-10T05:00:00,S0149,J005,v1.2,1,0.5135,0.5742,0.0607,3.26,-0.27,5,0.7,1,semi_urban,0.0092,0,0.0103,1,1,none,4341
L005849,2026-05-13T05:00:00,S0187,J025,v1.2,2,0.5352,0.6163,0.0811,3.311,0.37,2,1.1,1,urban,0.0141,0,0.0103,0,0,none,4342
L001143,2026-05-15T06:00:00,S0121,J029,v1.1,4,0.2753,0.2992,0.0238,2.282,-0.93,3,2.1,2,urban,0.0227,0,0.0103,0,0,none,4343
L006254,2026-05-25T22:00:00,S0206,J018,v1.2,2,0.6063,0.6873,0.081,3.761,0.42,2,1.1,1,urban,0.0141,0,0.0103,0,0,none,4344
L002190,2026-04-17T19:00:00,S0289,J020,v1.2,2,0.4166,0.4976,0.0811,1.971,-0.37,2,1.8,1,urban,0.0141,0,0.0103,0,0,none,4345
L001168,2026-05-13T08:00:00,S0047,J007,v1.1,3,0.649,0.6982,0.0492,3.405,1.18,4,0.6,2,urban,0.0187,0,0.0103,0,0,none,4346
L007368,2026-05-04T01:00:00,S0175,J010,v1.1,5,0.3,0.3627,0.0628,2.221,-1.11,6,0.7,1,urban,0.0237,0,0.0103,1,0,none,4347
L000327,2026-05-29T14:00:00,S0239,J020,v1.2,1,0.605,0.6651,0.0601,2.71,0.38,7,1.1,1,rural,0.0092,0,0.0103,0,0,none,4348
L005800,2026-05-30T21:00:00,S0006,J043,v1.1,4,0.2204,0.2809,0.0605,2.17,-1.76,7,2.5,3,urban,0.0214,0,0.0103,0,0,none,4349
L001085,2026-05-08T14:00:00,S0048,J046,v1.2,1,0.5607,0.7004,0.1397,2.64,0.67,2,1.3,2,semi_urban,0.008,0,0.0102,0,0,none,4350
L002262,2026-06-27T09:00:00,S0171,J044,v1.1,3,0.2139,0.277,0.0631,2.732,-1.2,8,3.1,2,urban,0.0181,0,0.0102,0,0,none,4351
L003896,2026-06-17T20:00:00,S0224,J021,v1.2,5,0.0,0.0344,0.0344,2.147,-2.47,7,1.4,2,urban,0.0245,0,0.0101,0,0,none,4352
L005416,2026-04-27T05:00:00,S0187,J047,v1.2,4,0.4689,0.5089,0.04,3.29,-0.33,2,1.1,1,urban,0.0216,0,0.0101,0,0,none,4353
L003241,2026-04-10T00:00:00,S0284,J014,v1.2,4,0.0,0.0928,0.0928,1.896,-3.05,3,0.0,2,rural,0.0198,0,0.0101,0,0,none,4354
L001610,2026-06-02T20:00:00,S0256,J025,v1.2,2,0.455,0.5567,0.1017,2.751,-0.2,6,2.5,3,urban,0.0132,0,0.0101,0,0,none,4355
L000392,2026-04-14T20:00:00,S0255,J017,v1.2,2,0.2984,0.4008,0.1025,2.151,-1.2,4,1.3,3,urban,0.0132,0,0.0101,0,0,none,4356
L005634,2026-05-21T18:00:00,S0006,J036,v1.2,2,0.4371,0.5388,0.1017,2.191,-0.56,7,2.5,3,urban,0.0132,0,0.0101,0,0,none,4357
L004743,2026-06-23T23:00:00,S0167,J009,v1.2,1,0.5262,0.6146,0.0884,3.124,-0.12,7,2.3,3,rural,0.0086,0,0.0101,1,0,none,4358
L007708,2026-04-02T17:00:00,S0213,J041,v1.2,2,0.4156,0.5202,0.1046,2.452,-0.9,3,2.0,3,urban,0.0132,0,0.0101,0,0,none,4359
L003883,2026-04-02T11:00:00,S0012,J021,v1.1,4,0.4038,0.4563,0.0525,4.316,-0.31,4,2.3,2,urban,0.021,0,0.01,0,0,none,4360
L001288,2026-06-24T15:00:00,S0199,J044,v1.1,2,0.184,0.3339,0.1498,2.205,-1.77,7,2.1,2,semi_urban,0.0122,0,0.01,0,0,none,4361
L000547,2026-04-03T00:00:00,S0138,J045,v1.2,2,0.1526,0.2054,0.0528,2.056,-1.67,5,1.3,3,semi_urban,0.0144,0,0.01,0,0,none,4362
L000462,2026-05-26T11:00:00,S0056,J032,v1.1,5,0.1977,0.2765,0.0788,1.489,-1.25,4,1.7,2,semi_urban,0.0223,0,0.01,0,0,none,4363
L003491,2026-04-19T06:00:00,S0181,J013,v1.2,3,0.4619,0.5763,0.1144,3.567,0.01,3,1.0,3,urban,0.0164,0,0.01,0,0,none,4364
L005984,2026-06-17T15:00:00,S0217,J008,v1.1,2,0.1196,0.2252,0.1056,1.623,-2.03,7,0.7,1,semi_urban,0.0131,0,0.01,0,0,none,4365
L003584,2026-04-26T07:00:00,S0097,J005,v1.1,4,0.5431,0.595,0.0519,3.696,0.17,5,1.5,1,urban,0.021,0,0.01,0,0,none,4366
L006973,2026-05-01T21:00:00,S0097,J045,v1.1,4,0.4994,0.5514,0.0521,3.696,-0.03,5,1.5,1,urban,0.021,0,0.01,0,0,none,4367
L004359,2026-05-16T02:00:00,S0162,J031,v1.2,4,0.1199,0.2093,0.0894,1.245,-2.1,6,1.2,1,rural,0.0198,0,0.01,0,0,none,4368
L002752,2026-04-15T11:00:00,S0235,J001,v1.2,2,0.346,0.4417,0.0957,3.248,-0.5,8,1.1,3,urban,0.0132,0,0.01,1,0,none,4369
L001214,2026-06-20T05:00:00,S0256,J009,v1.1,3,0.4493,0.5658,0.1164,2.758,-0.5,6,2.5,3,urban,0.0162,0,0.01,0,0,none,4370
L002091,2026-06-12T10:00:00,S0237,J004,v1.2,2,0.4318,0.5319,0.1001,2.55,-0.4,4,1.6,3,urban,0.0132,0,0.01,0,0,none,4371
L004251,2026-04-21T17:00:00,S0138,J014,v1.2,4,0.0,0.0932,0.0932,2.077,-2.87,5,1.3,3,semi_urban,0.0195,0,0.01,0,0,none,4372
L004837,2026-04-08T06:00:00,S0018,J026,v1.2,2,0.4731,0.5675,0.0944,2.707,-0.14,8,2.1,3,urban,0.0132,0,0.0099,0,0,none,4373
L004099,2026-06-28T03:00:00,S0247,J020,v1.1,2,0.3994,0.4803,0.0809,1.55,-0.79,5,2.7,2,urban,0.0134,0,0.0099,0,0,none,4374
L004197,2026-05-26T14:00:00,S0120,J019,v1.1,2,0.4556,0.5378,0.0822,2.271,-0.37,8,1.5,2,semi_urban,0.0134,0,0.0099,0,0,none,4375
L004208,2026-06-24T04:00:00,S0111,J014,v1.0,3,0.1357,0.1357,0.0,2.63,-2.27,8,2.5,1,semi_urban,0.0199,0,0.0099,0,0,none,4376
L007483,2026-05-24T05:00:00,S0290,J029,v1.2,3,0.3859,0.4837,0.0978,2.719,-0.53,3,2.0,3,rural,0.0166,0,0.0099,0,0,none,4377
L006713,2026-04-11T06:00:00,S0161,J034,v1.2,2,0.3572,0.4501,0.0929,1.746,-1.0,7,0.4,3,urban,0.0132,0,0.0099,0,0,none,4378
L000004,2026-05-18T05:00:00,S0133,J032,v1.1,2,0.4638,0.5471,0.0833,3.032,0.29,6,2.7,2,rural,0.0134,0,0.0099,0,0,none,4379
L001226,2026-04-08T08:00:00,S0259,J007,v1.1,2,0.5675,0.6481,0.0806,2.78,0.54,5,2.1,2,urban,0.0134,0,0.0099,0,0,none,4380
L005542,2026-06-27T14:00:00,S0014,J047,v1.1,2,0.3721,0.4535,0.0814,3.241,-0.4,6,2.1,2,urban,0.0134,0,0.0099,0,0,none,4381
L001902,2026-06-29T15:00:00,S0103,J012,v1.2,2,0.5445,0.6384,0.0939,3.697,0.35,5,1.4,3,urban,0.0132,0,0.0099,1,1,none,4382
L003796,2026-06-21T03:00:00,S0031,J008,v1.1,5,0.1918,0.2659,0.074,1.687,-1.95,3,2.7,3,urban,0.0223,0,0.0099,0,0,none,4383
L001424,2026-04-23T04:00:00,S0237,J005,v1.2,2,0.3369,0.4309,0.094,2.547,-1.0,4,1.6,3,urban,0.0132,0,0.0099,0,0,none,4384
L001860,2026-06-29T13:00:00,S0006,J041,v1.2,2,0.3707,0.4631,0.0925,2.186,-1.16,7,2.5,3,urban,0.0132,0,0.0099,1,0,none,4385
L006456,2026-04-12T07:00:00,S0147,J004,v1.1,2,0.3676,0.4486,0.081,2.3,-0.64,7,0.0,2,semi_urban,0.0134,0,0.0099,0,0,none,4386
L003612,2026-06-05T23:00:00,S0146,J016,v1.1,2,0.4582,0.5407,0.0824,1.841,-0.6,7,0.6,2,rural,0.0134,0,0.0099,0,0,none,4387
L005310,2026-06-21T06:00:00,S0087,J042,v1.2,3,0.6116,0.6619,0.0503,2.955,0.73,3,1.3,2,rural,0.018,0,0.0099,0,0,none,4388
L002238,2026-06-28T15:00:00,S0257,J035,v1.1,2,0.3311,0.4133,0.0822,2.441,-0.4,4,0.0,1,urban,0.0134,0,0.0099,0,0,none,4389
L001259,2026-05-03T06:00:00,S0208,J040,v1.2,2,0.5589,0.6612,0.1023,3.251,0.5,6,0.6,1,urban,0.0129,0,0.0098,0,0,none,4390
L005032,2026-04-05T04:00:00,S0023,J032,v1.0,2,0.613,0.613,0.0,3.41,0.71,2,1.9,3,semi_urban,0.0156,0,0.0098,0,0,none,4391
L003732,2026-04-13T05:00:00,S0278,J044,v1.1,1,0.3778,0.4348,0.057,3.039,-0.89,8,2.0,3,rural,0.0088,0,0.0098,1,0,none,4392
L005071,2026-05-24T12:00:00,S0289,J019,v1.2,2,0.3661,0.4678,0.1017,1.981,-0.67,2,1.8,1,urban,0.0129,0,0.0098,0,0,none,4393
L005191,2026-04-06T04:00:00,S0003,J037,v1.2,1,0.0896,0.1698,0.0802,1.11,-2.53,7,1.5,2,semi_urban,0.0085,0,0.0098,0,0,none,4394
L006027,2026-05-21T07:00:00,S0128,J040,v1.2,2,0.3932,0.4961,0.1028,2.271,-0.48,3,1.7,1,urban,0.0129,0,0.0098,0,0,none,4395
L000405,2026-05-21T18:00:00,S0028,J000,v1.2,2,0.482,0.5939,0.1119,3.486,0.23,4,1.6,1,semi_urban,0.0126,0,0.0098,0,0,none,4396
L000787,2026-04-11T10:00:00,S0280,J002,v1.2,2,0.3697,0.4717,0.102,3.391,0.14,7,1.3,1,urban,0.0129,0,0.0098,0,0,none,4397
L006236,2026-05-07T11:00:00,S0127,J048,v1.2,1,0.6142,0.664,0.0499,3.865,0.54,2,2.3,1,rural,0.0089,0,0.0098,0,0,none,4398
L006464,2026-06-14T06:00:00,S0024,J007,v1.2,3,0.499,0.5904,0.0914,2.586,0.34,7,0.7,3,rural,0.0166,0,0.0098,0,0,none,4399
L006987,2026-04-17T17:00:00,S0201,J035,v1.2,3,0.5548,0.6488,0.094,3.097,0.25,5,1.9,3,rural,0.0166,0,0.0098,0,0,none,4400
L005647,2026-04-18T14:00:00,S0268,J010,v1.2,2,0.5171,0.6189,0.1019,3.341,-0.01,7,1.2,1,urban,0.0129,0,0.0098,0,0,none,4401
L004553,2026-06-05T06:00:00,S0122,J000,v1.1,2,0.4143,0.4957,0.0814,2.881,-0.36,3,1.9,1,urban,0.0134,0,0.0098,1,0,none,4402
L004344,2026-04-23T09:00:00,S0092,J027,v1.2,1,0.0858,0.1649,0.0792,0.99,-2.45,2,2.4,2,semi_urban,0.0085,0,0.0098,0,0,none,4403
L007298,2026-04-03T06:00:00,S0000,J000,v1.0,2,0.614,0.614,0.0,4.0,0.8,2,0.0,3,semi_urban,0.0156,0,0.0098,0,0,none,4404
L004326,2026-06-08T19:00:00,S0122,J027,v1.2,2,0.4217,0.5239,0.1022,2.891,-0.56,3,1.9,1,urban,0.0129,0,0.0098,0,0,none,4405
L006007,2026-04-22T03:00:00,S0209,J008,v1.2,2,0.4535,0.5574,0.1039,3.092,-0.56,8,1.6,2,urban,0.0127,0,0.0097,0,0,none,4406
L003361,2026-05-03T08:00:00,S0155,J045,v1.2,2,0.4761,0.5806,0.1045,3.492,-0.26,4,1.8,2,urban,0.0127,0,0.0097,1,0,none,4407
L004486,2026-06-15T05:00:00,S0143,J010,v1.2,3,0.4326,0.5481,0.1155,2.978,-0.38,8,2.9,2,urban,0.0157,0,0.0097,0,0,none,4408
L005332,2026-04-26T15:00:00,S0094,J012,v1.2,2,0.4834,0.587,0.1037,3.272,-0.08,2,1.8,2,urban,0.0127,0,0.0097,0,0,none,4409
L005367,2026-05-03T19:00:00,S0229,J041,v1.2,2,0.4244,0.519,0.0946,2.937,-0.41,5,1.7,1,urban,0.0129,0,0.0097,0,0,none,4410
L003894,2026-04-20T02:00:00,S0224,J029,v1.2,3,0.2991,0.4139,0.1148,2.187,-1.07,7,1.4,2,urban,0.0157,0,0.0097,0,0,none,4411
L006860,2026-06-19T09:00:00,S0202,J038,v1.2,2,0.5662,0.6707,0.1045,2.012,0.16,4,2.1,2,rural,0.0127,0,0.0097,0,0,none,4412
L006982,2026-06-04T00:00:00,S0280,J012,v1.2,2,0.4788,0.5749,0.0962,3.388,0.04,7,1.3,1,urban,0.0129,0,0.0097,0,0,none,4413
L002888,2026-05-26T16:00:00,S0111,J025,v1.2,1,0.4023,0.4673,0.065,2.663,-0.27,8,2.5,1,semi_urban,0.0086,0,0.0097,0,0,none,4414
L001471,2026-05-29T00:00:00,S0119,J009,v1.2,5,0.0898,0.1772,0.0874,1.184,-2.06,5,1.1,2,rural,0.0214,0,0.0097,0,0,none,4415
L000860,2026-06-24T03:00:00,S0151,J046,v1.1,1,0.536,0.5915,0.0555,2.118,0.19,3,0.2,3,rural,0.0088,0,0.0097,1,1,none,4416
L000141,2026-04-22T08:00:00,S0226,J039,v1.2,1,0.4752,0.5404,0.0652,3.333,-0.3,3,2.3,1,rural,0.0086,0,0.0097,0,0,none,4417
L001350,2026-04-11T11:00:00,S0229,J008,v1.2,2,0.3668,0.4654,0.0986,2.939,-0.71,5,1.7,1,urban,0.0129,0,0.0097,0,0,none,4418
L004418,2026-06-18T03:00:00,S0027,J023,v1.2,2,0.5306,0.6403,0.1098,2.545,-0.01,6,1.3,1,semi_urban,0.0126,0,0.0097,0,0,none,4419
L004169,2026-06-25T13:00:00,S0267,J015,v1.2,2,0.5493,0.6445,0.0952,3.148,0.2,6,1.1,1,urban,0.0129,0,0.0097,1,1,none,4420
L006122,2026-05-02T15:00:00,S0115,J041,v1.2,2,0.5303,0.5802,0.0499,3.785,0.46,8,1.5,3,urban,0.0139,0,0.0097,0,0,none,4421
L004993,2026-06-15T03:00:00,S0136,J047,v1.2,2,0.4494,0.4979,0.0484,3.014,-0.61,8,0.6,3,urban,0.0139,0,0.0097,0,0,none,4422
L001158,2026-06-08T05:00:00,S0185,J044,v1.2,2,0.4348,0.539,0.1042,3.642,-0.31,5,1.7,2,urban,0.0127,0,0.0097,1,0,none,4423
L005160,2026-04-22T20:00:00,S0237,J031,v1.2,2,0.357,0.405,0.048,2.524,-0.8,4,1.6,3,urban,0.0139,0,0.0096,0,0,none,4424
L006520,2026-05-16T18:00:00,S0162,J048,v1.2,5,0.1851,0.2311,0.0461,1.223,-2.1,6,1.2,1,rural,0.0227,0,0.0096,0,0,none,4425
L005705,2026-06-11T11:00:00,S0266,J047,v1.1,4,0.3682,0.4083,0.0401,2.95,-0.67,2,1.6,2,semi_urban,0.0206,0,0.0096,0,0,none,4426
L002128,2026-06-03T00:00:00,S0220,J024,v1.1,4,0.5287,0.569,0.0403,3.87,0.25,8,2.3,2,rural,0.0206,0,0.0096,0,0,none,4427
L003373,2026-05-04T14:00:00,S0041,J019,v1.1,3,0.4388,0.5209,0.0821,2.551,-0.09,7,1.5,3,rural,0.0165,0,0.0096,0,0,none,4428
L007027,2026-04-24T08:00:00,S0182,J047,v1.2,2,0.4787,0.5732,0.0946,3.397,-0.25,8,0.9,2,semi_urban,0.0127,0,0.0096,0,0,none,4429
L007100,2026-04-15T20:00:00,S0078,J005,v1.2,2,0.4574,0.5526,0.0952,3.308,-0.24,6,2.0,2,urban,0.0127,0,0.0096,0,0,none,4430
L006817,2026-06-02T19:00:00,S0063,J011,v1.1,4,0.0242,0.1132,0.089,1.845,-2.5,3,0.3,3,urban,0.0189,0,0.0096,0,0,none,4431
L003339,2026-06-10T23:00:00,S0085,J026,v1.1,3,0.4578,0.4984,0.0405,2.3,-0.52,3,2.2,1,rural,0.0178,0,0.0096,0,0,none,4432
L007101,2026-05-14T17:00:00,S0276,J012,v1.2,2,0.4477,0.5457,0.098,3.069,-0.28,3,1.5,2,rural,0.0127,0,0.0096,0,0,none,4433
L004986,2026-06-18T09:00:00,S0048,J020,v1.2,2,0.5467,0.6418,0.095,2.618,0.27,2,1.3,2,semi_urban,0.0127,0,0.0096,1,0,none,4434
L004522,2026-04-04T00:00:00,S0089,J034,v1.2,2,0.3306,0.4292,0.0986,1.759,-0.99,3,1.3,2,rural,0.0127,0,0.0096,0,0,none,4435
L004651,2026-06-13T15:00:00,S0106,J040,v1.2,2,0.5009,0.6001,0.0992,2.63,-0.12,4,0.8,2,urban,0.0127,0,0.0096,1,0,none,4436
L000882,2026-05-15T02:00:00,S0102,J028,v1.1,2,0.6422,0.687,0.0448,2.892,0.77,4,2.9,2,semi_urban,0.014,0,0.0096,0,0,none,4437
L007546,2026-06-18T02:00:00,S0047,J035,v1.2,2,0.561,0.659,0.0981,3.429,0.58,4,0.6,2,urban,0.0127,0,0.0096,0,0,none,4438
L007793,2026-04-11T01:00:00,S0246,J022,v1.1,2,0.1247,0.197,0.0723,1.346,-1.89,6,2.7,2,urban,0.0133,0,0.0096,0,0,none,4439
L002447,2026-05-05T17:00:00,S0088,J009,v1.2,1,0.151,0.2224,0.0714,1.676,-1.56,4,0.6,1,urban,0.0084,0,0.0096,0,0,none,4440
L006430,2026-04-16T04:00:00,S0259,J008,v1.1,4,0.4215,0.4617,0.0403,2.76,-0.86,5,2.1,2,urban,0.0206,0,0.0096,0,0,none,4441
L000930,2026-06-23T07:00:00,S0210,J014,v1.2,3,0.188,0.2151,0.0271,2.854,-2.06,5,1.8,2,urban,0.0182,0,0.0096,0,0,none,4442
L007890,2026-04-28T16:00:00,S0246,J027,v1.1,3,0.0125,0.1016,0.0891,1.355,-2.09,6,2.7,2,urban,0.0163,0,0.0096,0,0,none,4443
L001611,2026-06-11T08:00:00,S0076,J020,v1.2,2,0.4351,0.5291,0.0941,2.167,-0.18,2,2.4,2,rural,0.0127,0,0.0095,1,1,none,4444
L003038,2026-04-28T04:00:00,S0094,J034,v1.2,2,0.5866,0.6789,0.0923,3.266,0.52,2,1.8,2,urban,0.0127,0,0.0095,0,0,none,4445
L007321,2026-05-15T20:00:00,S0271,J044,v1.2,4,0.1985,0.2709,0.0723,2.466,-1.47,2,2.2,1,rural,0.0192,0,0.0095,0,0,none,4446
