log_id,student_id,job_id,match_score_train,skill_gap,verified_skills,years_exp,model_score,skill_score_feature
L004625,S0139,J041,0.2872,-1.55,5,0.3,0.2872,1.45
L004626,S0224,J009,0.2644,-1.07,7,1.4,0.2644,1.93
L004627,S0254,J018,0.7007,0.95,4,1.8,0.7007,3.95
L004628,S0007,J032,0.6397,0.87,8,1.7,0.6397,3.87
L004629,S0153,J006,0.7458,1.66,8,1.6,0.7458,4.66
L004630,S0111,J043,0.1919,-1.27,8,2.5,0.1919,1.73
L004631,S0249,J038,0.6832,1.22,8,1.8,0.6832,4.22
L004632,S0045,J046,0.7393,1.32,4,1.4,0.7393,4.32
L004633,S0228,J049,0.8381,1.98,5,0.9,0.8381,4.98
L004634,S0234,J003,0.6275,0.64,4,2.9,0.6275,3.64
L004635,S0102,J013,0.4583,-0.63,4,2.9,0.4583,2.37
L004636,S0269,J024,0.6607,1.4,6,0.0,0.6607,4.4
L004637,S0084,J007,0.6794,0.79,7,2.5,0.6794,3.79
L004638,S0178,J034,0.739,1.21,5,1.8,0.739,4.21
L004639,S0260,J016,0.7824,1.74,3,1.5,0.7824,4.74
L004640,S0128,J031,0.344,-1.08,3,1.7,0.344,1.92
L004641,S0197,J036,0.5399,0.31,4,2.5,0.5399,3.31
L004642,S0289,J032,0.408,-0.77,2,1.8,0.408,2.23
L004643,S0247,J030,0.0785,-2.79,5,2.7,0.0785,0.20999999999999996
L004644,S0278,J005,0.3531,-0.49,8,2.0,0.3531,2.51
L004645,S0052,J000,0.143,-2.13,2,2.6,0.143,0.8700000000000001
L004646,S0050,J020,0.7695,1.79,2,0.8,0.7695,4.79
L004647,S0212,J035,0.39,0.08,5,1.5,0.39,3.08
L004648,S0017,J012,0.2879,-1.32,2,2.3,0.2879,1.68
L004649,S0061,J047,0.5841,-0.14,2,1.2,0.5841,2.86
L004650,S0133,J028,0.636,0.89,6,2.7,0.636,3.89
L004651,S0106,J040,0.5009,-0.12,4,0.8,0.5009,2.88
L004652,S0090,J012,0.5637,0.09,2,1.6,0.5637,3.09
L004653,S0136,J041,0.4887,-0.31,8,0.6,0.4887,2.69
L004654,S0002,J049,0.7782,1.39,4,0.0,0.7782,4.39
L004655,S0203,J040,0.5766,0.26,6,1.0,0.5766,3.26
L004656,S0117,J026,0.4672,-0.46,3,0.0,0.4672,2.54
L004657,S0038,J048,0.2366,-1.33,4,1.1,0.2366,1.67
L004658,S0014,J043,0.3737,-0.7,6,2.1,0.3737,2.3
L004659,S0076,J029,0.3378,-1.08,2,2.4,0.3378,1.92
L004660,S0228,J028,0.7748,1.78,5,0.9,0.7748,4.78
L004661,S0098,J009,0.5026,0.08,3,0.9,0.5026,3.08
L004662,S0068,J017,0.3749,-0.41,6,2.1,0.3749,2.59
L004663,S0043,J033,0.5284,0.05,4,1.9,0.5284,3.05
L004664,S0072,J034,0.6005,-0.01,3,2.8,0.6005,2.99
L004665,S0046,J018,0.403,-0.8,7,1.3,0.403,2.2
L004666,S0032,J006,0.8669,1.73,2,1.6,0.8669,4.73
L004667,S0005,J013,0.3909,-0.74,8,2.3,0.3909,2.26
L004668,S0275,J001,0.4344,0.03,3,0.7,0.4344,3.03
L004669,S0038,J010,0.2354,-1.33,4,1.1,0.2354,1.67
L004670,S0148,J028,0.8974,2.07,4,1.4,0.8974,5.07
L004671,S0215,J003,0.7014,1.51,6,2.7,0.7014,4.51
L004672,S0062,J021,0.2489,-1.18,4,0.4,0.2489,1.82
L004673,S0011,J020,0.6505,0.89,8,1.5,0.6505,3.89
L004674,S0005,J032,0.5045,0.06,8,2.3,0.5045,3.06
L004675,S0079,J047,0.3193,-1.3,8,1.9,0.3193,1.7
L004676,S0294,J005,0.2469,-1.31,8,0.3,0.2469,1.69
L004677,S0174,J027,0.3734,-0.64,4,2.7,0.3734,2.36
L004678,S0106,J034,0.4726,-0.12,4,0.8,0.4726,2.88
L004679,S0133,J027,0.4076,-0.41,6,2.7,0.4076,2.59
L004680,S0281,J029,0.2297,-1.75,3,0.0,0.2297,1.25
L004681,S0136,J041,0.5307,-0.31,8,0.6,0.5307,2.69
L004682,S0299,J020,0.6247,0.69,5,0.2,0.6247,3.69
L004683,S0130,J007,0.7573,1.25,2,2.1,0.7573,4.25
L004684,S0080,J004,0.5991,0.24,7,0.6,0.5991,3.24
L004685,S0024,J017,0.374,-0.76,7,0.7,0.374,2.24
L004686,S0241,J034,0.477,0.52,4,1.4,0.477,3.52
L004687,S0143,J045,0.3566,-0.78,8,2.9,0.3566,2.2199999999999998
L004688,S0132,J001,0.4864,-0.18,8,1.5,0.4864,2.82
L004689,S0254,J037,0.6062,0.65,4,1.8,0.6062,3.65
L004690,S0290,J001,0.3642,-1.03,3,2.0,0.3642,1.97
L004691,S0165,J027,0.327,-1.22,7,1.4,0.327,1.78
L004692,S0264,J010,0.3943,-0.27,4,3.1,0.3943,2.73
L004693,S0227,J039,0.6691,0.43,8,2.7,0.6691,3.43
L004694,S0197,J035,0.5572,0.21,4,2.5,0.5572,3.21
L004695,S0070,J028,0.3717,-0.48,2,1.0,0.3717,2.52
L004696,S0245,J018,0.2728,-1.23,7,2.0,0.2728,1.77
L004697,S0075,J040,0.6934,1.63,6,2.5,0.6934,4.63
L004698,S0296,J032,0.5551,0.35,7,0.9,0.5551,3.35
L004699,S0006,J018,0.2523,-1.16,7,2.5,0.2523,1.84
L004700,S0035,J031,0.1878,-1.44,3,1.9,0.1878,1.56
L004701,S0134,J018,0.5671,0.26,2,0.0,0.5671,3.26
L004702,S0258,J019,0.4359,-0.32,5,0.0,0.4359,2.68
L004703,S0008,J028,1.0,2.5,2,1.1,1.0,5.5
L004704,S0119,J005,0.0673,-2.36,5,1.1,0.0673,0.6400000000000001
L004705,S0036,J043,0.4201,-0.54,2,1.4,0.4201,2.46
L004706,S0208,J010,0.3934,-0.1,6,0.6,0.3934,2.9
L004707,S0105,J012,0.5884,0.7,5,0.0,0.5884,3.7
L004708,S0282,J036,0.609,0.83,8,0.7,0.609,3.83
L004709,S0170,J043,0.3019,-0.49,3,3.0,0.3019,2.51
L004710,S0219,J010,0.5781,0.5,2,1.1,0.5781,3.5
L004711,S0161,J010,0.1658,-1.6,7,0.4,0.1658,1.4
L004712,S0242,J021,0.0041,-2.51,8,0.8,0.0041,0.4900000000000002
L004713,S0003,J031,0.1308,-2.23,7,1.5,0.1308,0.77
L004714,S0081,J049,0.8934,2.07,4,2.1,0.8934,5.07
L004715,S0054,J021,0.5534,0.4,6,1.0,0.5534,3.4
L004716,S0219,J037,0.462,0.2,2,1.1,0.462,3.2
L004717,S0181,J033,0.6734,0.91,3,1.0,0.6734,3.91
L004718,S0023,J037,0.5436,-0.19,2,1.9,0.5436,2.81
L004719,S0268,J006,0.6755,1.59,7,1.2,0.6755,4.59
L004720,S0055,J033,0.5682,0.08,8,2.6,0.5682,3.08
L004721,S0054,J044,0.6945,1.1,6,1.0,0.6945,4.1
L004722,S0298,J029,0.2568,-1.77,8,1.5,0.2568,1.23
L004723,S0019,J009,0.4051,-0.62,4,1.6,0.4051,2.38
L004724,S0064,J049,0.8537,1.66,3,2.0,0.8537,4.66
L004725,S0183,J041,0.7455,0.7,2,0.8,0.7455,3.7
L004726,S0176,J008,0.6966,1.04,7,0.4,0.6966,4.04
L004727,S0111,J022,0.4806,-0.57,8,2.5,0.4806,2.43
L004728,S0006,J019,0.3878,-0.46,7,2.5,0.3878,2.54
L004729,S0193,J036,0.7194,1.68,4,0.0,0.7194,4.68
L004730,S0239,J014,0.0,-2.22,7,1.1,0.0,0.7799999999999998
L004731,S0230,J002,0.1623,-1.2,7,0.9,0.1623,1.8
L004732,S0173,J045,0.3369,-0.69,5,0.8,0.3369,2.31
L004733,S0240,J046,0.7587,1.3,4,1.5,0.7587,4.3
L004734,S0126,J030,0.1728,-1.35,4,1.6,0.1728,1.65
L004735,S0192,J022,0.7561,1.15,5,0.1,0.7561,4.15
L004736,S0234,J010,0.4314,-0.76,4,2.9,0.4314,2.24
L004737,S0073,J007,0.9766,2.28,3,1.9,0.9766,5.279999999999999
L004738,S0074,J020,0.7385,0.56,8,2.3,0.7385,3.56
L004739,S0269,J028,0.9333,2.9,6,0.0,0.9333,5.9
L004740,S0230,J036,0.3343,-0.7,7,0.9,0.3343,2.3
L004741,S0297,J010,0.1545,-1.81,3,1.1,0.1545,1.19
L004742,S0140,J042,0.7797,1.35,6,0.7,0.7797,4.35
L004743,S0167,J009,0.5262,-0.12,7,2.3,0.5262,2.88
L004744,S0081,J002,0.6235,0.77,4,2.1,0.6235,3.77
L004745,S0212,J007,0.5701,0.68,5,1.5,0.5701,3.68
L004746,S0015,J016,0.8985,2.06,2,2.0,0.8985,5.0600000000000005
L004747,S0162,J046,0.473,-0.7,6,1.2,0.473,2.3
L004748,S0290,J042,0.6375,0.47,3,2.0,0.6375,3.4699999999999998
L004749,S0091,J002,0.3638,-0.62,8,1.6,0.3638,2.38
L004750,S0159,J008,0.5674,0.02,4,2.0,0.5674,3.02
L004751,S0268,J009,0.4771,0.09,7,1.2,0.4771,3.09
L004752,S0206,J010,0.6202,0.42,2,1.1,0.6202,3.42
L004753,S0293,J044,0.3896,-0.68,6,1.8,0.3896,2.32
L004754,S0033,J022,0.349,-1.03,3,1.8,0.349,1.97
L004755,S0142,J041,0.2972,-1.12,7,3.5,0.2972,1.88
L004756,S0082,J014,0.1198,-2.16,5,0.4,0.1198,0.8399999999999999
L004757,S0129,J034,0.4478,-0.43,8,1.1,0.4478,2.57
L004758,S0249,J032,0.5268,0.32,8,1.8,0.5268,3.32
L004759,S0235,J005,0.4599,-0.3,8,1.1,0.4599,2.7
L004760,S0145,J039,0.0138,-2.42,7,1.2,0.0138,0.5800000000000001
L004761,S0140,J024,0.5207,-0.05,6,0.7,0.5207,2.95
L004762,S0178,J022,0.6477,0.71,5,1.8,0.6477,3.71
L004763,S0121,J010,0.2636,-1.03,3,2.1,0.2636,1.97
L004764,S0146,J013,0.2016,-1.7,7,0.6,0.2016,1.3
L004765,S0207,J026,0.5501,0.21,5,0.6,0.5501,3.21
L004766,S0189,J000,0.5153,-0.13,3,0.9,0.5153,2.87
L004767,S0093,J025,0.6716,0.73,8,1.2,0.6716,3.73
L004768,S0183,J045,0.5718,0.3,2,0.8,0.5718,3.3
L004769,S0046,J029,0.3676,-0.7,7,1.3,0.3676,2.3
L004770,S0239,J006,0.6683,0.98,7,1.1,0.6683,3.98
L004771,S0115,J025,0.6273,0.86,8,1.5,0.6273,3.86
L004772,S0158,J031,0.507,-0.17,8,0.9,0.507,2.83
L004773,S0278,J004,0.5332,0.11,8,2.0,0.5332,3.11
L004774,S0280,J017,0.4913,0.04,7,1.3,0.4913,3.04
L004775,S0171,J000,0.4446,-0.5,8,3.1,0.4446,2.5
L004776,S0193,J032,0.7681,1.68,4,0.0,0.7681,4.68
L004777,S0215,J023,0.591,0.91,6,2.7,0.591,3.91
L004778,S0259,J048,0.4792,-0.56,5,2.1,0.4792,2.44
L004779,S0087,J003,0.6089,1.03,3,1.3,0.6089,4.03
L004780,S0186,J018,0.5336,0.21,7,2.2,0.5336,3.21
L004781,S0266,J036,0.5168,0.23,2,1.6,0.5168,3.23
L004782,S0070,J030,0.0502,-2.68,2,1.0,0.0502,0.31999999999999984
L004783,S0218,J005,0.3768,-0.6,6,2.8,0.3768,2.4
L004784,S0243,J047,0.3034,-0.98,5,2.0,0.3034,2.02
L004785,S0079,J011,0.1459,-2.0,8,1.9,0.1459,1.0
L004786,S0108,J032,0.5402,-0.08,4,1.0,0.5402,2.92
L004787,S0145,J020,0.247,-1.12,7,1.2,0.247,1.88
L004788,S0271,J042,0.404,0.23,2,2.2,0.404,3.23
L004789,S0050,J037,0.6102,0.49,2,0.8,0.6102,3.49
L004790,S0197,J028,0.6492,0.91,4,2.5,0.6492,3.91
L004791,S0098,J017,0.5588,-0.02,3,0.9,0.5588,2.98
L004792,S0062,J033,0.6781,0.82,4,0.4,0.6781,3.82
L004793,S0225,J037,0.523,-0.32,7,0.3,0.523,2.68
L004794,S0041,J044,0.1883,-1.39,7,1.5,0.1883,1.61
L004795,S0117,J039,0.342,-1.26,3,0.0,0.342,1.74
L004796,S0183,J009,0.5899,0.8,2,0.8,0.5899,3.8
L004797,S0150,J001,0.4931,-0.09,7,1.4,0.4931,2.91
L004798,S0202,J004,0.2669,-0.94,4,2.1,0.2669,2.06
L004799,S0211,J040,0.3485,-0.57,4,0.9,0.3485,2.43
L004800,S0279,J030,0.2029,-1.03,8,2.1,0.2029,1.97
L004801,S0208,J034,0.6038,0.5,6,0.6,0.6038,3.5
L004802,S0288,J039,0.4482,0.06,7,1.0,0.4482,3.06
L004803,S0142,J037,0.2774,-1.42,7,3.5,0.2774,1.58
L004804,S0182,J031,0.4672,0.05,8,0.9,0.4672,3.05
L004805,S0202,J002,0.3359,-1.24,4,2.1,0.3359,1.76
L004806,S0257,J012,0.3018,-0.9,4,0.0,0.3018,2.1
L004807,S0288,J006,0.8875,1.96,7,1.0,0.8875,4.96
L004808,S0155,J041,0.5405,0.14,4,1.8,0.5405,3.14
L004809,S0274,J038,0.6833,0.81,7,0.6,0.6833,3.81
L004810,S0271,J041,0.389,-0.87,2,2.2,0.389,2.13
L004811,S0094,J023,0.5711,0.72,2,1.8,0.5711,3.7199999999999998
L004812,S0281,J031,0.0987,-1.85,3,0.0,0.0987,1.15
L004813,S0206,J002,0.5991,0.52,2,1.1,0.5991,3.52
L004814,S0183,J022,0.592,0.8,2,0.8,0.592,3.8
L004815,S0011,J026,0.6291,0.39,8,1.5,0.6291,3.39
L004816,S0092,J019,0.143,-1.65,2,2.4,0.143,1.35
L004817,S0120,J011,0.0876,-2.07,8,1.5,0.0876,0.9300000000000002
L004818,S0024,J005,0.3003,-0.96,7,0.7,0.3003,2.04
L004819,S0141,J036,0.5575,0.02,3,0.8,0.5575,3.02
L004820,S0085,J040,0.4391,-0.42,3,2.2,0.4391,2.58
L004821,S0124,J019,0.5406,0.2,8,2.3,0.5406,3.2
L004822,S0170,J000,0.5323,0.21,3,3.0,0.5323,3.21
L004823,S0119,J004,0.1558,-1.76,5,1.1,0.1558,1.24
L004824,S0241,J029,0.5989,0.02,4,1.4,0.5989,3.02
L004825,S0041,J007,0.5544,0.31,7,1.5,0.5544,3.31
L004826,S0027,J044,0.2458,-1.41,6,1.3,0.2458,1.59
L004827,S0190,J043,0.2704,-1.34,7,0.0,0.2704,1.66
L004828,S0262,J018,0.4556,-0.57,7,0.4,0.4556,2.43
L004829,S0180,J044,0.5088,-0.22,3,1.0,0.5088,2.78
L004830,S0156,J001,0.3385,-0.85,5,0.4,0.3385,2.15
L004831,S0074,J016,0.5716,0.46,8,2.3,0.5716,3.46
L004832,S0052,J033,0.2304,-1.53,2,2.6,0.2304,1.47
L004833,S0022,J049,0.4664,-0.32,4,1.1,0.4664,2.68
L004834,S0107,J008,0.327,-0.95,2,1.3,0.327,2.05
L004835,S0142,J020,0.5238,-0.12,7,3.5,0.5238,2.88
L004836,S0024,J044,0.2844,-1.36,7,0.7,0.2844,1.64
L004837,S0018,J026,0.4731,-0.14,8,2.1,0.4731,2.86
L004838,S0244,J047,0.6076,0.55,3,2.0,0.6076,3.55
L004839,S0110,J002,0.7043,1.0,3,1.4,0.7043,4.0
L004840,S0255,J003,0.5326,0.2,4,1.3,0.5326,3.2
L004841,S0071,J008,0.4588,-0.47,5,2.5,0.4588,2.5300000000000002
L004842,S0285,J024,0.3295,-0.65,2,1.2,0.3295,2.35
L004843,S0058,J022,0.4208,-0.43,3,1.8,0.4208,2.57
L004844,S0056,J003,0.4012,-0.45,4,1.7,0.4012,2.55
L004845,S0277,J042,0.6572,1.02,7,0.0,0.6572,4.02
L004846,S0196,J026,0.7942,1.28,6,1.5,0.7942,4.28
L004847,S0261,J000,0.7262,1.27,2,1.7,0.7262,4.27
L004848,S0227,J023,0.755,1.53,8,2.7,0.755,4.53
L004849,S0182,J015,0.5218,0.45,8,0.9,0.5218,3.45
L004850,S0220,J041,0.6012,0.55,8,2.3,0.6012,3.55
L004851,S0031,J018,0.1579,-1.65,3,2.7,0.1579,1.35
L004852,S0151,J033,0.4128,-0.51,3,0.2,0.4128,2.49
L004853,S0248,J018,0.5028,-0.28,7,1.2,0.5028,2.7199999999999998
L004854,S0259,J006,0.6313,1.04,5,2.1,0.6313,4.04
L004855,S0296,J037,0.3615,-0.55,7,0.9,0.3615,2.45
L004856,S0026,J014,0.0113,-2.4,7,0.5,0.0113,0.6000000000000001
L004857,S0057,J025,0.4645,-0.15,2,1.4,0.4645,2.85
L004858,S0247,J002,0.1586,-1.69,5,2.7,0.1586,1.31
L004859,S0057,J019,0.5252,0.15,2,1.4,0.5252,3.15
L004860,S0103,J036,0.632,0.95,5,1.4,0.632,3.95
L004861,S0088,J005,0.1544,-1.86,4,0.6,0.1544,1.14
L004862,S0264,J023,0.6079,0.53,4,3.1,0.6079,3.5300000000000002
L004863,S0065,J031,0.8215,1.34,7,1.3,0.8215,4.34
L004864,S0077,J003,0.7758,1.57,7,2.0,0.7758,4.57
L004865,S0237,J025,0.515,-0.4,4,1.6,0.515,2.6
L004866,S0241,J012,0.4672,-0.08,4,1.4,0.4672,2.92
L004867,S0283,J001,0.1453,-1.49,6,2.5,0.1453,1.51
L004868,S0260,J032,0.7066,1.44,3,1.5,0.7066,4.4399999999999995
L004869,S0268,J023,0.6404,0.79,7,1.2,0.6404,3.79
L004870,S0050,J027,0.5002,0.69,2,0.8,0.5002,3.69
L004871,S0157,J036,0.6152,0.52,2,2.2,0.6152,3.52
L004872,S0202,J012,0.215,-1.34,4,2.1,0.215,1.66
L004873,S0098,J029,0.4604,0.08,3,0.9,0.4604,3.08
L004874,S0075,J006,0.9467,2.63,6,2.5,0.9467,5.63
L004875,S0129,J016,0.4214,-0.13,8,1.1,0.4214,2.87
L004876,S0260,J040,0.7782,1.44,3,1.5,0.7782,4.4399999999999995
L004877,S0147,J015,0.4443,-0.64,7,0.0,0.4443,2.36
L004878,S0047,J042,0.8398,1.18,4,0.6,0.8398,4.18
L004879,S0222,J016,0.6782,0.63,4,1.2,0.6782,3.63
L004880,S0268,J001,0.4564,-0.41,7,1.2,0.4564,2.59
L004881,S0142,J014,0.0,-2.72,7,3.5,0.0,0.2799999999999998
L004882,S0060,J048,0.2563,-1.19,7,1.6,0.2563,1.81
L004883,S0242,J041,0.3751,-1.21,8,0.8,0.3751,1.79
L004884,S0163,J000,0.5863,0.6,6,1.8,0.5863,3.6
L004885,S0254,J005,0.7114,0.75,4,1.8,0.7114,3.75
L004886,S0085,J007,0.5318,0.08,3,2.2,0.5318,3.08
L004887,S0175,J031,0.355,-1.11,6,0.7,0.355,1.89
L004888,S0025,J000,0.6724,0.82,7,1.9,0.6724,3.82
L004889,S0158,J009,0.3895,-0.07,8,0.9,0.3895,2.93
L004890,S0144,J016,0.8441,1.5,2,1.2,0.8441,4.5
L004891,S0046,J023,0.4928,0.0,7,1.3,0.4928,3.0
L004892,S0191,J001,0.1631,-1.72,6,0.4,0.1631,1.28
L004893,S0262,J002,0.3553,-0.47,7,0.4,0.3553,2.5300000000000002
L004894,S0142,J012,0.2794,-1.12,7,3.5,0.2794,1.88
L004895,S0203,J003,0.7233,1.06,6,1.0,0.7233,4.0600000000000005
L004896,S0007,J030,0.4137,-0.73,8,1.7,0.4137,2.27
L004897,S0085,J043,0.1804,-1.62,3,2.2,0.1804,1.38
L004898,S0030,J004,0.67,0.46,5,0.4,0.67,3.46
L004899,S0180,J039,0.5345,0.08,3,1.0,0.5345,3.08
L004900,S0180,J043,0.4312,-0.22,3,1.0,0.4312,2.78
L004901,S0205,J010,0.6826,1.14,6,2.0,0.6826,4.14
L004902,S0066,J027,0.3571,-0.26,6,1.0,0.3571,2.74
L004903,S0018,J040,0.5408,-0.04,8,2.1,0.5408,2.96
L004904,S0098,J019,0.5776,0.68,3,0.9,0.5776,3.68
L004905,S0074,J046,0.7025,0.96,8,2.3,0.7025,3.96
L004906,S0201,J024,0.3182,-0.55,5,1.9,0.3182,2.45
L004907,S0202,J007,0.4635,-0.24,4,2.1,0.4635,2.76
L004908,S0214,J023,0.3766,-0.5,2,2.0,0.3766,2.5
L004909,S0109,J019,0.7708,1.03,2,2.6,0.7708,4.03
L004910,S0193,J015,0.7521,1.48,4,0.0,0.7521,4.48
L004911,S0005,J018,0.3459,-0.54,8,2.3,0.3459,2.46
L004912,S0026,J009,0.3783,-0.7,7,0.5,0.3783,2.3
L004913,S0146,J042,0.4316,-0.4,7,0.6,0.4316,2.6
L004914,S0148,J035,0.7068,1.37,4,1.4,0.7068,4.37
L004915,S0244,J042,0.8345,1.95,3,2.0,0.8345,4.95
L004916,S0093,J000,0.5012,0.43,8,1.2,0.5012,3.43
L004917,S0025,J048,0.609,0.72,7,1.9,0.609,3.7199999999999998
L004918,S0278,J017,0.4964,-0.29,8,2.0,0.4964,2.71
L004919,S0082,J011,0.1821,-1.56,5,0.4,0.1821,1.44
L004920,S0298,J005,0.1165,-2.07,8,1.5,0.1165,0.9300000000000002
L004921,S0013,J020,0.4824,-0.28,8,1.1,0.4824,2.7199999999999998
L004922,S0196,J034,0.7361,1.38,6,1.5,0.7361,4.38
L004923,S0226,J022,0.5756,0.1,3,2.3,0.5756,3.1
L004924,S0010,J028,0.5772,0.23,6,1.1,0.5772,3.23
L004925,S0073,J031,0.7953,1.18,3,1.9,0.7953,4.18
L004926,S0039,J046,0.8559,1.67,6,2.4,0.8559,4.67
L004927,S0007,J007,0.6608,1.37,8,1.7,0.6608,4.37
L004928,S0222,J015,0.5583,0.13,4,1.2,0.5583,3.13
L004929,S0184,J028,0.821,1.41,4,3.3,0.821,4.41
L004930,S0251,J042,0.8045,1.77,4,1.5,0.8045,4.77
L004931,S0045,J041,0.5333,-0.08,4,1.4,0.5333,2.92
L004932,S0015,J000,0.739,1.26,2,2.0,0.739,4.26
L004933,S0284,J008,0.1997,-1.75,3,0.0,0.1997,1.25
L004934,S0291,J016,0.5607,0.13,3,3.0,0.5607,3.13
L004935,S0078,J014,0.2349,-1.64,6,2.0,0.2349,1.36
L004936,S0233,J049,0.7321,0.94,4,1.5,0.7321,3.94
L004937,S0190,J012,0.3654,-0.74,7,0.0,0.3654,2.26
L004938,S0086,J031,0.4353,-0.57,4,2.7,0.4353,2.43
L004939,S0186,J023,0.6113,1.01,7,2.2,0.6113,4.01
L004940,S0156,J045,0.3521,-0.85,5,0.4,0.3521,2.15
L004941,S0020,J049,0.7487,1.75,3,0.9,0.7487,4.75
L004942,S0040,J008,0.4517,-0.41,5,1.0,0.4517,2.59
L004943,S0201,J022,0.4412,-0.15,5,1.9,0.4412,2.85
L004944,S0035,J045,0.1478,-1.84,3,1.9,0.1478,1.16
L004945,S0186,J033,0.6348,0.91,7,2.2,0.6348,3.91
L004946,S0265,J011,0.5037,0.1,6,2.2,0.5037,3.1
L004947,S0204,J044,0.3463,-0.96,6,1.9,0.3463,2.04
L004948,S0007,J031,0.5351,0.27,8,1.7,0.5351,3.27
L004949,S0181,J023,0.6409,1.01,3,1.0,0.6409,4.01
L004950,S0007,J039,0.4918,-0.03,8,1.7,0.4918,2.97
L004951,S0299,J038,0.7432,1.19,5,0.2,0.7432,4.1899999999999995
L004952,S0099,J037,0.7096,1.31,5,1.3,0.7096,4.3100000000000005
L004953,S0216,J025,0.582,0.41,8,2.5,0.582,3.41
L004954,S0208,J035,0.4921,0.4,6,0.6,0.4921,3.4
L004955,S0271,J042,0.4842,0.23,2,2.2,0.4842,3.23
L004956,S0102,J009,0.511,-0.33,4,2.9,0.511,2.67
L004957,S0065,J026,0.8038,1.84,7,1.3,0.8038,4.84
L004958,S0205,J038,0.8915,2.64,6,2.0,0.8915,5.640000000000001
L004959,S0049,J016,0.5103,0.27,7,0.2,0.5103,3.27
L004960,S0162,J011,0.0176,-3.1,6,1.2,0.0176,-0.10000000000000009
L004961,S0004,J006,0.519,0.37,4,1.5,0.519,3.37
L004962,S0153,J046,0.7608,1.46,8,1.6,0.7608,4.46
L004963,S0214,J020,0.4497,-0.3,2,2.0,0.4497,2.7
L004964,S0213,J024,0.2482,-1.2,3,2.0,0.2482,1.8
L004965,S0066,J006,0.8324,1.44,6,1.0,0.8324,4.4399999999999995
L004966,S0067,J038,0.6561,0.93,3,1.5,0.6561,3.93
L004967,S0049,J018,0.4131,-0.63,7,0.2,0.4131,2.37
L004968,S0033,J028,0.4381,0.07,3,1.8,0.4381,3.07
L004969,S0233,J007,0.6653,0.64,4,1.5,0.6653,3.64
L004970,S0013,J012,0.256,-1.28,8,1.1,0.256,1.72
L004971,S0286,J037,0.3814,-0.53,8,0.6,0.3814,2.4699999999999998
L004972,S0249,J028,0.642,0.92,8,1.8,0.642,3.92
L004973,S0281,J006,0.4313,-0.25,3,0.0,0.4313,2.75
L004974,S0294,J024,0.242,-1.41,8,0.3,0.242,1.59
L004975,S0270,J049,0.8119,1.78,4,1.7,0.8119,4.78
L004976,S0182,J022,0.5694,0.15,8,0.9,0.5694,3.15
L004977,S0230,J022,0.2369,-1.2,7,0.9,0.2369,1.8
L004978,S0201,J049,0.5831,1.15,5,1.9,0.5831,4.15
L004979,S0075,J012,0.7918,1.03,6,2.5,0.7918,4.03
L004980,S0177,J045,0.654,0.73,2,1.1,0.654,3.73
L004981,S0084,J028,0.5819,0.89,7,2.5,0.5819,3.89
L004982,S0244,J025,0.7536,1.25,3,2.0,0.7536,4.25
L004983,S0290,J049,0.7237,0.77,3,2.0,0.7237,3.77
L004984,S0011,J049,0.7723,1.29,8,1.5,0.7723,4.29
L004985,S0039,J023,0.6488,1.07,6,2.4,0.6488,4.07
L004986,S0048,J020,0.5467,0.27,2,1.3,0.5467,3.27
L004987,S0048,J001,0.3038,-1.13,2,1.3,0.3038,1.87
L004988,S0233,J032,0.511,0.14,4,1.5,0.511,3.14
L004989,S0277,J025,0.4813,0.32,7,0.0,0.4813,3.32
L004990,S0280,J040,0.6826,0.64,7,1.3,0.6826,3.64
L004991,S0266,J048,0.4219,-0.37,2,1.6,0.4219,2.63
L004992,S0023,J042,0.697,1.21,2,1.9,0.697,4.21
L004993,S0136,J047,0.4494,-0.61,8,0.6,0.4494,2.39
L004994,S0247,J008,0.1248,-2.09,5,2.7,0.1248,0.9100000000000001
L004995,S0294,J048,0.3934,-1.11,8,0.3,0.3934,1.89
L004996,S0260,J023,0.8368,1.64,3,1.5,0.8368,4.64
L004997,S0279,J015,0.4964,0.37,8,2.1,0.4964,3.37
L004998,S0196,J020,0.8743,1.78,6,1.5,0.8743,4.78
L004999,S0027,J044,0.2717,-1.41,6,1.3,0.2717,1.59
L005000,S0273,J009,0.3962,-0.49,4,1.0,0.3962,2.51
L005001,S0194,J020,0.8129,1.79,3,0.5,0.8129,4.79
L005002,S0149,J042,0.7301,1.03,5,0.7,0.7301,4.03
L005003,S0057,J030,0.2247,-1.55,2,1.4,0.2247,1.45
L005004,S0092,J001,0.0,-2.75,2,2.4,0.0,0.25
L005005,S0246,J000,0.1746,-1.89,6,2.7,0.1746,1.11
L005006,S0020,J037,0.5128,0.05,3,0.9,0.5128,3.05
L005007,S0055,J013,0.4069,-0.82,8,2.6,0.4069,2.18
L005008,S0262,J008,0.2521,-0.87,7,0.4,0.2521,2.13
L005009,S0132,J038,0.8247,1.72,8,1.5,0.8247,4.72
L005010,S0062,J034,0.5641,0.72,4,0.4,0.5641,3.7199999999999998
L005011,S0045,J034,0.6126,0.52,4,1.4,0.6126,3.52
L005012,S0143,J017,0.3991,-0.38,8,2.9,0.3991,2.62
L005013,S0214,J047,0.1812,-1.6,2,2.0,0.1812,1.4
L005014,S0143,J033,0.568,0.32,8,2.9,0.568,3.32
L005015,S0206,J029,0.5001,0.52,2,1.1,0.5001,3.52
