impression_id,candidate_id,job_id,years_experience,skill_match_score,profile_completeness,seniority_level,req_skill_score,recency_feature_train,recency_feature_serve,event_ts,clicked,applied,shortlisted,true_relevance
I0038377,C02837,J0007,5.0,0.607,0.833,3,0.673,191,4584.0,2025-11-22,0,0,0,0.7898
I0030602,C00132,J0133,,0.505,0.665,4,0.772,310,7440.0,2025-07-26,0,0,0,0.5889
I0054482,C02951,J0147,5.4,0.67,0.726,2,0.622,74,1776.0,2026-03-19,0,0,0,0.7791
I0021336,C03828,J0047,7.2,0.749,0.685,2,0.575,130,3120.0,2026-01-22,0,0,0,0.7091
I0003758,C03785,J0131,6.2,0.971,1.0,2,0.716,19,456.0,2026-05-13,0,0,0,0.724
I0012407,C00443,J0104,0.6,0.533,0.709,1,0.821,230,5520.0,2025-10-14,0,0,0,0.5239
I0051092,C03329,J0128,4.1,0.401,0.749,3,0.677,26,624.0,2026-05-06,0,0,0,0.6028
I0027595,C00116,J0122,1.3,0.414,0.819,2,0.704,362,8688.0,2025-06-04,0,0,0,0.5653
I0057455,C00527,J0047,6.5,0.77,0.648,2,0.575,259,6216.0,2025-09-15,1,0,0,0.6721
I0053819,C01766,J0133,3.0,0.853,1.0,4,0.772,117,2808.0,2026-02-04,0,0,0,0.7925
I0029208,C02736,J0104,2.2,0.657,0.597,1,0.821,340,8160.0,2025-06-26,1,0,0,0.6068
I0024615,C02213,J0069,7.0,0.527,0.836,2,0.698,140,3360.0,2026-01-12,0,0,0,0.7505
I0053041,C02337,J0025,7.8,0.131,0.818,3,0.501,369,8856.0,2025-05-28,1,0,0,0.6186
I0026150,C00995,J0049,4.5,0.713,0.484,2,0.631,170,4080.0,2025-12-13,0,0,0,0.6716
I0001824,C03616,J0052,2.4,0.817,0.749,4,0.406,380,9120.0,2025-05-17,0,0,0,0.4789
I0018558,C02620,J0010,7.8,0.62,0.877,4,0.566,280,6720.0,2025-08-25,0,0,0,0.858
I0013653,C03968,J0099,2.8,0.292,0.656,2,0.707,17,408.0,2026-05-15,0,0,0,0.4566
I0012052,C03513,J0141,3.6,0.431,0.601,3,0.672,104,2496.0,2026-02-17,0,0,0,0.5773
I0032200,C01896,J0009,3.1,0.67,0.856,3,0.437,47,1128.0,2026-04-15,0,0,0,0.6464
I0027248,C02390,J0106,6.9,0.439,0.73,3,0.884,194,4656.0,2025-11-19,1,0,0,0.5257
I0011042,C01327,J0014,3.3,0.601,0.631,1,0.37,67,1608.0,2026-03-26,0,0,0,0.5878
I0033790,C01354,J0082,5.5,0.883,0.668,1,0.615,311,7464.0,2025-07-25,0,0,0,0.6093
I0048971,C01984,J0011,10.0,0.475,0.844,3,0.484,379,9096.0,2025-05-18,0,0,0,0.9177
I0042091,C01734,J0126,6.1,0.487,0.724,2,0.635,215,5160.0,2025-10-29,0,0,0,0.7199
I0025684,C03933,J0106,0.0,0.815,0.966,3,0.884,212,5088.0,2025-11-01,0,0,0,0.7406
I0002982,C03747,J0022,2.4,0.653,0.77,1,0.577,339,8136.0,2025-06-27,1,0,0,0.721
I0055973,C00756,J0002,11.6,0.721,0.707,3,0.479,152,3648.0,2025-12-31,0,0,0,0.7419
I0018498,C02941,J0076,7.8,0.857,0.75,4,0.695,383,9192.0,2025-05-14,0,0,0,0.7461
I0029226,C00466,J0017,6.6,0.566,0.611,2,0.748,335,8040.0,2025-07-01,0,0,0,0.6725
I0036514,C01039,J0028,5.1,0.526,0.799,3,0.898,348,8352.0,2025-06-18,0,0,0,0.5662
I0024095,C02095,J0079,5.8,0.543,0.777,2,0.518,14,336.0,2026-05-18,0,0,0,0.8164
I0025331,C01316,J0110,7.0,0.553,0.946,2,0.549,280,6720.0,2025-08-25,0,0,0,0.8992
I0043661,C00829,J0112,6.7,0.898,0.64,2,0.583,248,5952.0,2025-09-26,0,0,0,0.5886
I0002726,C03855,J0096,5.4,0.402,0.862,3,0.799,51,1224.0,2026-04-11,0,0,0,0.5714
I0044180,C03166,J0075,7.5,0.661,0.976,3,0.62,362,8688.0,2025-06-04,0,0,0,0.89
I0032880,C02395,J0072,0.8,0.481,0.481,1,0.651,374,8976.0,2025-05-23,0,0,0,0.5462
I0008908,C03726,J0089,6.9,0.833,0.695,3,0.39,386,9264.0,1970-01-01 00:00:00,0,0,0,0.5173
I0033981,C00022,J0025,0.8,0.492,0.853,3,0.501,115,2760.0,2026-02-06,0,0,0,0.7646
I0048649,C02584,J0070,0.7,0.369,0.798,3,0.423,174,4176.0,2025-12-09,0,0,0,0.7156
I0053817,C00089,J0007,,0.336,0.876,3,0.673,80,1920.0,2026-03-13,0,0,0,0.5821
I0041696,C03588,J0089,3.2,0.587,0.783,3,0.39,238,5712.0,2025-10-06,0,0,0,0.6529
I0055689,C01379,J0088,,0.393,0.895,2,0.856,176,4224.0,2025-12-07,0,0,0,0.4716
I0018126,C02902,J0098,5.0,0.648,0.825,1,0.723,335,8040.0,2025-07-01,0,0,0,0.7812
I0029941,C01846,J0014,1.4,0.354,0.93,1,0.37,345,8280.0,2025-06-21,0,0,0,0.7915
I0037875,C02312,J0030,8.5,0.995,0.51,2,1.0,87,2088.0,2026-03-06,0,0,0,0.8009
I0019850,C02598,J0146,2.3,0.637,0.82,3,0.57,177,4248.0,2025-12-06,0,0,0,0.7397
I0018380,C03291,J0009,6.5,0.619,0.641,3,0.437,89,2136.0,2026-03-04,0,0,0,0.6793
I0029876,C01014,J0076,4.6,0.779,0.598,4,0.695,329,7896.0,2025-07-07,0,0,0,0.7041
I0028383,C01167,J0119,4.1,0.514,0.96,1,0.541,399,9576.0,2025-04-28,0,0,0,0.8379
I0048172,C01038,J0014,8.2,0.154,0.924,1,0.37,215,5160.0,2025-10-29,1,0,0,0.7639
I0027562,C00013,J0077,3.1,0.823,0.615,4,0.837,131,3144.0,2026-01-21,0,0,0,0.7328
I0002710,C00756,J0014,11.6,0.721,0.707,1,0.37,20,480.0,2026-05-12,0,0,0,0.665
I0025171,C03638,J0037,4.9,0.708,0.733,2,0.622,298,7152.0,2025-08-07,0,0,0,0.7458
I0012847,C01607,J0051,2.8,0.034,0.414,3,0.624,226,5424.0,2025-10-18,0,0,0,0.2651
I0056126,C00811,J0076,4.5,0.611,0.677,4,0.695,307,7368.0,2025-07-29,0,0,0,0.7247
I0035068,C03806,J0059,1.8,0.7,0.758,2,0.808,78,1872.0,2026-03-15,0,0,0,0.6849
I0032403,C00736,J0115,,0.7,0.655,1,0.627,145,3480.0,2026-01-07,0,0,0,0.7161
I0051622,C00596,J0006,1.9,0.375,0.741,3,0.665,245,5880.0,2025-09-29,0,0,0,0.5535
I0048123,C00106,J0052,4.5,0.43,0.579,4,0.406,387,9288.0,2025-05-10,0,0,0,0.7393
I0031930,C01346,J0073,6.4,0.415,0.803,2,0.624,103,2472.0,2026-02-18,0,0,0,0.7042
I0034538,C03960,J0033,6.6,0.649,0.679,1,0.649,296,7104.0,2025-08-09,0,0,0,0.82
I0001414,C02607,J0021,0.0,0.195,0.907,2,0.438,313,7512.0,2025-07-23,0,0,0,0.6013
I0003085,C03970,J0080,1.6,0.536,1.0,1,0.569,289,6936.0,2025-08-16,0,0,0,0.8026
I0004863,C02072,J0148,1.7,0.344,0.688,4,0.719,214,5136.0,2025-10-30,0,0,0,0.4753
I0046905,C03893,J0033,6.9,0.384,0.471,1,0.649,358,8592.0,2025-06-08,0,0,0,0.5796
I0035874,C00718,J0035,2.4,0.486,0.833,4,0.644,348,8352.0,2025-06-18,0,0,0,0.681
I0021114,C00587,J0093,0.0,0.551,0.774,3,0.757,383,9192.0,2025-05-14,0,0,0,0.5899
I0011245,C00220,J0054,3.4,0.772,0.756,2,0.727,171,4104.0,2025-12-12,0,0,0,0.7558
I0026124,C00984,J0029,0.7,0.352,0.66,1,0.913,66,1584.0,2026-03-27,0,0,0,0.3193
I0048712,C01106,J0034,5.1,0.896,0.563,1,0.634,133,3192.0,2026-01-19,0,0,0,0.5772
I0017967,C03637,J0148,8.8,0.666,0.613,4,0.719,117,2808.0,2026-02-04,0,0,0,0.8012
I0024607,C02403,J0052,7.7,0.469,0.563,4,0.406,69,1656.0,2026-03-24,0,0,0,0.7615
I0013469,C03754,J0110,2.1,0.521,0.842,2,0.549,299,7176.0,2025-08-06,0,0,0,0.7701
I0041040,C00251,J0063,,0.56,0.866,4,0.497,217,5208.0,2025-10-27,0,0,0,0.808
I0049235,C00078,J0043,0.6,0.585,0.796,3,0.512,1,24.0,2026-05-31,1,0,0,0.7
I0001372,C00208,J0113,7.4,0.708,0.493,1,0.579,210,5040.0,2025-11-03,0,0,0,0.6901
I0006573,C03489,J0073,6.7,0.502,0.718,2,0.624,30,720.0,2026-05-02,0,0,0,0.7467
I0002463,C03081,J0092,0.4,0.404,0.733,4,0.623,191,4584.0,2025-11-22,0,0,0,0.5759
I0009391,C00156,J0020,4.5,0.666,0.61,4,0.849,304,7296.0,2025-08-01,0,0,0,0.636
I0038132,C03214,J0101,0.0,0.539,0.847,2,0.588,318,7632.0,2025-07-18,0,0,0,0.7211
I0021208,C03682,J0000,1.1,0.839,0.533,4,0.534,224,5376.0,2025-10-20,0,0,0,0.4707
I0030959,C01229,J0077,5.4,0.579,0.822,4,0.837,386,9264.0,2025-05-11,0,0,0,0.6581
I0036756,C01436,J0132,3.8,0.506,0.561,3,0.612,398,9552.0,2025-04-29,0,0,0,0.6646
I0048207,C03447,J0028,0.9,0.731,0.632,3,0.898,116,2784.0,2026-02-05,0,0,0,0.5926
I0027415,C02909,J0063,3.8,0.388,0.939,4,0.497,326,7824.0,2025-07-10,0,0,0,0.7691
I0017457,C01503,J0007,7.9,0.683,0.712,3,0.673,43,1032.0,2026-04-19,0,0,0,0.8442
I0049987,C00005,J0013,0.0,0.262,0.698,3,0.854,136,3264.0,2026-01-16,0,0,0,0.2963
I0010206,C02589,J0001,6.6,0.565,0.605,3,0.47,145,3480.0,2026-01-07,0,0,0,0.7321
I0020525,C03233,J0011,,0.569,0.752,3,0.484,152,3648.0,2025-12-31,1,0,0,0.7789
I0038802,C00813,J0001,1.3,1.0,0.581,3,0.47,161,3864.0,2025-12-22,0,0,0,0.3291
I0045470,C01232,J0024,3.5,0.704,0.56,1,0.346,178,4272.0,2025-12-05,1,0,0,0.4816
I0044856,C03166,J0110,7.5,0.661,0.976,2,0.549,125,3000.0,2026-01-27,0,0,0,0.84
I0032207,C03630,J0084,0.1,0.434,0.555,4,0.431,232,5568.0,2025-10-12,0,0,0,0.6729
I0029153,C03017,J0103,1.1,0.726,0.984,4,0.476,95,2280.0,2026-02-26,0,0,0,0.6367
I0033698,C02346,J0109,4.7,0.715,0.784,2,0.714,132,3168.0,2026-01-20,0,0,0,0.8167
I0012928,C03529,J0118,4.3,0.574,0.828,2,0.57,181,4344.0,2025-12-02,0,0,0,0.8202
I0007567,C02575,J0016,9.2,0.442,0.614,4,0.643,76,1824.0,2026-03-17,0,0,0,0.7039
I0011259,C02421,J0023,4.7,0.566,0.733,2,0.472,176,4224.0,2025-12-07,0,0,0,0.7368
I0044817,C01535,J0099,3.8,0.344,0.922,2,0.707,253,6072.0,2025-09-21,1,0,0,0.5852
I0013883,C03592,J0143,6.8,0.615,0.908,1,0.714,347,8328.0,2025-06-19,0,0,0,0.8181
I0056040,C03729,J0059,6.0,0.232,0.681,2,0.808,397,9528.0,1970-01-01 00:00:00,0,0,0,0.4043
I0030646,C02740,J0149,1.1,0.613,0.865,1,0.593,222,5328.0,2025-10-22,1,0,0,0.7653
I0034002,C01785,J0065,8.3,1.0,0.734,2,0.74,304,7296.0,2025-08-01,0,0,0,0.681
I0029308,C03668,J0090,3.7,0.713,0.507,3,0.558,291,6984.0,2025-08-14,0,0,0,0.6131
I0055411,C03542,J0084,0.0,1.0,0.787,4,0.431,197,4728.0,2025-11-16,0,0,0,0.3377
I0007318,C03601,J0131,1.7,0.746,0.711,2,0.716,348,8352.0,2025-06-18,0,0,0,0.7249
I0028181,C02395,J0067,0.8,0.481,0.481,4,0.443,53,1272.0,2026-04-09,1,0,0,0.6392
I0058602,C00009,J0149,2.0,0.624,0.737,1,0.593,41,984.0,2026-04-21,0,0,0,0.7366
I0045732,C03044,J0096,6.9,0.835,0.696,3,0.799,349,8376.0,2025-06-17,0,0,0,0.8045
I0033317,C00507,J0056,1.4,0.539,0.492,3,0.397,246,5904.0,2025-09-28,0,0,0,0.5792
I0043584,C02387,J0137,0.0,0.717,0.63,1,0.69,321,7704.0,2025-07-15,0,0,0,0.6755
I0057834,C00718,J0059,2.4,0.486,0.833,2,0.808,150,3600.0,2026-01-02,0,0,0,0.5653
I0041345,C02393,J0142,1.8,0.852,1.0,2,0.778,310,7440.0,2025-07-26,0,0,0,0.7771
I0031469,C03183,J0041,0.0,0.525,0.742,4,0.655,144,3456.0,2026-01-08,0,0,0,0.6344
I0009712,C03038,J0047,9.9,0.608,0.611,2,0.575,322,7728.0,2025-07-14,0,0,0,0.8334
I0021385,C03989,J0148,6.4,0.614,0.635,4,0.719,355,8520.0,2025-06-11,0,0,0,0.7302
I0054284,C02250,J0146,0.9,0.577,0.876,3,0.57,41,984.0,2026-04-21,0,0,0,0.7741
I0031953,C02022,J0127,,0.292,0.824,3,0.595,196,4704.0,2025-11-17,0,0,0,0.6303
I0022478,C02498,J0030,2.7,0.862,0.821,2,1.0,278,6672.0,2025-08-27,0,0,0,0.6967
I0010476,C02710,J0111,7.3,0.909,0.585,1,0.646,206,4944.0,2025-11-07,0,0,0,0.6199
I0043627,C00283,J0148,6.5,0.941,0.813,4,0.719,359,8616.0,2025-06-07,0,0,0,0.6996
I0007133,C02305,J0127,4.6,0.673,0.828,3,0.595,111,2664.0,2026-02-10,0,0,0,0.7732
I0026226,C00563,J0069,1.7,0.498,0.932,2,0.698,0,0.0,2026-06-01,0,0,0,0.6674
I0016657,C00940,J0019,1.8,0.678,0.799,1,0.693,268,6432.0,2025-09-06,0,0,0,0.762
I0042523,C00625,J0005,0.0,0.639,0.764,1,0.566,251,6024.0,2025-09-23,0,0,0,0.6808
I0045071,C02877,J0121,0.7,0.093,0.896,3,0.82,262,6288.0,2025-09-12,0,0,0,0.2689
I0005815,C01973,J0132,2.9,0.647,0.837,3,0.612,354,8496.0,2025-06-12,0,0,0,0.7772
I0023353,C02942,J0051,7.7,0.808,0.748,3,0.624,149,3576.0,2026-01-03,0,0,0,0.7283
I0030550,C01202,J0096,3.4,0.709,0.62,3,0.799,88,2112.0,2026-03-05,0,0,0,0.6857
I0019985,C01220,J0008,4.8,0.719,0.591,2,0.441,295,7080.0,2025-08-10,0,0,0,0.5687
I0029027,C00243,J0041,8.4,0.565,0.639,4,0.655,391,9384.0,2025-05-06,1,0,0,0.7757
I0059945,C00533,J0085,0.0,0.867,0.823,1,0.66,307,7368.0,2025-07-29,0,0,0,0.603
I0037936,C00251,J0055,5.4,0.56,0.866,3,0.749,305,7320.0,2025-07-31,0,0,0,0.7192
I0036105,C01540,J0006,7.9,0.435,0.788,3,0.665,13,312.0,2026-05-19,0,0,0,0.7106
I0014951,C02549,J0037,4.8,0.65,0.593,2,0.622,7,168.0,2026-05-25,0,0,0,0.7455
I0002868,C02951,J0049,5.4,0.67,0.726,2,0.631,172,4128.0,2025-12-11,1,0,0,0.7854
I0027310,C03730,J0121,2.8,0.743,1.0,3,0.82,10,240.0,2026-05-22,0,0,0,0.7919
I0057887,C02815,J0123,0.0,0.407,0.779,3,0.315,156,3744.0,2025-12-27,0,0,0,0.6716
I0012708,C01256,J0003,1.3,0.932,0.763,1,0.462,330,7920.0,2025-07-06,0,0,0,0.4227
I0053200,C01647,J0007,4.5,0.718,0.685,3,0.673,122,2928.0,2026-01-30,1,0,0,0.7544
I0008383,C01526,J0036,1.2,0.739,0.811,4,0.6,133,3192.0,2026-01-19,0,0,0,0.6678
I0036890,C03218,J0132,2.8,0.43,0.618,3,0.612,348,8352.0,2025-06-18,0,0,0,0.6102
I0001689,C02733,J0136,3.3,0.851,0.8,2,0.621,316,7584.0,2025-07-20,0,0,0,0.6361
I0026236,C00478,J0140,3.1,0.637,0.928,1,0.66,148,3552.0,2026-01-04,1,0,0,0.8147
I0008879,C00073,J0036,3.2,0.643,0.978,4,0.6,64,1536.0,2026-03-29,0,0,0,0.8164
I0029625,C00160,J0069,3.7,0.727,0.664,2,0.698,286,6864.0,2025-08-19,1,0,0,0.7462
I0012522,C02008,J0105,4.2,0.271,0.609,3,0.544,175,4200.0,2025-12-08,0,0,0,0.5672
I0010688,C03047,J0147,3.9,0.919,0.727,2,0.622,274,6576.0,2025-08-31,0,0,0,0.5785
I0024013,C00304,J0038,5.7,0.718,0.602,4,0.713,198,4752.0,2025-11-15,0,0,0,0.7795
I0032607,C00505,J0061,1.7,0.417,0.741,1,0.484,14,336.0,2026-05-18,0,0,0,0.7073
I0031117,C03640,J0122,6.3,0.452,0.508,2,0.704,138,3312.0,2026-01-14,0,0,0,0.589
I0037025,C01051,J0032,1.3,0.343,0.854,2,0.954,70,1680.0,2026-03-23,0,0,0,0.3489
I0013904,C01071,J0130,1.9,0.481,0.587,1,0.81,196,4704.0,2025-11-17,0,0,0,0.4826
I0043840,C01967,J0022,,0.241,0.657,1,0.577,128,3072.0,2026-01-24,0,0,0,0.5887
I0038963,C03500,J0025,0.0,0.812,0.645,3,0.501,264,6336.0,2025-09-10,0,0,0,0.4795
I0038966,C00170,J0073,,0.723,0.616,2,0.624,248,5952.0,2025-09-26,0,0,0,0.6681
I0039471,C03017,J0147,1.1,0.726,0.984,2,0.622,136,3264.0,2026-01-16,0,0,0,0.7396
I0024093,C02920,J0077,2.8,0.868,0.748,4,0.837,379,9096.0,2025-05-18,0,0,0,0.7533
I0027058,C01600,J0128,4.5,0.593,0.564,3,0.677,125,3000.0,2026-01-27,0,0,0,0.6928
I0005549,C03862,J0121,7.7,0.556,0.542,3,0.82,275,6600.0,2025-08-30,0,0,0,0.6138
I0059820,C01794,J0047,5.8,0.719,0.95,2,0.575,253,6072.0,2025-09-21,0,0,0,0.7813
I0038900,C01214,J0123,3.0,0.471,0.345,3,0.315,34,816.0,2026-04-28,0,0,0,0.5549
I0042625,C01491,J0148,7.6,0.596,0.601,4,0.719,206,4944.0,2025-11-07,1,0,0,0.7282
I0045854,C01376,J0078,4.9,0.882,0.737,2,0.5,161,3864.0,2025-12-22,0,0,0,0.5383
I0007201,C03177,J0014,3.7,0.886,0.808,1,0.37,247,5928.0,2025-09-27,0,0,0,0.4435
I0021171,C03520,J0125,3.5,0.497,0.554,1,0.475,260,6240.0,2025-09-14,0,0,0,0.7168
I0054577,C02412,J0020,0.0,0.593,0.694,4,0.849,297,7128.0,2025-08-08,0,0,0,0.5321
I0008557,C03538,J0051,4.6,0.741,0.584,3,0.624,341,8184.0,2025-06-25,0,0,0,0.6769
I0028062,C00152,J0067,4.7,0.518,0.833,4,0.443,277,6648.0,2025-08-28,0,0,0,0.7784
I0031431,C03188,J0071,0.1,0.645,0.739,2,0.587,1,24.0,2026-05-31,0,0,0,0.686
I0018846,C03987,J0020,1.8,0.548,0.58,4,0.849,178,4272.0,2025-12-05,0,0,0,0.4987
I0011239,C00950,J0047,2.4,0.514,0.654,2,0.575,16,384.0,2026-05-16,0,0,0,0.6989
I0000369,C02147,J0062,5.9,0.604,0.765,4,0.382,296,7104.0,2025-08-09,0,0,0,0.6759
I0007299,C00706,J0115,2.3,0.619,0.883,1,0.627,96,2304.0,2026-02-25,1,0,0,0.7991
I0049307,C01343,J0099,8.3,0.487,0.579,2,0.707,74,1776.0,2026-03-19,0,0,0,0.6654
I0033644,C01471,J0021,7.0,0.65,1.0,2,0.438,199,4776.0,2025-11-14,0,0,0,0.7678
I0019353,C01673,J0078,5.5,0.384,0.955,2,0.5,316,7584.0,2025-07-20,0,0,0,0.7974
I0017136,C02691,J0133,7.8,0.72,0.619,4,0.772,342,8208.0,2025-06-24,0,0,0,0.7867
I0002757,C00835,J0032,3.8,0.34,0.614,2,0.954,52,1248.0,2026-04-10,0,0,0,0.3214
I0031877,C03797,J0124,2.8,0.284,0.851,4,0.309,367,8808.0,2025-05-30,0,0,0,0.7866
I0022000,C02917,J0143,7.5,0.482,0.661,1,0.714,62,1488.0,2026-03-31,0,0,0,0.6666
I0023588,C01652,J0146,8.9,0.625,0.664,3,0.57,132,3168.0,2026-01-20,0,0,0,0.8159
I0049338,C02465,J0147,4.4,0.478,0.626,2,0.622,379,9096.0,2025-05-18,0,0,0,0.6663
I0024494,C03463,J0122,5.8,0.413,0.862,2,0.704,329,7896.0,2025-07-07,0,0,0,0.6529
I0012724,C00000,J0083,0.9,0.374,0.714,3,0.691,220,5280.0,2025-10-24,1,0,0,0.5099
I0052884,C03563,J0079,5.1,0.939,0.81,2,0.518,64,1536.0,2026-03-29,0,0,0,0.5348
I0026371,C00632,J0022,7.2,0.771,0.812,1,0.577,359,8616.0,2025-06-07,0,0,0,0.7309
I0030726,C00156,J0135,4.5,0.666,0.61,3,0.587,187,4488.0,2025-11-26,1,0,0,0.7093
I0042202,C00894,J0097,4.0,0.562,0.649,1,0.65,4,96.0,2026-05-28,0,0,0,0.7055
I0042001,C00726,J0069,4.9,0.47,0.808,2,0.698,315,7560.0,2025-07-21,0,0,0,0.6669
I0009478,C03603,J0061,0.4,0.862,0.827,1,0.484,364,8736.0,2025-06-02,0,0,0,0.4903
I0050477,C01421,J0049,5.7,0.631,0.592,2,0.631,113,2712.0,2026-02-08,0,0,0,0.7802
I0058024,C00554,J0075,7.3,0.331,0.794,3,0.62,347,8328.0,2025-06-19,0,0,0,0.6605
I0055075,C00088,J0099,7.0,1.0,0.731,2,0.707,222,5328.0,2025-10-22,0,0,0,0.6349
I0005931,C00671,J0035,6.3,0.935,0.882,4,0.644,239,5736.0,2025-10-05,0,0,0,0.667
I0049559,C00687,J0100,6.6,0.565,0.429,1,0.169,38,912.0,2026-04-24,0,0,0,0.4703
I0008581,C01968,J0057,2.5,0.392,0.951,2,0.372,154,3696.0,2025-12-29,0,0,0,0.8132
I0010132,C03188,J0087,0.1,0.645,0.739,3,0.578,142,3408.0,2026-01-10,0,0,0,0.6797
I0058896,C02863,J0067,10.2,0.738,0.672,4,0.443,64,1536.0,2026-03-29,0,0,0,0.6709
I0007487,C01140,J0127,4.0,0.684,0.733,3,0.595,44,1056.0,2026-04-18,0,0,0,0.7285
I0031901,C00942,J0126,3.0,0.847,0.706,2,0.635,331,7944.0,2025-07-05,0,0,0,0.6172
I0048487,C01085,J0060,2.0,0.885,0.922,1,0.633,333,7992.0,2025-07-03,0,0,0,0.633
I0053669,C03660,J0082,7.8,0.642,0.656,1,0.615,27,648.0,2026-05-05,0,0,0,0.8147
I0026003,C02289,J0112,5.7,0.482,0.81,2,0.583,158,3792.0,2025-12-25,0,0,0,0.7705
I0058757,C02308,J0067,4.0,0.604,0.701,4,0.443,179,4296.0,2025-12-04,0,0,0,0.6687
I0051140,C00290,J0038,0.0,0.393,0.763,4,0.713,17,408.0,2026-05-15,0,0,0,0.5064
I0000672,C00873,J0059,7.7,0.688,0.761,2,0.808,199,4776.0,2025-11-14,0,0,0,0.7771
I0037197,C03639,J0121,3.3,0.747,0.932,3,0.82,49,1176.0,2026-04-13,0,0,0,0.784
I0026643,C00438,J0030,1.3,0.279,0.774,2,1.0,397,9528.0,2025-04-30,0,0,0,0.2488
I0044145,C00089,J0073,3.3,0.336,0.876,2,0.624,390,9360.0,2025-05-07,0,0,0,0.6167
I0041283,C03658,J0084,,0.638,0.619,4,0.431,161,3864.0,2025-12-22,0,0,0,0.5793
I0006633,C03018,J0130,0.0,0.668,0.49,1,0.81,92,2208.0,2026-03-01,0,0,0,0.5549
I0059462,C02156,J0058,8.9,0.42,0.753,1,0.519,281,6744.0,1970-01-01 00:00:00,0,0,0,0.81
I0046781,C03162,J0129,4.7,0.669,0.725,1,0.574,78,1872.0,2026-03-15,0,0,0,0.7338
I0022103,C00800,J0040,1.6,0.504,1.0,1,0.393,232,5568.0,2025-10-12,0,0,0,0.7476
I0057528,C01722,J0021,0.0,0.746,0.639,2,0.438,332,7968.0,2025-07-04,0,0,0,0.4799
I0035927,C01441,J0096,3.9,0.478,0.428,3,0.799,148,3552.0,2026-01-04,0,0,0,0.4772
I0010085,C03377,J0020,5.6,0.377,0.698,4,0.849,163,3912.0,2025-12-20,0,0,0,0.4757
I0001053,C02147,J0096,5.9,0.604,0.765,3,0.799,180,4320.0,2025-12-03,0,0,0,0.6949
I0030002,C00203,J0015,5.7,0.747,0.573,2,0.903,378,9072.0,2025-05-19,0,0,0,0.6649
I0055597,C01663,J0101,3.0,0.207,0.673,2,0.588,301,7224.0,2025-08-04,0,0,0,0.4888
I0040892,C00444,J0030,4.3,0.768,0.559,2,1.0,380,9120.0,2025-05-17,0,0,0,0.5837
I0040021,C03012,J0141,8.2,0.747,1.0,3,0.672,92,2208.0,2026-03-01,0,0,0,0.8847
I0055789,C01228,J0132,5.2,0.523,0.533,3,0.612,183,4392.0,2025-11-30,0,0,0,0.6924
I0012551,C00012,J0084,5.0,0.596,0.759,4,0.431,155,3720.0,2025-12-28,0,0,0,0.6991
I0029012,C01115,J0052,0.9,0.688,1.0,4,0.406,33,792.0,2026-04-29,0,0,0,0.6153
I0026115,C03941,J0040,5.8,0.453,0.848,1,0.393,15,360.0,2026-05-17,0,0,0,0.8118
I0040223,C01985,J0026,7.6,0.615,0.647,1,0.881,55,1320.0,2026-04-07,0,0,0,0.6403
I0010021,C02917,J0033,7.5,0.482,0.661,1,0.649,65,1560.0,2026-03-28,0,0,0,0.7124
I0022777,C00864,J0022,,0.559,1.0,1,0.577,68,1632.0,2026-03-25,0,0,0,0.8369
I0052680,C01659,J0124,0.4,0.358,0.756,4,0.309,56,1344.0,2026-04-06,1,1,0,0.7022
I0031737,C00124,J0036,5.8,0.708,0.823,4,0.6,270,6480.0,2025-09-04,0,0,0,0.7709
I0020322,C02354,J0146,3.0,0.589,0.702,3,0.57,271,6504.0,2025-09-03,0,0,0,0.7522
I0026036,C02719,J0126,3.2,0.57,1.0,2,0.635,64,1536.0,2026-03-29,0,0,0,0.8071
I0059714,C03187,J0141,,0.646,0.667,3,0.672,173,4152.0,2025-12-10,1,0,0,0.8169
I0010504,C00126,J0027,1.8,0.769,0.437,1,0.574,313,7512.0,2025-07-23,0,0,0,0.5331
I0027298,C02274,J0052,0.0,0.814,0.791,4,0.406,90,2160.0,2026-03-03,0,0,0,0.4523
I0007360,C00215,J0052,,0.441,0.829,4,0.406,302,7248.0,2025-08-03,0,0,0,0.8122
I0003707,C00539,J0122,4.1,0.746,0.774,2,0.704,56,1344.0,2026-04-06,0,0,0,0.7748
I0018154,C02342,J0018,3.2,0.455,1.0,4,0.73,140,3360.0,2026-01-12,0,0,0,0.6591
I0020117,C00959,J0107,,0.779,0.81,2,0.389,146,3504.0,2026-01-06,1,0,0,0.5211
I0012385,C00636,J0029,5.7,0.897,1.0,1,0.913,396,9504.0,2025-05-01,0,0,0,0.884
I0045432,C01184,J0121,0.0,0.815,0.907,3,0.82,343,8232.0,2025-06-23,0,0,0,0.7691
I0040264,C00456,J0101,0.0,0.648,0.772,2,0.588,243,5832.0,2025-10-01,0,0,0,0.6922
I0002493,C00645,J0011,5.1,0.789,1.0,3,0.484,324,7776.0,2025-07-12,0,0,0,0.6701
I0057970,C01905,J0043,6.7,0.624,0.72,3,0.512,211,5064.0,2025-11-02,0,0,0,0.7543
I0025088,C01780,J0140,5.8,0.54,0.897,1,0.66,356,8544.0,2025-06-10,0,0,0,0.7833
I0049101,C02783,J0033,5.3,0.478,0.719,1,0.649,385,9240.0,2025-05-12,0,0,0,0.6887
I0052453,C03777,J0100,0.0,0.484,0.601,1,0.169,302,7248.0,2025-08-03,0,0,0,0.4643
