candidate_id,years_experience,skill_match_score,profile_completeness,protected_group,consent_ts
C00900,2.3,0.67,0.876,A,2025-10-01T00:00:00
C00901,3.8,0.697,0.604,A,2025-04-09T00:00:00
C00902,4.2,0.496,0.703,A,2025-10-11T00:00:00
C00903,2.8,0.977,0.862,A,2025-09-15T00:00:00
C00904,3.9,0.684,0.664,B,2025-06-06T00:00:00
C00905,3.9,0.706,0.762,B,2025-06-21T00:00:00
C00906,4.5,0.952,0.81,A,2026-01-19T00:00:00
C00907,0.0,0.51,0.809,A,2025-12-04T00:00:00
C00908,9.6,0.582,0.788,A,2025-08-23T00:00:00
C00909,3.6,0.349,0.652,A,2025-10-30T00:00:00
C00910,5.7,0.566,0.667,B,2025-05-01T00:00:00
C00911,0.0,0.302,0.58,B,2025-09-07T00:00:00
C00912,2.6,0.75,0.516,B,2025-10-08T00:00:00
C00913,2.0,0.684,0.733,B,2025-05-07T00:00:00
C00914,8.4,0.545,0.872,B,2025-03-26T00:00:00
C00915,2.2,0.58,0.543,B,2025-09-20T00:00:00
C00916,6.3,0.752,0.791,A,2026-04-16T00:00:00
C00917,2.0,0.373,0.868,A,2025-08-19T00:00:00
C00918,2.6,0.641,0.474,A,2026-03-27T00:00:00
C00919,3.3,0.74,0.709,B,2026-03-02T00:00:00
C00920,7.9,0.244,0.997,A,2026-01-08T00:00:00
C00921,0.0,0.737,0.833,B,2026-03-24T00:00:00
C00922,0.1,0.265,0.469,B,2025-07-25T00:00:00
C00923,0.0,0.576,0.849,A,2026-01-15T00:00:00
C00924,0.7,0.367,0.638,A,2025-03-14T00:00:00
C00925,1.6,0.886,0.854,A,2025-06-09T00:00:00
C00926,0.0,0.369,0.646,A,2025-10-11T00:00:00
C00927,1.8,0.27,0.742,B,2025-01-20T00:00:00
C00928,0.0,0.627,0.669,B,2026-01-18T00:00:00
C00929,0.9,0.517,0.75,B,2026-04-08T00:00:00
C00930,7.6,0.299,0.665,A,2025-02-22T00:00:00
C00931,5.2,0.705,0.716,A,2026-05-12T00:00:00
C00932,4.6,0.202,0.574,A,2025-02-14T00:00:00
C00933,1.0,0.393,0.824,B,2025-03-05T00:00:00
C00934,0.0,0.485,0.776,B,2026-01-17T00:00:00
C00935,0.6,0.76,0.508,A,2025-12-09T00:00:00
C00936,3.9,0.859,0.899,B,2026-04-14T00:00:00
C00937,6.6,0.821,0.724,A,2025-08-01T00:00:00
C00938,6.7,0.569,0.774,B,2025-10-14T00:00:00
C00939,5.9,0.115,0.865,A,2025-03-16T00:00:00
C00940,1.8,0.678,0.799,A,2025-12-12T00:00:00
C00941,4.1,0.894,0.925,B,2026-05-15T00:00:00
C00942,3.0,0.847,0.706,A,2025-10-26T00:00:00
C00943,3.4,0.693,0.905,A,2026-04-12T00:00:00
C00944,10.1,0.362,0.768,A,2025-07-16T00:00:00
C00945,0.0,0.495,0.826,A,2026-05-07T00:00:00
C00946,3.3,0.987,0.811,B,2025-09-26T00:00:00
C00947,7.6,0.317,0.936,B,2025-03-13T00:00:00
C00948,0.0,0.37,0.858,B,2025-07-01T00:00:00
C00949,2.1,0.789,0.684,A,2025-09-03T00:00:00
C00950,2.4,0.514,0.654,A,2025-02-03T00:00:00
C00951,3.3,0.364,0.743,A,2026-03-24T00:00:00
C00952,0.0,0.906,0.636,A,2025-04-30T00:00:00
C00953,5.8,0.692,0.592,A,2025-12-04T00:00:00
C00954,6.0,0.524,0.431,B,2026-04-05T00:00:00
C00955,5.5,0.371,0.518,B,2025-08-06T00:00:00
C00956,1.4,1.0,1.0,B,2025-11-01T00:00:00
C00957,4.3,0.595,0.652,A,2025-09-16T00:00:00
C00958,1.3,0.879,1.0,A,2026-01-18T00:00:00
C00959,3.0,0.779,0.81,A,2025-01-20T00:00:00
C00960,10.5,0.496,0.743,A,2025-06-29T00:00:00
C00961,4.3,0.497,0.525,A,2025-11-02T00:00:00
C00962,0.4,0.889,0.751,A,2025-02-15T00:00:00
C00963,4.5,0.893,1.0,A,2026-03-06T00:00:00
C00964,0.0,0.225,0.984,B,2025-11-13T00:00:00
C00965,0.4,0.71,0.791,A,2025-01-02T00:00:00
C00966,0.9,0.576,0.578,B,2025-01-07T00:00:00
C00967,2.7,0.393,0.606,A,2025-03-21T00:00:00
C00968,6.8,0.652,0.622,B,2025-11-28T00:00:00
C00969,5.7,0.33,0.942,A,2025-09-16T00:00:00
C00970,5.6,0.507,0.995,A,2025-08-30T00:00:00
C00971,0.7,0.44,0.779,A,2025-10-08T00:00:00
C00972,2.4,0.5,0.705,A,2025-09-05T00:00:00
C00973,4.8,0.586,0.982,B,2025-06-21T00:00:00
C00974,2.1,0.397,0.603,A,2025-01-04T00:00:00
C00975,3.2,0.915,0.758,B,2025-01-14T00:00:00
C00976,5.3,0.699,0.819,A,2025-12-11T00:00:00
C00977,3.0,0.959,0.621,A,2026-01-07T00:00:00
C00978,4.7,0.568,0.655,A,2025-04-30T00:00:00
C00979,8.8,0.49,0.643,A,2025-05-02T00:00:00
C00980,3.5,0.952,0.963,B,2025-07-23T00:00:00
C00981,7.5,0.484,1.0,B,2025-11-19T00:00:00
C00982,5.7,0.564,0.767,B,2025-10-24T00:00:00
C00983,0.0,0.744,0.71,A,2025-10-07T00:00:00
C00984,0.7,0.352,0.66,A,2025-01-19T00:00:00
C00985,1.5,0.742,0.75,B,2025-08-04T00:00:00
C00986,1.4,0.717,0.667,A,2026-01-12T00:00:00
C00987,3.7,0.854,0.735,A,2025-10-23T00:00:00
C00988,5.8,0.778,0.812,A,2026-02-08T00:00:00
C00989,7.8,0.86,0.689,B,2025-12-14T00:00:00
C00990,4.9,0.578,0.722,B,2026-03-26T00:00:00
C00991,2.7,0.427,0.722,B,2025-10-14T00:00:00
C00992,0.0,1.0,0.702,B,2025-10-12T00:00:00
C00993,4.2,0.295,0.684,A,2025-10-06T00:00:00
C00994,4.1,0.315,0.864,B,2025-05-13T00:00:00
C00995,4.5,0.713,0.484,A,2025-08-07T00:00:00
C00996,10.3,0.925,0.986,B,2025-03-26T00:00:00
C00997,7.7,0.638,0.77,A,2025-08-04T00:00:00
C00998,6.4,0.8,0.842,B,2025-03-16T00:00:00
C00999,1.1,0.201,0.859,A,2025-09-03T00:00:00
C01000,2.5,0.5,0.644,A,2026-04-23T00:00:00
C01001,3.7,0.225,0.613,A,2025-08-15T00:00:00
C01002,1.7,0.756,0.595,A,2026-01-05T00:00:00
C01003,5.5,0.291,0.713,A,2025-08-08T00:00:00
C01004,5.1,0.344,0.855,B,2026-03-29T00:00:00
C01005,0.7,0.703,0.662,A,2025-04-16T00:00:00
C01006,7.6,0.812,0.841,B,2026-02-22T00:00:00
C01007,4.3,0.568,0.395,A,2025-12-29T00:00:00
C01008,0.0,0.714,0.692,B,2026-03-21T00:00:00
C01009,3.8,0.708,0.925,A,2025-03-08T00:00:00
C01010,4.8,0.557,0.724,B,2026-03-24T00:00:00
C01011,6.9,0.381,0.626,B,2026-03-31T00:00:00
C01012,3.0,0.713,0.651,A,2025-05-28T00:00:00
C01013,6.5,0.723,0.296,B,2025-11-09T00:00:00
C01014,4.6,0.779,0.598,A,2025-10-21T00:00:00
C01015,0.1,0.662,0.909,A,2025-01-25T00:00:00
C01016,0.0,0.366,0.663,B,2025-09-20T00:00:00
C01017,7.4,0.738,0.68,B,2025-11-26T00:00:00
C01018,7.6,0.6,0.4,A,2025-04-13T00:00:00
C01019,5.0,0.503,0.505,A,2025-06-30T00:00:00
C01020,8.5,0.541,0.929,B,2025-10-20T00:00:00
C01021,7.2,0.462,0.843,B,2026-04-10T00:00:00
C01022,6.1,0.778,0.555,B,2025-01-31T00:00:00
C01023,1.3,0.316,0.655,A,2026-04-14T00:00:00
C01024,9.2,0.401,0.746,B,2026-02-13T00:00:00
C01025,5.6,0.534,0.571,A,2026-02-27T00:00:00
C01026,2.8,0.923,0.449,B,2025-01-24T00:00:00
C01027,2.0,0.811,0.726,A,2025-10-11T00:00:00
C01028,4.8,0.272,0.836,B,2025-07-04T00:00:00
C01029,0.0,0.87,0.839,A,2026-04-05T00:00:00
C01030,6.1,0.87,0.881,B,2026-01-06T00:00:00
C01031,1.1,0.365,0.517,B,2025-11-21T00:00:00
C01032,5.1,0.096,0.759,A,2025-01-14T00:00:00
C01033,2.4,0.586,0.71,B,2026-03-14T00:00:00
C01034,3.2,0.824,0.737,A,2025-09-02T00:00:00
C01035,1.7,0.918,0.718,B,2025-03-22T00:00:00
C01036,3.5,0.426,0.651,A,2026-03-14T00:00:00
C01037,9.7,0.95,0.297,A,2026-03-29T00:00:00
C01038,8.2,0.154,0.924,A,2025-09-06T00:00:00
C01039,5.1,0.526,0.799,A,2025-11-27T00:00:00
C01040,3.9,0.517,0.527,A,2025-11-02T00:00:00
C01041,6.5,0.83,0.821,B,2025-06-01T00:00:00
C01042,7.4,0.86,0.683,B,2026-01-10T00:00:00
C01043,1.5,0.791,0.687,B,2026-05-14T00:00:00
C01044,3.8,0.33,0.635,A,2026-04-13T00:00:00
C01045,0.0,0.773,0.831,A,2025-12-10T00:00:00
C01046,7.4,0.702,0.63,A,2025-06-30T00:00:00
C01047,10.2,0.266,0.585,B,2026-03-31T00:00:00
C01048,4.2,0.187,0.92,B,2026-04-09T00:00:00
C01049,0.0,0.808,0.723,A,2025-01-03T00:00:00
C01050,5.8,0.564,0.728,B,2025-06-19T00:00:00
C01051,1.3,0.343,0.854,A,2025-10-04T00:00:00
C01052,2.0,0.558,0.65,A,2025-10-16T00:00:00
C01053,5.9,0.673,0.68,A,2025-12-23T00:00:00
C01054,4.8,0.583,0.796,A,2025-09-14T00:00:00
C01055,2.5,0.29,0.519,B,2025-01-07T00:00:00
C01056,2.1,0.977,0.783,B,2025-03-24T00:00:00
C01057,4.4,0.801,0.637,A,2026-01-17T00:00:00
C01058,2.8,0.533,0.878,A,2025-12-13T00:00:00
C01059,0.7,0.541,0.832,B,2025-11-22T00:00:00
C01060,3.0,0.672,0.812,B,2025-08-09T00:00:00
C01061,5.0,0.374,0.509,B,2025-05-18T00:00:00
C01062,3.5,0.665,0.734,A,2025-06-04T00:00:00
C01063,0.0,0.334,0.573,B,2025-12-11T00:00:00
C01064,7.0,0.586,0.744,A,2025-09-10T00:00:00
C01065,0.0,0.366,0.403,B,2025-03-07T00:00:00
C01066,2.7,0.376,0.519,A,2025-07-19T00:00:00
C01067,2.1,0.929,0.928,B,2026-02-17T00:00:00
C01068,4.4,0.612,0.805,A,2025-10-27T00:00:00
C01069,5.7,0.641,0.697,A,2026-03-10T00:00:00
C01070,7.4,0.198,0.614,B,2025-09-12T00:00:00
C01071,1.9,0.481,0.587,B,2025-08-31T00:00:00
C01072,5.8,0.692,0.78,A,2026-04-20T00:00:00
C01073,4.6,0.639,0.698,B,2025-09-11T00:00:00
C01074,0.0,0.169,0.982,B,2025-03-09T00:00:00
C01075,9.7,0.641,0.722,A,2025-07-21T00:00:00
C01076,0.0,0.673,0.759,A,2025-11-20T00:00:00
C01077,5.3,0.857,0.542,A,2025-06-22T00:00:00
C01078,5.2,0.469,0.696,B,2025-07-25T00:00:00
C01079,4.8,0.152,0.777,A,2026-03-13T00:00:00
C01080,2.5,0.401,0.694,A,2025-08-06T00:00:00
C01081,6.5,0.381,0.677,B,2025-06-02T00:00:00
C01082,0.0,0.747,0.799,B,2025-02-23T00:00:00
C01083,3.8,0.057,0.977,B,2025-07-21T00:00:00
C01084,2.3,0.51,0.772,B,2026-01-19T00:00:00
C01085,2.0,0.885,0.922,B,2025-05-30T00:00:00
C01086,5.3,0.601,0.843,B,2025-08-24T00:00:00
C01087,7.2,0.779,0.913,B,2025-11-25T00:00:00
C01088,3.0,0.272,0.659,A,2026-04-09T00:00:00
C01089,6.3,0.28,0.719,A,2026-02-12T00:00:00
C01090,4.1,0.887,0.72,A,2025-05-24T00:00:00
C01091,1.3,0.62,0.832,B,2025-03-24T00:00:00
C01092,3.2,0.621,0.869,A,2025-12-02T00:00:00
C01093,3.1,0.376,0.769,A,2025-05-08T00:00:00
C01094,1.9,0.62,0.882,B,2025-07-16T00:00:00
C01095,5.3,0.371,0.666,A,2025-02-22T00:00:00
C01096,4.7,0.837,0.883,A,2026-01-23T00:00:00
C01097,0.0,1.0,0.902,B,2025-03-22T00:00:00
C01098,0.0,0.697,0.852,B,2025-07-10T00:00:00
C01099,5.3,0.473,0.77,A,2025-07-23T00:00:00
C01100,1.6,0.093,0.857,A,2025-01-22T00:00:00
C01101,4.9,0.263,0.616,A,2026-01-23T00:00:00
C01102,6.3,0.911,0.78,B,2025-11-06T00:00:00
C01103,0.2,0.394,0.795,B,2025-09-28T00:00:00
C01104,0.0,0.526,0.551,A,2025-03-30T00:00:00
C01105,9.0,0.731,0.821,B,2025-01-27T00:00:00
C01106,5.1,0.896,0.563,A,2025-01-28T00:00:00
C01107,2.7,0.56,0.686,A,2025-11-09T00:00:00
C01108,1.2,0.519,0.756,B,2026-01-09T00:00:00
C01109,2.5,0.614,0.64,A,2026-02-02T00:00:00
C01110,0.4,0.474,0.762,A,2026-02-05T00:00:00
C01111,6.7,0.485,0.76,A,2025-07-16T00:00:00
C01112,1.7,0.682,0.627,B,2025-01-01T00:00:00
C01113,7.3,0.637,0.835,B,2025-05-03T00:00:00
C01114,2.8,1.0,0.635,B,2026-01-29T00:00:00
C01115,0.9,0.688,1.0,A,2026-01-17T00:00:00
C01116,2.7,0.83,0.734,A,2025-09-11T00:00:00
C01117,0.0,0.386,0.574,B,2025-01-12T00:00:00
C01118,3.6,0.705,0.602,A,2026-01-24T00:00:00
C01119,3.5,0.455,0.922,B,2026-02-12T00:00:00
C01120,6.5,0.679,0.689,B,2025-04-24T00:00:00
C01121,0.0,0.738,0.545,A,2026-02-07T00:00:00
C01122,7.5,0.61,0.878,B,2025-11-16T00:00:00
C01123,6.5,1.0,0.688,A,2026-03-20T00:00:00
C01124,7.8,0.886,0.848,A,2025-11-10T00:00:00
C01125,3.8,0.835,0.89,B,2025-02-14T00:00:00
C01126,7.0,0.753,0.791,A,2025-11-20T00:00:00
C01127,0.0,0.953,1.0,B,2025-02-23T00:00:00
C01128,6.1,0.313,0.491,B,2025-05-10T00:00:00
C01129,1.7,0.874,0.627,B,2026-03-13T00:00:00
C01130,0.0,0.402,0.712,B,2026-04-30T00:00:00
C01131,0.6,0.487,1.0,A,2025-08-26T00:00:00
C01132,4.0,0.712,1.0,A,2025-05-26T00:00:00
C01133,1.5,0.847,0.943,B,2025-07-16T00:00:00
C01134,5.1,0.369,0.631,B,2025-05-02T00:00:00
C01135,0.0,0.497,0.648,A,2025-10-14T00:00:00
C01136,0.0,0.62,0.626,A,2025-07-30T00:00:00
C01137,8.1,0.563,0.632,A,2025-01-30T00:00:00
C01138,6.7,0.771,0.974,A,2025-11-02T00:00:00
C01139,0.9,1.0,0.713,B,2025-11-18T00:00:00
C01140,4.0,0.684,0.733,A,2025-11-30T00:00:00
C01141,7.1,0.453,0.866,B,2026-04-18T00:00:00
C01142,5.3,0.341,0.5,B,2025-12-19T00:00:00
C01143,4.4,0.535,0.758,B,2025-12-04T00:00:00
C01144,7.3,0.412,0.585,A,2025-04-16T00:00:00
C01145,1.8,0.694,0.706,A,2025-08-21T00:00:00
C01146,4.1,0.69,0.662,B,2025-08-06T00:00:00
C01147,3.9,0.507,0.654,B,2026-04-26T00:00:00
C01148,3.2,0.997,0.784,A,2025-08-26T00:00:00
C01149,2.8,0.453,0.783,B,2025-12-11T00:00:00
C01150,4.2,0.576,0.717,A,2025-09-28T00:00:00
C01151,4.1,0.728,0.806,B,2025-01-29T00:00:00
C01152,0.9,0.778,0.62,A,2026-04-13T00:00:00
C01153,6.4,0.856,0.852,A,2025-12-02T00:00:00
C01154,1.1,0.686,0.719,A,2025-04-26T00:00:00
C01155,3.3,0.81,0.677,A,2025-01-30T00:00:00
C01156,3.1,0.467,0.631,A,2026-04-14T00:00:00
C01157,5.1,0.784,0.714,A,2025-06-03T00:00:00
C01158,0.0,0.781,1.0,A,2025-01-09T00:00:00
C01159,6.7,0.903,0.741,B,2025-11-04T00:00:00
C01160,2.0,0.266,0.578,A,2025-01-09T00:00:00
C01161,7.7,0.419,0.888,B,2025-04-18T00:00:00
C01162,2.6,0.765,0.679,B,2026-03-23T00:00:00
C01163,3.9,0.07,0.793,A,2025-01-20T00:00:00
C01164,9.7,0.698,0.659,A,2026-01-12T00:00:00
C01165,3.2,0.812,0.942,B,2025-11-05T00:00:00
C01166,7.7,0.485,0.661,B,2025-06-02T00:00:00
C01167,4.1,0.514,0.96,A,2025-05-23T00:00:00
C01168,5.2,0.385,0.593,B,2025-08-26T00:00:00
C01169,4.2,0.496,0.706,A,2025-09-24T00:00:00
C01170,6.5,0.501,0.96,A,2026-03-22T00:00:00
C01171,1.9,0.463,0.775,B,2025-05-11T00:00:00
C01172,1.0,0.452,1.0,A,2025-10-23T00:00:00
C01173,2.1,0.546,0.71,B,2025-12-10T00:00:00
C01174,4.3,0.543,0.789,A,2025-01-07T00:00:00
C01175,3.3,0.975,1.0,B,2026-03-24T00:00:00
C01176,6.1,0.521,0.523,A,2026-05-11T00:00:00
C01177,7.9,0.669,0.504,A,2025-02-13T00:00:00
C01178,1.1,0.485,0.631,A,2025-05-11T00:00:00
C01179,1.8,0.482,0.872,A,2026-01-29T00:00:00
C01180,0.0,0.259,0.509,B,2026-02-09T00:00:00
C01181,10.1,0.286,0.84,A,2025-03-20T00:00:00
C01182,4.9,0.359,0.829,A,2026-04-04T00:00:00
C01183,5.4,0.637,1.0,A,2025-06-14T00:00:00
C01184,0.0,0.815,0.907,A,2025-05-27T00:00:00
C01185,4.0,0.243,0.805,B,2025-06-28T00:00:00
C01186,5.5,0.49,0.954,A,2025-12-02T00:00:00
C01187,3.2,0.327,0.831,B,2025-04-14T00:00:00
C01188,7.2,0.547,0.681,A,2025-09-29T00:00:00
C01189,10.9,0.815,0.578,B,2025-02-07T00:00:00
C01190,1.2,0.511,0.665,A,2025-03-15T00:00:00
C01191,0.9,0.59,0.744,A,2026-01-20T00:00:00
C01192,1.4,0.891,0.776,B,2025-07-11T00:00:00
C01193,8.8,0.692,0.43,B,2026-02-01T00:00:00
C01194,7.1,0.448,0.717,B,2026-01-04T00:00:00
C01195,3.6,0.632,0.754,A,2026-05-14T00:00:00
C01196,4.1,0.434,0.832,A,2025-03-10T00:00:00
C01197,1.6,0.684,0.994,B,2026-04-13T00:00:00
C01198,6.7,0.703,0.778,A,2026-03-22T00:00:00
C01199,2.9,0.327,0.614,B,2025-08-06T00:00:00
C01200,3.2,0.635,0.477,B,2025-03-09T00:00:00
C01201,5.8,0.576,0.853,B,2025-03-08T00:00:00
C01202,3.4,0.709,0.62,B,2025-09-13T00:00:00
C01203,3.3,0.766,0.88,B,2025-01-06T00:00:00
C01204,4.0,0.695,0.96,A,2025-02-17T00:00:00
C01205,6.4,0.539,0.518,A,2025-09-23T00:00:00
C01206,8.9,0.787,0.833,B,2025-10-09T00:00:00
C01207,5.8,0.425,0.944,A,2026-03-07T00:00:00
C01208,6.4,0.336,0.903,A,2026-05-03T00:00:00
C01209,3.4,0.0,0.436,A,2025-05-14T00:00:00
C01210,1.9,0.586,0.622,B,2025-06-15T00:00:00
C01211,6.0,0.436,0.558,B,2025-04-10T00:00:00
C01212,4.5,0.68,0.829,B,2025-04-23T00:00:00
C01213,0.0,0.206,0.812,A,2025-08-08T00:00:00
C01214,3.0,0.471,0.345,A,2026-05-12T00:00:00
C01215,3.8,0.694,0.705,A,2026-03-23T00:00:00
C01216,2.5,0.394,0.87,A,2026-04-02T00:00:00
C01217,8.4,0.682,0.772,B,2025-08-14T00:00:00
C01218,5.4,0.489,0.772,B,2025-11-25T00:00:00
C01219,8.1,0.593,0.695,A,2025-12-28T00:00:00
C01220,4.8,0.719,0.591,A,2025-05-02T00:00:00
C01221,4.2,0.791,0.747,A,2025-08-20T00:00:00
C01222,1.2,0.618,0.758,B,2025-10-03T00:00:00
C01223,4.0,0.437,0.842,B,2025-07-06T00:00:00
C01224,4.0,0.508,0.854,A,2025-08-25T00:00:00
C01225,0.0,0.727,0.763,B,2025-08-09T00:00:00
C01226,2.4,0.396,0.914,A,2025-01-31T00:00:00
C01227,3.0,0.564,0.694,A,2026-01-20T00:00:00
C01228,5.2,0.523,0.533,B,2026-03-27T00:00:00
C01229,5.4,0.579,0.822,A,2026-01-13T00:00:00
C01230,2.3,0.398,0.769,A,2026-04-12T00:00:00
C01231,5.4,0.23,0.825,B,2025-08-04T00:00:00
C01232,3.5,0.704,0.56,A,2025-01-28T00:00:00
C01233,0.0,0.793,1.0,B,2025-05-14T00:00:00
C01234,2.5,0.242,0.857,A,2026-03-03T00:00:00
C01235,7.2,0.674,0.707,A,2025-03-11T00:00:00
C01236,0.0,0.817,0.61,A,2025-10-01T00:00:00
C01237,4.3,0.719,0.912,A,2025-01-01T00:00:00
C01238,8.8,0.517,0.585,A,2025-06-11T00:00:00
C01239,1.7,0.411,1.0,A,2025-02-26T00:00:00
C01240,4.0,0.616,0.658,B,2025-02-26T00:00:00
C01241,0.1,0.65,1.0,A,2025-03-24T00:00:00
C01242,8.9,0.619,0.722,A,2025-09-27T00:00:00
C01243,3.8,0.564,0.987,A,2025-12-11T00:00:00
C01244,4.1,0.383,0.64,A,2025-05-25T00:00:00
C01245,8.1,0.685,0.753,A,2026-02-13T00:00:00
C01246,6.0,0.694,0.871,B,2025-07-15T00:00:00
C01247,1.4,0.64,0.849,A,2026-01-04T00:00:00
C01248,2.1,0.622,0.915,B,2025-09-22T00:00:00
C01249,5.5,0.936,0.677,B,2025-12-28T00:00:00
C01250,2.1,0.475,0.763,A,2026-05-05T00:00:00
C01251,0.0,0.856,0.937,A,2026-05-13T00:00:00
C01252,3.8,0.453,0.644,A,2025-10-21T00:00:00
C01253,0.0,0.822,0.836,B,2026-04-27T00:00:00
C01254,8.8,0.847,0.717,A,2025-12-17T00:00:00
C01255,4.5,0.541,0.781,B,2025-05-15T00:00:00
C01256,1.3,0.932,0.763,B,2026-04-13T00:00:00
C01257,1.9,0.694,0.632,B,2025-03-14T00:00:00
C01258,0.0,0.425,0.711,A,2025-08-23T00:00:00
C01259,0.7,0.525,0.772,B,2025-03-18T00:00:00
C01260,7.0,0.827,0.735,A,2026-01-28T00:00:00
C01261,10.7,0.785,0.986,A,2026-03-24T00:00:00
C01262,6.2,0.388,0.901,A,2026-02-14T00:00:00
C01263,3.7,0.572,0.793,B,2025-02-21T00:00:00
C01264,2.7,0.641,0.636,B,2025-05-16T00:00:00
C01265,1.1,0.498,0.626,B,2025-06-20T00:00:00
C01266,10.2,1.0,1.0,A,2025-02-27T00:00:00
C01267,3.4,0.647,0.599,B,2025-09-23T00:00:00
C01268,10.3,0.588,0.767,A,2025-01-18T00:00:00
C01269,8.2,0.838,0.804,A,2025-11-03T00:00:00
C01270,0.0,0.527,0.703,B,2025-10-15T00:00:00
C01271,2.0,0.801,0.6,A,2025-10-25T00:00:00
C01272,2.0,0.266,0.632,A,2026-04-02T00:00:00
C01273,3.8,0.509,0.668,B,2026-01-29T00:00:00
C01274,3.8,0.81,0.644,A,2025-05-10T00:00:00
C01275,13.0,0.914,0.949,A,2025-10-13T00:00:00
C01276,0.8,0.445,0.749,A,2026-02-06T00:00:00
C01277,4.7,0.422,0.671,A,2026-03-02T00:00:00
C01278,5.8,0.713,0.766,B,2025-11-18T00:00:00
C01279,4.0,0.475,0.85,B,2025-02-12T00:00:00
C01280,4.3,0.546,0.698,A,2025-08-06T00:00:00
C01281,0.9,0.775,0.885,A,2026-03-06T00:00:00
C01282,4.3,0.491,0.559,A,2025-02-06T00:00:00
C01283,5.5,0.207,0.926,B,2025-10-23T00:00:00
C01284,5.0,0.34,0.749,B,2025-09-28T00:00:00
C01285,5.7,0.602,0.743,B,2025-04-22T00:00:00
C01286,8.2,0.227,0.646,A,2025-06-22T00:00:00
C01287,6.8,0.541,0.566,A,2026-05-04T00:00:00
C01288,4.2,0.322,0.5,A,2025-10-25T00:00:00
C01289,0.5,0.928,0.636,B,2026-04-15T00:00:00
C01290,2.2,1.0,0.838,A,2025-08-24T00:00:00
C01291,3.3,0.388,0.606,B,2026-02-27T00:00:00
C01292,4.8,0.651,0.518,B,2025-11-06T00:00:00
C01293,2.6,0.408,0.614,A,2026-04-01T00:00:00
C01294,1.2,0.538,0.692,A,2025-06-13T00:00:00
C01295,0.4,0.961,0.698,A,2025-07-11T00:00:00
C01296,0.0,0.507,0.731,A,2025-01-21T00:00:00
C01297,3.3,0.543,0.905,A,2025-04-24T00:00:00
C01298,0.0,0.411,0.937,B,2025-03-11T00:00:00
C01299,1.0,0.829,1.0,A,2025-04-02T00:00:00
C01300,2.8,0.0,0.506,A,2025-06-04T00:00:00
C01301,0.0,0.511,0.622,B,2026-03-13T00:00:00
C01302,5.1,0.591,0.855,B,2025-07-09T00:00:00
C01303,6.2,0.468,0.682,A,2026-02-18T00:00:00
C01304,2.4,0.773,0.879,B,2026-02-12T00:00:00
C01305,2.7,0.84,0.781,B,2026-05-06T00:00:00
C01306,5.6,0.318,0.987,B,2025-09-12T00:00:00
C01307,1.9,1.0,0.906,B,2026-03-01T00:00:00
C01308,1.7,0.315,0.909,A,2025-07-29T00:00:00
C01309,7.6,0.858,0.688,B,2025-11-13T00:00:00
C01310,6.7,0.63,0.735,A,2026-02-10T00:00:00
C01311,5.8,0.499,0.704,B,2025-03-13T00:00:00
C01312,6.8,0.518,0.524,B,2025-01-29T00:00:00
C01313,0.0,0.593,0.971,A,2025-03-24T00:00:00
C01314,8.1,0.642,0.862,A,2025-12-27T00:00:00
C01315,5.2,0.416,0.698,B,2025-08-25T00:00:00
C01316,7.0,0.553,0.946,B,2025-05-21T00:00:00
C01317,5.2,0.446,0.655,A,2026-01-19T00:00:00
C01318,4.1,0.357,0.474,B,2025-01-08T00:00:00
C01319,3.2,0.437,0.901,B,2025-03-28T00:00:00
C01320,5.1,0.37,0.558,A,2025-08-23T00:00:00
C01321,3.1,0.516,0.721,A,2026-04-03T00:00:00
C01322,6.6,0.686,0.781,A,2026-01-10T00:00:00
C01323,0.0,0.624,0.808,B,2025-12-08T00:00:00
C01324,2.4,0.995,0.877,A,2025-12-22T00:00:00
C01325,10.1,0.158,0.837,B,2025-06-06T00:00:00
C01326,2.1,0.694,0.832,A,2025-08-12T00:00:00
C01327,3.3,0.601,0.631,B,2026-03-19T00:00:00
C01328,1.4,0.763,0.794,A,2025-12-31T00:00:00
C01329,5.0,0.743,0.524,A,2025-10-27T00:00:00
C01330,1.8,0.567,0.984,B,2025-02-11T00:00:00
C01331,3.4,0.635,0.54,A,2026-01-02T00:00:00
C01332,6.5,0.451,0.698,A,2025-07-02T00:00:00
C01333,1.9,0.723,0.552,B,2025-07-12T00:00:00
C01334,6.4,0.224,0.64,B,2025-12-03T00:00:00
C01335,6.5,0.755,0.752,B,2025-07-16T00:00:00
C01336,7.2,0.595,0.671,A,2025-10-14T00:00:00
C01337,4.4,0.503,0.922,B,2025-01-07T00:00:00
C01338,13.7,0.553,0.784,B,2025-04-03T00:00:00
C01339,7.2,0.568,0.681,A,2025-09-26T00:00:00
C01340,5.0,0.859,0.73,A,2026-04-24T00:00:00
C01341,1.4,1.0,0.933,B,2026-01-16T00:00:00
C01342,3.7,0.844,0.886,A,2025-07-28T00:00:00
C01343,8.3,0.487,0.579,B,2026-04-30T00:00:00
C01344,9.1,0.726,0.648,B,2025-05-18T00:00:00
C01345,8.4,0.735,0.821,B,2026-03-23T00:00:00
C01346,6.4,0.415,0.803,A,2025-07-21T00:00:00
C01347,0.2,0.348,0.592,A,2025-02-13T00:00:00
C01348,5.5,0.587,0.862,A,2025-01-02T00:00:00
C01349,0.3,0.762,0.616,A,2026-05-06T00:00:00
